Date	Time_HH:MM:SS	Time_sec	Ch1_O2_15_field	Ch2_O2_drift	Ch3_O2_drift	Ch4_O2_drift	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	13:25:03	938.16	4.0021	4.5621	4.5470	4.5975	22.000	22.000	22.000	22.000
1/27/2019	13:25:04	939.39	4.0007	4.5621	4.5466	4.5990	22.000	22.000	22.000	22.000
1/27/2019	13:25:06	940.67	3.9999	4.5618	4.5456	4.5999	22.000	22.000	22.000	22.000
1/27/2019	13:25:07	941.98	3.9997	4.5626	4.5465	4.6018	22.000	22.000	22.000	22.000
1/27/2019	13:25:08	943.22	4.0006	4.5632	4.5469	4.6025	22.000	22.000	22.000	22.000
1/27/2019	13:25:10	944.50	4.0007	4.5625	4.5483	4.6029	22.000	22.000	22.000	22.000
1/27/2019	13:25:11	945.80	3.9999	4.5622	4.5476	4.6037	22.000	22.000	22.000	22.000
1/27/2019	13:25:12	947.16	3.9992	4.5622	4.5470	4.6032	22.000	22.000	22.000	22.000
1/27/2019	13:25:13	948.39	3.9964	4.5626	4.5443	4.5998	22.000	22.000	22.000	22.000
1/27/2019	13:25:15	949.84	3.9955	4.5618	4.5446	4.5989	22.000	22.000	22.000	22.000
1/27/2019	13:25:16	951.17	3.9933	4.5621	4.5440	4.5979	22.000	22.000	22.000	22.000
1/27/2019	13:25:18	952.48	3.9925	4.5615	4.5463	4.5991	22.000	22.000	22.000	22.000
1/27/2019	13:25:19	953.78	3.9928	4.5618	4.5447	4.5993	22.000	22.000	22.000	22.000
1/27/2019	13:25:20	955.12	3.9928	4.5621	4.5443	4.6007	22.000	22.000	22.000	22.000
1/27/2019	13:25:22	956.45	3.9967	4.5626	4.5436	4.6011	22.000	22.000	22.000	22.000
1/27/2019	13:25:23	957.72	3.9973	4.5626	4.5453	4.5991	22.000	22.000	22.000	22.000
1/27/2019	13:25:24	959.06	3.9975	4.5616	4.5475	4.5984	22.000	22.000	22.000	22.000
1/27/2019	13:25:25	960.33	3.9952	4.5621	4.5489	4.5999	22.000	22.000	22.000	22.000
1/27/2019	13:25:27	961.66	3.9914	4.5629	4.5489	4.6013	22.000	22.000	22.000	22.000
1/27/2019	13:25:28	963.16	3.9894	4.5648	4.5466	4.5995	22.000	22.000	22.000	22.000
1/27/2019	13:25:30	964.44	3.9877	4.5629	4.5450	4.5976	22.000	22.000	22.000	22.000
1/27/2019	13:25:31	965.78	3.9914	4.5628	4.5429	4.5960	22.000	22.000	22.000	22.000
1/27/2019	13:25:32	967.02	3.9939	4.5613	4.5439	4.5976	22.000	22.000	22.000	22.000
1/27/2019	13:25:33	968.41	3.9931	4.5621	4.5466	4.5993	22.000	22.000	22.000	22.000
1/27/2019	13:25:35	969.73	3.9920	4.5613	4.5495	4.6026	22.000	22.000	22.000	22.000
1/27/2019	13:25:36	970.97	3.9906	4.5630	4.5499	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:25:37	972.14	3.9908	4.5629	4.5475	4.5994	22.000	22.000	22.000	22.000
1/27/2019	13:25:38	973.37	3.9893	4.5635	4.5462	4.5988	22.000	22.000	22.000	22.000
1/27/2019	13:25:40	974.66	3.9887	4.5618	4.5462	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:25:41	975.94	3.9892	4.5631	4.5465	4.6025	22.000	22.000	22.000	22.000
1/27/2019	13:25:42	977.08	3.9905	4.5620	4.5493	4.6008	22.000	22.000	22.000	22.000
1/27/2019	13:25:43	978.34	3.9896	4.5615	4.5486	4.5979	22.000	22.000	22.000	22.000
1/27/2019	13:25:45	979.53	3.9881	4.5618	4.5483	4.5998	22.000	22.000	22.000	22.000
1/27/2019	13:25:46	980.87	3.9857	4.5631	4.5459	4.6022	22.000	22.000	22.000	22.000
1/27/2019	13:25:47	982.14	3.9857	4.5644	4.5496	4.6013	22.000	22.000	22.000	22.000
1/27/2019	13:25:49	983.48	3.9852	4.5660	4.5515	4.6002	22.000	22.000	22.000	22.000
1/27/2019	13:25:50	984.72	3.9842	4.5671	4.5511	4.6005	22.000	22.000	22.000	22.000
1/27/2019	13:25:51	986.11	3.9849	4.5667	4.5495	4.6029	22.000	22.000	22.000	22.000
1/27/2019	13:25:53	987.44	3.9851	4.5661	4.5492	4.6048	22.000	22.000	22.000	22.000
1/27/2019	13:25:54	988.78	3.9839	4.5638	4.5488	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:25:55	990.14	3.9819	4.5640	4.5469	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:25:56	991.28	3.9806	4.5624	4.5467	4.6040	22.000	22.000	22.000	22.000
1/27/2019	13:25:58	992.58	3.9827	4.5638	4.5459	4.6043	22.000	22.000	22.000	22.000
1/27/2019	13:25:59	993.83	3.9814	4.5648	4.5470	4.6042	22.000	22.000	22.000	22.000
1/27/2019	13:26:00	995.11	3.9802	4.5658	4.5475	4.6027	22.000	22.000	22.000	22.000
1/27/2019	13:26:01	996.36	3.9762	4.5643	4.5486	4.6016	22.000	22.000	22.000	22.000
1/27/2019	13:26:03	997.56	3.9762	4.5621	4.5489	4.6029	22.000	22.000	22.000	22.000
1/27/2019	13:26:04	998.86	3.9777	4.5601	4.5475	4.6012	22.000	22.000	22.000	22.000
1/27/2019	13:26:05	1000.02	3.9779	4.5617	4.5489	4.6025	22.000	22.000	22.000	22.000
1/27/2019	13:26:06	1001.39	3.9791	4.5631	4.5476	4.6016	22.000	22.000	22.000	22.000
1/27/2019	13:26:08	1002.72	3.9768	4.5644	4.5486	4.6024	22.000	22.000	22.000	22.000
1/27/2019	13:26:09	1003.83	3.9767	4.5640	4.5449	4.6018	22.000	22.000	22.000	22.000
1/27/2019	13:26:10	1005.17	3.9734	4.5647	4.5466	4.6014	22.000	22.000	22.000	22.000
1/27/2019	13:26:12	1006.50	3.9748	4.5657	4.5453	4.6021	22.000	22.000	22.000	22.000
1/27/2019	13:26:13	1008.00	3.9747	4.5660	4.5480	4.6052	22.000	22.000	22.000	22.000
1/27/2019	13:26:14	1009.34	3.9751	4.5643	4.5470	4.6050	22.000	22.000	22.000	22.000
1/27/2019	13:26:16	1010.73	3.9705	4.5630	4.5499	4.6043	22.000	22.000	22.000	22.000
1/27/2019	13:26:17	1012.12	3.9685	4.5640	4.5496	4.6024	22.000	22.000	22.000	22.000
1/27/2019	13:26:18	1013.42	3.9674	4.5660	4.5499	4.6033	22.000	22.000	22.000	22.000
1/27/2019	13:26:20	1014.66	3.9713	4.5668	4.5481	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:26:21	1015.81	3.9718	4.5661	4.5488	4.6044	22.000	22.000	22.000	22.000
1/27/2019	13:26:22	1017.16	3.9744	4.5660	4.5479	4.6040	22.000	22.000	22.000	22.000
1/27/2019	13:26:23	1018.33	3.9718	4.5653	4.5469	4.6040	22.000	22.000	22.000	22.000
1/27/2019	13:26:25	1019.50	3.9742	4.5647	4.5463	4.6028	22.000	22.000	22.000	22.000
1/27/2019	13:26:26	1020.70	3.9726	4.5640	4.5459	4.6036	22.000	22.000	22.000	22.000
1/27/2019	13:26:27	1021.80	3.9741	4.5637	4.5468	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:26:28	1023.11	3.9725	4.5638	4.5446	4.6025	22.000	22.000	22.000	22.000
1/27/2019	13:26:29	1024.31	3.9721	4.5630	4.5456	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:26:31	1025.50	3.9698	4.5657	4.5453	4.6037	22.000	22.000	22.000	22.000
1/27/2019	13:26:32	1027.02	3.9689	4.5657	4.5481	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:26:34	1028.48	3.9691	4.5653	4.5473	4.6013	22.000	22.000	22.000	22.000
1/27/2019	13:26:35	1030.42	3.9668	4.5626	4.5478	4.6016	22.000	22.000	22.000	22.000
1/27/2019	13:26:37	1032.14	3.9659	4.5622	4.5485	4.6014	22.000	22.000	22.000	22.000
1/27/2019	13:26:38	1033.28	3.9626	4.5623	4.5504	4.6029	22.000	22.000	22.000	22.000
1/27/2019	13:26:40	1034.50	3.9635	4.5630	4.5499	4.6014	22.000	22.000	22.000	22.000
1/27/2019	13:26:41	1035.69	3.9646	4.5641	4.5488	4.6028	22.000	22.000	22.000	22.000
1/27/2019	13:26:42	1037.25	3.9657	4.5650	4.5465	4.6035	22.000	22.000	22.000	22.000
1/27/2019	13:26:44	1038.50	3.9644	4.5654	4.5463	4.6042	22.000	22.000	22.000	22.000
1/27/2019	13:26:45	1039.67	3.9610	4.5656	4.5452	4.6042	22.000	22.000	22.000	22.000
1/27/2019	13:26:46	1041.27	3.9588	4.5647	4.5463	4.6024	22.000	22.000	22.000	22.000
1/27/2019	13:26:48	1042.61	3.9593	4.5626	4.5466	4.6031	22.000	22.000	22.000	22.000
1/27/2019	13:26:49	1043.84	3.9615	4.5624	4.5483	4.6040	22.000	22.000	22.000	22.000
1/27/2019	13:26:50	1045.05	3.9625	4.5660	4.5459	4.6053	22.000	22.000	22.000	22.000
1/27/2019	13:26:52	1046.52	3.9629	4.5674	4.5458	4.6053	22.000	22.000	22.000	22.000
1/27/2019	13:26:53	1047.75	3.9635	4.5660	4.5455	4.6023	22.000	22.000	22.000	22.000
1/27/2019	13:26:54	1049.02	3.9603	4.5644	4.5496	4.6002	22.000	22.000	22.000	22.000
1/27/2019	13:26:55	1050.14	3.9590	4.5661	4.5496	4.5996	22.000	22.000	22.000	22.000
1/27/2019	13:26:56	1051.37	3.9574	4.5669	4.5498	4.6002	22.000	22.000	22.000	22.000
1/27/2019	13:26:58	1052.55	3.9605	4.5639	4.5459	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:26:59	1053.70	3.9600	4.5626	4.5461	4.6040	22.000	22.000	22.000	22.000
1/27/2019	13:27:00	1054.89	3.9585	4.5633	4.5456	4.6061	22.000	22.000	22.000	22.000
1/27/2019	13:27:01	1056.17	3.9569	4.5644	4.5482	4.6064	22.000	22.000	22.000	22.000
1/27/2019	13:27:02	1057.34	3.9569	4.5654	4.5491	4.6036	22.000	22.000	22.000	22.000
1/27/2019	13:27:04	1058.48	3.9557	4.5657	4.5496	4.6032	22.000	22.000	22.000	22.000
1/27/2019	13:27:05	1059.67	3.9559	4.5676	4.5481	4.6021	22.000	22.000	22.000	22.000
1/27/2019	13:27:06	1060.89	3.9555	4.5677	4.5471	4.6016	22.000	22.000	22.000	22.000
1/27/2019	13:27:07	1062.08	3.9580	4.5677	4.5465	4.6009	22.000	22.000	22.000	22.000
1/27/2019	13:27:08	1063.25	3.9581	4.5679	4.5481	4.6001	22.000	22.000	22.000	22.000
1/27/2019	13:27:09	1064.42	3.9564	4.5660	4.5481	4.6005	22.000	22.000	22.000	22.000
1/27/2019	13:27:11	1065.87	3.9563	4.5660	4.5463	4.5990	22.000	22.000	22.000	22.000
1/27/2019	13:27:12	1067.05	3.9565	4.5646	4.5463	4.6002	22.000	22.000	22.000	22.000
1/27/2019	13:27:13	1068.23	3.9593	4.5637	4.5461	4.6005	22.000	22.000	22.000	22.000
1/27/2019	13:27:15	1069.44	3.9570	4.5633	4.5473	4.5990	22.000	22.000	22.000	22.000
1/27/2019	13:27:16	1070.73	3.9564	4.5632	4.5469	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:27:17	1072.05	3.9551	4.5651	4.5478	4.5984	22.000	22.000	22.000	22.000
1/27/2019	13:27:18	1073.28	3.9538	4.5670	4.5474	4.5999	22.000	22.000	22.000	22.000
1/27/2019	13:27:20	1074.64	3.9524	4.5669	4.5469	4.5981	22.000	22.000	22.000	22.000
1/27/2019	13:27:21	1076.27	3.9503	4.5674	4.5447	4.5977	22.000	22.000	22.000	22.000
1/27/2019	13:27:23	1077.58	3.9505	4.5671	4.5449	4.5987	22.000	22.000	22.000	22.000
1/27/2019	13:27:24	1078.78	3.9501	4.5674	4.5460	4.5993	22.000	22.000	22.000	22.000
1/27/2019	13:27:25	1080.25	3.9504	4.5671	4.5462	4.6012	22.000	22.000	22.000	22.000
1/27/2019	13:27:26	1081.42	3.9521	4.5645	4.5458	4.6016	22.000	22.000	22.000	22.000
1/27/2019	13:27:28	1082.72	3.9561	4.5646	4.5431	4.6009	22.000	22.000	22.000	22.000
1/27/2019	13:27:29	1084.20	3.9560	4.5638	4.5460	4.5997	22.000	22.000	22.000	22.000
1/27/2019	13:27:30	1085.36	3.9533	4.5634	4.5465	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:27:32	1086.64	3.9498	4.5638	4.5474	4.6008	22.000	22.000	22.000	22.000
1/27/2019	13:27:33	1087.78	3.9495	4.5642	4.5455	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:27:34	1089.05	3.9499	4.5657	4.5444	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:27:35	1090.20	3.9471	4.5650	4.5454	4.6017	22.000	22.000	22.000	22.000
1/27/2019	13:27:37	1091.52	3.9482	4.5660	4.5460	4.6021	22.000	22.000	22.000	22.000
1/27/2019	13:27:38	1092.66	3.9475	4.5663	4.5471	4.6020	22.000	22.000	22.000	22.000
1/27/2019	13:27:39	1093.84	3.9490	4.5664	4.5478	4.6009	22.000	22.000	22.000	22.000
1/27/2019	13:27:40	1095.05	3.9479	4.5653	4.5478	4.5995	22.000	22.000	22.000	22.000
1/27/2019	13:27:41	1096.28	3.9487	4.5633	4.5485	4.5990	22.000	22.000	22.000	22.000
1/27/2019	13:27:43	1097.59	3.9484	4.5629	4.5478	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:27:44	1098.86	3.9496	4.5631	4.5477	4.5993	22.000	22.000	22.000	22.000
1/27/2019	13:27:45	1100.02	3.9486	4.5644	4.5458	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:27:46	1101.27	3.9480	4.5653	4.5470	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:27:48	1102.58	3.9452	4.5640	4.5468	4.5969	22.000	22.000	22.000	22.000
1/27/2019	13:27:49	1103.81	3.9461	4.5640	4.5473	4.5959	22.000	22.000	22.000	22.000
1/27/2019	13:27:50	1105.00	3.9451	4.5634	4.5452	4.5975	22.000	22.000	22.000	22.000
1/27/2019	13:27:51	1106.28	3.9446	4.5640	4.5444	4.5975	22.000	22.000	22.000	22.000
1/27/2019	13:27:53	1107.59	3.9446	4.5627	4.5447	4.5996	22.000	22.000	22.000	22.000
1/27/2019	13:27:54	1108.81	3.9479	4.5637	4.5457	4.5994	22.000	22.000	22.000	22.000
1/27/2019	13:27:55	1110.00	3.9494	4.5650	4.5464	4.6007	22.000	22.000	22.000	22.000
1/27/2019	13:27:56	1111.23	3.9498	4.5662	4.5477	4.6012	22.000	22.000	22.000	22.000
1/27/2019	13:27:58	1112.52	3.9488	4.5674	4.5471	4.6022	22.000	22.000	22.000	22.000
1/27/2019	13:27:59	1113.86	3.9478	4.5672	4.5476	4.6021	22.000	22.000	22.000	22.000
1/27/2019	13:28:00	1115.22	3.9459	4.5693	4.5468	4.6024	22.000	22.000	22.000	22.000
1/27/2019	13:28:02	1116.62	3.9447	4.5687	4.5484	4.6013	22.000	22.000	22.000	22.000
1/27/2019	13:28:03	1117.98	3.9476	4.5690	4.5474	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:28:05	1119.50	3.9490	4.5663	4.5481	4.5971	22.000	22.000	22.000	22.000
1/27/2019	13:28:06	1120.58	3.9484	4.5644	4.5463	4.5979	22.000	22.000	22.000	22.000
1/27/2019	13:28:07	1122.16	3.9465	4.5647	4.5470	4.5989	22.000	22.000	22.000	22.000
1/27/2019	13:28:09	1123.62	3.9432	4.5669	4.5467	4.5988	22.000	22.000	22.000	22.000
1/27/2019	13:28:10	1125.12	3.9437	4.5677	4.5478	4.5993	22.000	22.000	22.000	22.000
1/27/2019	13:28:11	1126.41	3.9430	4.5673	4.5476	4.6008	22.000	22.000	22.000	22.000
1/27/2019	13:28:13	1127.69	3.9444	4.5662	4.5488	4.6022	22.000	22.000	22.000	22.000
1/27/2019	13:28:14	1129.11	3.9421	4.5656	4.5483	4.6005	22.000	22.000	22.000	22.000
1/27/2019	13:28:15	1130.42	3.9446	4.5640	4.5497	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:28:17	1131.78	3.9449	4.5633	4.5463	4.5985	22.000	22.000	22.000	22.000
1/27/2019	13:28:18	1132.97	3.9473	4.5656	4.5453	4.6007	22.000	22.000	22.000	22.000
1/27/2019	13:28:19	1134.37	3.9459	4.5659	4.5438	4.6003	22.000	22.000	22.000	22.000
1/27/2019	13:28:21	1135.58	3.9450	4.5669	4.5450	4.5985	22.000	22.000	22.000	22.000
1/27/2019	13:28:22	1136.78	3.9449	4.5663	4.5464	4.5975	22.000	22.000	22.000	22.000
1/27/2019	13:28:23	1137.94	3.9441	4.5683	4.5481	4.5965	22.000	22.000	22.000	22.000
1/27/2019	13:28:24	1139.23	3.9453	4.5692	4.5467	4.5997	22.000	22.000	22.000	22.000
1/27/2019	13:28:26	1140.67	3.9449	4.5685	4.5474	4.5976	22.000	22.000	22.000	22.000
1/27/2019	13:28:27	1141.78	3.9439	4.5662	4.5443	4.6011	22.000	22.000	22.000	22.000
1/27/2019	13:28:28	1143.05	3.9443	4.5665	4.5470	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:28:30	1144.50	3.9443	4.5673	4.5463	4.5978	22.000	22.000	22.000	22.000
1/27/2019	13:28:31	1145.62	3.9469	4.5690	4.5477	4.5966	22.000	22.000	22.000	22.000
1/27/2019	13:28:32	1147.14	3.9468	4.5670	4.5473	4.5967	22.000	22.000	22.000	22.000
1/27/2019	13:28:34	1148.45	3.9474	4.5662	4.5463	4.5980	22.000	22.000	22.000	22.000
1/27/2019	13:28:35	1149.87	3.9469	4.5655	4.5480	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:28:36	1151.09	3.9461	4.5660	4.5483	4.5971	22.000	22.000	22.000	22.000
1/27/2019	13:28:38	1152.66	3.9480	4.5652	4.5497	4.5985	22.000	22.000	22.000	22.000
1/27/2019	13:28:39	1153.86	3.9465	4.5659	4.5513	4.5995	22.000	22.000	22.000	22.000
1/27/2019	13:28:40	1155.03	3.9479	4.5659	4.5503	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:28:41	1156.25	3.9451	4.5646	4.5487	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:28:43	1157.59	3.9468	4.5638	4.5467	4.5967	22.000	22.000	22.000	22.000
1/27/2019	13:28:44	1158.89	3.9453	4.5645	4.5484	4.5980	22.000	22.000	22.000	22.000
1/27/2019	13:28:45	1160.31	3.9476	4.5667	4.5494	4.5986	22.000	22.000	22.000	22.000
1/27/2019	13:28:47	1161.45	3.9455	4.5676	4.5488	4.6009	22.000	22.000	22.000	22.000
1/27/2019	13:28:48	1162.72	3.9471	4.5675	4.5476	4.6007	22.000	22.000	22.000	22.000
1/27/2019	13:28:49	1163.91	3.9484	4.5680	4.5464	4.5995	22.000	22.000	22.000	22.000
1/27/2019	13:28:50	1165.23	3.9485	4.5686	4.5461	4.5990	22.000	22.000	22.000	22.000
1/27/2019	13:28:52	1166.61	3.9484	4.5665	4.5477	4.5988	22.000	22.000	22.000	22.000
1/27/2019	13:28:53	1167.86	3.9470	4.5655	4.5494	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:28:55	1169.52	3.9485	4.5635	4.5493	4.5984	22.000	22.000	22.000	22.000
1/27/2019	13:28:56	1171.00	3.9485	4.5638	4.5470	4.5973	22.000	22.000	22.000	22.000
1/27/2019	13:28:57	1172.20	3.9467	4.5646	4.5474	4.5971	22.000	22.000	22.000	22.000
1/27/2019	13:28:59	1173.70	3.9460	4.5660	4.5476	4.5967	22.000	22.000	22.000	22.000
1/27/2019	13:29:00	1174.77	3.9483	4.5672	4.5483	4.5988	22.000	22.000	22.000	22.000
1/27/2019	13:29:01	1176.28	3.9491	4.5649	4.5470	4.5992	22.000	22.000	22.000	22.000
1/27/2019	13:29:02	1177.41	3.9515	4.5635	4.5461	4.5981	22.000	22.000	22.000	22.000
1/27/2019	13:29:04	1179.03	3.9491	4.5640	4.5457	4.5954	22.000	22.000	22.000	22.000
1/27/2019	13:29:05	1180.31	3.9483	4.5657	4.5453	4.5946	22.000	22.000	22.000	22.000
1/27/2019	13:29:07	1181.50	3.9462	4.5675	4.5479	4.5950	22.000	22.000	22.000	22.000
1/27/2019	13:29:08	1182.66	3.9486	4.5679	4.5484	4.5946	22.000	22.000	22.000	22.000
1/27/2019	13:29:09	1183.83	3.9499	4.5680	4.5500	4.5967	22.000	22.000	22.000	22.000
1/27/2019	13:29:10	1185.37	3.9527	4.5666	4.5488	4.5985	22.000	22.000	22.000	22.000
1/27/2019	13:29:12	1186.58	3.9518	4.5660	4.5481	4.6003	22.000	22.000	22.000	22.000
1/27/2019	13:29:13	1187.98	3.9530	4.5643	4.5477	4.5978	22.000	22.000	22.000	22.000
1/27/2019	13:29:14	1189.14	3.9516	4.5646	4.5468	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:29:16	1190.62	3.9525	4.5656	4.5476	4.5966	22.000	22.000	22.000	22.000
1/27/2019	13:29:17	1191.75	3.9535	4.5677	4.5480	4.5982	22.000	22.000	22.000	22.000
1/27/2019	13:29:18	1192.92	3.9535	4.5673	4.5490	4.5978	22.000	22.000	22.000	22.000
1/27/2019	13:29:19	1194.14	3.9535	4.5662	4.5483	4.5981	22.000	22.000	22.000	22.000
1/27/2019	13:29:21	1195.47	3.9512	4.5648	4.5457	4.5967	22.000	22.000	22.000	22.000
1/27/2019	13:29:22	1196.78	3.9515	4.5650	4.5458	4.5954	22.000	22.000	22.000	22.000
1/27/2019	13:29:23	1197.87	3.9502	4.5645	4.5457	4.5959	22.000	22.000	22.000	22.000
1/27/2019	13:29:24	1199.41	3.9511	4.5652	4.5483	4.5962	22.000	22.000	22.000	22.000
1/27/2019	13:29:26	1200.69	3.9519	4.5658	4.5470	4.5970	22.000	22.000	22.000	22.000
1/27/2019	13:29:27	1202.14	3.9518	4.5659	4.5491	4.5961	22.000	22.000	22.000	22.000
1/27/2019	13:29:28	1203.37	3.9534	4.5645	4.5468	4.5972	22.000	22.000	22.000	22.000
1/27/2019	13:29:30	1204.80	3.9545	4.5639	4.5480	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:29:31	1205.94	3.9573	4.5651	4.5464	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:29:32	1207.36	3.9572	4.5663	4.5461	4.5955	22.000	22.000	22.000	22.000
1/27/2019	13:29:34	1208.56	3.9565	4.5663	4.5425	4.5947	22.000	22.000	22.000	22.000
1/27/2019	13:29:35	1210.02	3.9551	4.5655	4.5405	4.5951	22.000	22.000	22.000	22.000
1/27/2019	13:29:36	1211.22	3.9553	4.5666	4.5407	4.5953	22.000	22.000	22.000	22.000
1/27/2019	13:29:38	1212.75	3.9564	4.5668	4.5437	4.5972	22.000	22.000	22.000	22.000
1/27/2019	13:29:39	1213.95	3.9582	4.5680	4.5464	4.5978	22.000	22.000	22.000	22.000
1/27/2019	13:29:40	1215.39	3.9592	4.5655	4.5464	4.5985	22.000	22.000	22.000	22.000
1/27/2019	13:29:42	1216.50	3.9574	4.5646	4.5461	4.5968	22.000	22.000	22.000	22.000
1/27/2019	13:29:43	1217.64	3.9580	4.5638	4.5444	4.5964	22.000	22.000	22.000	22.000
1/27/2019	13:29:44	1218.81	3.9575	4.5643	4.5438	4.5976	22.000	22.000	22.000	22.000
1/27/2019	13:29:45	1220.16	3.9584	4.5642	4.5443	4.5972	22.000	22.000	22.000	22.000
1/27/2019	13:29:47	1221.52	3.9585	4.5628	4.5450	4.5984	22.000	22.000	22.000	22.000
1/27/2019	13:29:48	1222.81	3.9611	4.5636	4.5466	4.5969	22.000	22.000	22.000	22.000
1/27/2019	13:29:49	1224.23	3.9628	4.5642	4.5458	4.5977	22.000	22.000	22.000	22.000
1/27/2019	13:29:50	1225.31	3.9637	4.5633	4.5451	4.5970	22.000	22.000	22.000	22.000
1/27/2019	13:29:52	1226.72	3.9622	4.5641	4.5457	4.5984	22.000	22.000	22.000	22.000
1/27/2019	13:29:53	1228.06	3.9615	4.5633	4.5457	4.5977	22.000	22.000	22.000	22.000
1/27/2019	13:29:55	1229.48	3.9618	4.5658	4.5458	4.5974	22.000	22.000	22.000	22.000
1/27/2019	13:29:56	1230.73	3.9642	4.5655	4.5438	4.5954	22.000	22.000	22.000	22.000
1/27/2019	13:29:57	1232.23	3.9657	4.5668	4.5438	4.5973	22.000	22.000	22.000	22.000
