Date	Time_HH:MM:SS	Time_sec	Ch1_O2_15_T0	Ch2_O2_drift	Ch3_O2_drift	Ch4_O2_drift	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	14:57:11	1317.37	3.9269	4.5047	4.4232	4.4954	27.000	27.000	27.000	27.000
1/27/2019	14:57:13	1318.75	3.9246	4.5058	4.4233	4.4965	27.000	27.000	27.000	27.000
1/27/2019	14:57:14	1320.09	3.9222	4.5041	4.4233	4.4972	27.000	27.000	27.000	27.000
1/27/2019	14:57:15	1321.31	3.9228	4.5021	4.4226	4.5010	27.000	27.000	27.000	27.000
1/27/2019	14:57:17	1322.61	3.9228	4.4986	4.4231	4.4992	27.000	27.000	27.000	27.000
1/27/2019	14:57:18	1323.94	3.9247	4.4979	4.4227	4.4996	27.000	27.000	27.000	27.000
1/27/2019	14:57:19	1325.30	3.9251	4.4976	4.4253	4.5007	27.000	27.000	27.000	27.000
1/27/2019	14:57:21	1326.77	3.9270	4.4996	4.4250	4.5021	27.000	27.000	27.000	27.000
1/27/2019	14:57:22	1328.05	3.9266	4.4999	4.4241	4.5014	27.000	27.000	27.000	27.000
1/27/2019	14:57:23	1329.30	3.9254	4.5029	4.4231	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:57:25	1330.67	3.9259	4.5028	4.4250	4.5000	27.000	27.000	27.000	27.000
1/27/2019	14:57:26	1332.08	3.9255	4.5047	4.4294	4.5008	27.000	27.000	27.000	27.000
1/27/2019	14:57:28	1333.56	3.9269	4.5044	4.4315	4.5018	27.000	27.000	27.000	27.000
1/27/2019	14:57:29	1334.95	3.9274	4.5058	4.4320	4.5000	27.000	27.000	27.000	27.000
1/27/2019	14:57:30	1336.16	3.9280	4.5045	4.4293	4.4992	27.000	27.000	27.000	27.000
1/27/2019	14:57:31	1337.37	3.9271	4.5044	4.4266	4.4997	27.000	27.000	27.000	27.000
1/27/2019	14:57:33	1338.70	3.9262	4.5041	4.4264	4.5003	27.000	27.000	27.000	27.000
1/27/2019	14:57:34	1340.09	3.9256	4.5039	4.4266	4.5005	27.000	27.000	27.000	27.000
1/27/2019	14:57:35	1341.44	3.9278	4.5041	4.4273	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:57:37	1342.78	3.9269	4.5025	4.4254	4.4985	27.000	27.000	27.000	27.000
1/27/2019	14:57:38	1344.11	3.9280	4.5026	4.4254	4.4977	27.000	27.000	27.000	27.000
1/27/2019	14:57:39	1345.45	3.9264	4.5008	4.4276	4.4984	27.000	27.000	27.000	27.000
1/27/2019	14:57:41	1346.70	3.9242	4.5029	4.4290	4.4992	27.000	27.000	27.000	27.000
1/27/2019	14:57:42	1348.11	3.9226	4.5021	4.4310	4.5006	27.000	27.000	27.000	27.000
1/27/2019	14:57:44	1349.47	3.9213	4.5022	4.4288	4.5018	27.000	27.000	27.000	27.000
1/27/2019	14:57:45	1350.83	3.9240	4.5018	4.4290	4.5016	27.000	27.000	27.000	27.000
1/27/2019	14:57:46	1352.11	3.9254	4.5038	4.4268	4.5026	27.000	27.000	27.000	27.000
1/27/2019	14:57:47	1353.39	3.9255	4.5039	4.4264	4.5008	27.000	27.000	27.000	27.000
1/27/2019	14:57:49	1354.69	3.9255	4.5048	4.4240	4.5015	27.000	27.000	27.000	27.000
1/27/2019	14:57:50	1356.16	3.9264	4.5036	4.4229	4.5002	27.000	27.000	27.000	27.000
1/27/2019	14:57:51	1357.45	3.9294	4.5018	4.4244	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:57:53	1358.81	3.9283	4.5025	4.4243	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:57:54	1360.11	3.9255	4.5024	4.4253	4.5018	27.000	27.000	27.000	27.000
1/27/2019	14:57:55	1361.41	3.9240	4.5042	4.4254	4.4996	27.000	27.000	27.000	27.000
1/27/2019	14:57:57	1362.67	3.9242	4.5014	4.4261	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:57:58	1364.12	3.9266	4.5009	4.4256	4.4986	27.000	27.000	27.000	27.000
1/27/2019	14:57:59	1365.45	3.9249	4.5025	4.4228	4.4991	27.000	27.000	27.000	27.000
1/27/2019	14:58:01	1366.64	3.9257	4.5047	4.4257	4.4974	27.000	27.000	27.000	27.000
1/27/2019	14:58:02	1368.05	3.9246	4.5045	4.4267	4.4997	27.000	27.000	27.000	27.000
1/27/2019	14:58:03	1369.37	3.9260	4.5038	4.4268	4.5000	27.000	27.000	27.000	27.000
1/27/2019	14:58:05	1370.56	3.9270	4.5035	4.4241	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:58:06	1371.95	3.9265	4.5034	4.4270	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:58:07	1373.19	3.9265	4.5042	4.4291	4.5037	27.000	27.000	27.000	27.000
1/27/2019	14:58:09	1374.58	3.9246	4.5024	4.4287	4.5034	27.000	27.000	27.000	27.000
1/27/2019	14:58:10	1376.02	3.9254	4.5032	4.4258	4.5012	27.000	27.000	27.000	27.000
1/27/2019	14:58:11	1377.33	3.9264	4.5018	4.4263	4.4988	27.000	27.000	27.000	27.000
1/27/2019	14:58:13	1378.59	3.9284	4.5032	4.4267	4.4982	27.000	27.000	27.000	27.000
1/27/2019	14:58:14	1379.81	3.9302	4.5031	4.4241	4.4992	27.000	27.000	27.000	27.000
1/27/2019	14:58:15	1381.11	3.9283	4.5045	4.4221	4.5010	27.000	27.000	27.000	27.000
1/27/2019	14:58:17	1382.56	3.9276	4.5031	4.4219	4.5015	27.000	27.000	27.000	27.000
1/27/2019	14:58:18	1383.78	3.9276	4.5029	4.4251	4.5008	27.000	27.000	27.000	27.000
1/27/2019	14:58:19	1385.14	3.9283	4.5012	4.4278	4.4995	27.000	27.000	27.000	27.000
1/27/2019	14:58:21	1386.52	3.9290	4.5045	4.4271	4.4986	27.000	27.000	27.000	27.000
1/27/2019	14:58:22	1387.75	3.9281	4.5048	4.4266	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:58:23	1389.16	3.9302	4.5052	4.4264	4.4957	27.000	27.000	27.000	27.000
1/27/2019	14:58:25	1390.55	3.9294	4.5042	4.4285	4.4951	27.000	27.000	27.000	27.000
1/27/2019	14:58:26	1391.97	3.9281	4.5042	4.4293	4.4963	27.000	27.000	27.000	27.000
1/27/2019	14:58:27	1393.45	3.9270	4.5048	4.4283	4.5010	27.000	27.000	27.000	27.000
1/27/2019	14:58:29	1394.78	3.9248	4.5057	4.4263	4.5027	27.000	27.000	27.000	27.000
1/27/2019	14:58:30	1396.22	3.9261	4.5083	4.4237	4.5034	27.000	27.000	27.000	27.000
1/27/2019	14:58:32	1397.48	3.9260	4.5084	4.4243	4.5016	27.000	27.000	27.000	27.000
1/27/2019	14:58:33	1398.73	3.9295	4.5085	4.4283	4.4988	27.000	27.000	27.000	27.000
1/27/2019	14:58:34	1400.03	3.9314	4.5070	4.4301	4.4974	27.000	27.000	27.000	27.000
1/27/2019	14:58:35	1401.42	3.9332	4.5061	4.4294	4.4987	27.000	27.000	27.000	27.000
1/27/2019	14:58:37	1402.80	3.9338	4.5048	4.4257	4.4999	27.000	27.000	27.000	27.000
1/27/2019	14:58:38	1404.11	3.9336	4.5054	4.4266	4.4992	27.000	27.000	27.000	27.000
1/27/2019	14:58:40	1405.58	3.9339	4.5055	4.4267	4.5007	27.000	27.000	27.000	27.000
1/27/2019	14:58:41	1406.86	3.9352	4.5044	4.4285	4.4997	27.000	27.000	27.000	27.000
1/27/2019	14:58:42	1408.17	3.9375	4.5031	4.4248	4.4985	27.000	27.000	27.000	27.000
1/27/2019	14:58:44	1409.53	3.9385	4.5016	4.4251	4.4958	27.000	27.000	27.000	27.000
1/27/2019	14:58:45	1410.72	3.9379	4.5028	4.4247	4.4965	27.000	27.000	27.000	27.000
1/27/2019	14:58:46	1412.09	3.9366	4.5032	4.4257	4.4986	27.000	27.000	27.000	27.000
1/27/2019	14:58:47	1413.37	3.9330	4.5042	4.4251	4.5000	27.000	27.000	27.000	27.000
1/27/2019	14:58:49	1414.59	3.9336	4.5038	4.4236	4.5003	27.000	27.000	27.000	27.000
1/27/2019	14:58:50	1416.20	3.9337	4.5022	4.4241	4.5001	27.000	27.000	27.000	27.000
1/27/2019	14:58:52	1417.67	3.9381	4.5028	4.4233	4.4999	27.000	27.000	27.000	27.000
1/27/2019	14:58:53	1418.89	3.9369	4.5009	4.4246	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:58:55	1420.69	3.9360	4.5031	4.4277	4.5022	27.000	27.000	27.000	27.000
1/27/2019	14:58:56	1422.23	3.9333	4.5037	4.4304	4.5067	27.000	27.000	27.000	27.000
1/27/2019	14:58:58	1424.03	3.9342	4.5068	4.4312	4.5042	27.000	27.000	27.000	27.000
1/27/2019	14:59:00	1425.47	3.9351	4.5062	4.4288	4.5049	27.000	27.000	27.000	27.000
1/27/2019	14:59:01	1426.64	3.9388	4.5047	4.4285	4.5004	27.000	27.000	27.000	27.000
1/27/2019	14:59:02	1427.87	3.9389	4.5012	4.4273	4.5036	27.000	27.000	27.000	27.000
1/27/2019	14:59:03	1429.03	3.9384	4.5018	4.4293	4.5037	27.000	27.000	27.000	27.000
1/27/2019	14:59:05	1430.56	3.9365	4.5012	4.4285	4.5044	27.000	27.000	27.000	27.000
1/27/2019	14:59:06	1431.97	3.9361	4.5042	4.4287	4.5030	27.000	27.000	27.000	27.000
1/27/2019	14:59:07	1433.25	3.9348	4.5042	4.4271	4.5019	27.000	27.000	27.000	27.000
1/27/2019	14:59:08	1434.39	3.9358	4.5049	4.4253	4.5026	27.000	27.000	27.000	27.000
1/27/2019	14:59:10	1435.72	3.9365	4.5026	4.4261	4.5035	27.000	27.000	27.000	27.000
1/27/2019	14:59:11	1437.14	3.9380	4.4998	4.4260	4.5042	27.000	27.000	27.000	27.000
1/27/2019	14:59:13	1438.67	3.9372	4.5003	4.4270	4.5031	27.000	27.000	27.000	27.000
1/27/2019	14:59:14	1440.02	3.9373	4.5005	4.4271	4.5014	27.000	27.000	27.000	27.000
1/27/2019	14:59:15	1441.11	3.9380	4.5016	4.4281	4.5014	27.000	27.000	27.000	27.000
1/27/2019	14:59:16	1442.36	3.9386	4.5012	4.4278	4.5023	27.000	27.000	27.000	27.000
1/27/2019	14:59:18	1443.92	3.9401	4.4996	4.4251	4.5018	27.000	27.000	27.000	27.000
1/27/2019	14:59:20	1445.52	3.9419	4.4996	4.4234	4.5016	27.000	27.000	27.000	27.000
1/27/2019	14:59:21	1447.05	3.9425	4.4995	4.4263	4.5010	27.000	27.000	27.000	27.000
1/27/2019	14:59:22	1448.36	3.9419	4.5015	4.4267	4.5020	27.000	27.000	27.000	27.000
1/27/2019	14:59:24	1449.66	3.9411	4.4999	4.4285	4.5008	27.000	27.000	27.000	27.000
1/27/2019	14:59:25	1450.86	3.9419	4.5009	4.4258	4.4999	27.000	27.000	27.000	27.000
1/27/2019	14:59:26	1452.12	3.9426	4.5009	4.4283	4.5003	27.000	27.000	27.000	27.000
1/27/2019	14:59:27	1453.28	3.9433	4.5039	4.4277	4.5020	27.000	27.000	27.000	27.000
1/27/2019	14:59:29	1454.61	3.9425	4.5044	4.4267	4.5033	27.000	27.000	27.000	27.000
1/27/2019	14:59:30	1455.69	3.9423	4.5032	4.4260	4.5053	27.000	27.000	27.000	27.000
1/27/2019	14:59:31	1457.20	3.9431	4.5024	4.4254	4.5034	27.000	27.000	27.000	27.000
1/27/2019	14:59:33	1458.64	3.9437	4.5014	4.4261	4.5025	27.000	27.000	27.000	27.000
1/27/2019	14:59:34	1459.98	3.9442	4.5039	4.4258	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:59:35	1461.22	3.9464	4.5032	4.4248	4.4989	27.000	27.000	27.000	27.000
1/27/2019	14:59:37	1462.91	3.9461	4.5052	4.4270	4.5003	27.000	27.000	27.000	27.000
1/27/2019	14:59:39	1464.47	3.9460	4.5054	4.4284	4.5029	27.000	27.000	27.000	27.000
1/27/2019	14:59:40	1465.81	3.9450	4.5052	4.4281	4.5025	27.000	27.000	27.000	27.000
1/27/2019	14:59:41	1467.09	3.9450	4.5029	4.4277	4.5011	27.000	27.000	27.000	27.000
1/27/2019	14:59:42	1468.36	3.9456	4.5009	4.4265	4.4984	27.000	27.000	27.000	27.000
1/27/2019	14:59:44	1469.67	3.9451	4.5009	4.4290	4.4982	27.000	27.000	27.000	27.000
1/27/2019	14:59:45	1470.83	3.9425	4.5018	4.4264	4.5003	27.000	27.000	27.000	27.000
1/27/2019	14:59:46	1472.25	3.9443	4.5006	4.4260	4.5026	27.000	27.000	27.000	27.000
1/27/2019	14:59:48	1473.59	3.9457	4.5018	4.4244	4.5046	27.000	27.000	27.000	27.000
1/27/2019	14:59:49	1474.83	3.9474	4.5006	4.4263	4.5026	27.000	27.000	27.000	27.000
1/27/2019	14:59:50	1476.27	3.9466	4.5019	4.4260	4.5011	27.000	27.000	27.000	27.000
1/27/2019	14:59:52	1477.56	3.9436	4.5012	4.4237	4.4990	27.000	27.000	27.000	27.000
1/27/2019	14:59:53	1479.33	3.9460	4.5001	4.4248	4.4986	27.000	27.000	27.000	27.000
1/27/2019	14:59:55	1480.97	3.9475	4.5002	4.4264	4.4985	27.000	27.000	27.000	27.000
1/27/2019	14:59:57	1482.47	3.9462	4.5028	4.4273	4.4997	27.000	27.000	27.000	27.000
1/27/2019	14:59:58	1483.77	3.9479	4.5035	4.4248	4.5010	27.000	27.000	27.000	27.000
1/27/2019	15:00:00	1485.50	3.9476	4.5054	4.4250	4.4999	27.000	27.000	27.000	27.000
1/27/2019	15:00:01	1486.81	3.9510	4.5029	4.4261	4.5023	27.000	27.000	27.000	27.000
1/27/2019	15:00:02	1488.25	3.9493	4.5018	4.4278	4.5014	27.000	27.000	27.000	27.000
1/27/2019	15:00:03	1489.44	3.9484	4.5012	4.4288	4.5039	27.000	27.000	27.000	27.000
1/27/2019	15:00:05	1490.69	3.9485	4.5024	4.4290	4.5023	27.000	27.000	27.000	27.000
1/27/2019	15:00:06	1492.27	3.9488	4.5044	4.4263	4.5039	27.000	27.000	27.000	27.000
1/27/2019	15:00:07	1493.45	3.9492	4.5048	4.4237	4.5027	27.000	27.000	27.000	27.000
1/27/2019	15:00:09	1494.73	3.9525	4.5018	4.4241	4.5027	27.000	27.000	27.000	27.000
1/27/2019	15:00:10	1495.94	3.9513	4.5009	4.4251	4.5024	27.000	27.000	27.000	27.000
1/27/2019	15:00:11	1497.45	3.9513	4.5002	4.4274	4.5020	27.000	27.000	27.000	27.000
1/27/2019	15:00:13	1498.64	3.9495	4.5006	4.4270	4.5023	27.000	27.000	27.000	27.000
1/27/2019	15:00:14	1500.02	3.9502	4.5014	4.4271	4.5029	27.000	27.000	27.000	27.000
1/27/2019	15:00:15	1501.19	3.9504	4.4981	4.4238	4.5035	27.000	27.000	27.000	27.000
1/27/2019	15:00:17	1502.62	3.9514	4.4992	4.4257	4.5049	27.000	27.000	27.000	27.000
1/27/2019	15:00:18	1503.67	3.9530	4.4971	4.4263	4.5056	27.000	27.000	27.000	27.000
1/27/2019	15:00:19	1505.34	3.9539	4.4992	4.4253	4.5039	27.000	27.000	27.000	27.000
1/27/2019	15:00:21	1506.61	3.9563	4.4992	4.4231	4.5028	27.000	27.000	27.000	27.000
1/27/2019	15:00:22	1508.02	3.9590	4.5006	4.4235	4.5022	27.000	27.000	27.000	27.000
1/27/2019	15:00:24	1509.56	3.9584	4.5022	4.4255	4.5052	27.000	27.000	27.000	27.000
1/27/2019	15:00:25	1511.14	3.9535	4.5018	4.4251	4.5011	27.000	27.000	27.000	27.000
1/27/2019	15:00:27	1512.53	3.9533	4.5037	4.4244	4.4990	27.000	27.000	27.000	27.000
1/27/2019	15:00:28	1513.80	3.9528	4.5012	4.4227	4.4990	27.000	27.000	27.000	27.000
1/27/2019	15:00:29	1515.11	3.9560	4.5037	4.4247	4.5015	27.000	27.000	27.000	27.000
1/27/2019	15:00:30	1516.28	3.9561	4.5028	4.4260	4.5026	27.000	27.000	27.000	27.000
1/27/2019	15:00:32	1517.52	3.9575	4.5054	4.4291	4.4999	27.000	27.000	27.000	27.000
1/27/2019	15:00:33	1519.14	3.9584	4.5032	4.4268	4.5005	27.000	27.000	27.000	27.000
1/27/2019	15:00:35	1520.59	3.9593	4.5018	4.4270	4.5016	27.000	27.000	27.000	27.000
1/27/2019	15:00:36	1522.22	3.9613	4.5005	4.4238	4.5033	27.000	27.000	27.000	27.000
1/27/2019	15:00:38	1523.50	3.9601	4.5006	4.4240	4.5028	27.000	27.000	27.000	27.000
1/27/2019	15:00:39	1524.77	3.9588	4.5028	4.4223	4.5033	27.000	27.000	27.000	27.000
1/27/2019	15:00:40	1525.92	3.9577	4.5028	4.4245	4.5016	27.000	27.000	27.000	27.000
1/27/2019	15:00:41	1527.16	3.9584	4.5016	4.4257	4.5024	27.000	27.000	27.000	27.000
1/27/2019	15:00:43	1528.70	3.9570	4.4991	4.4265	4.5018	27.000	27.000	27.000	27.000
1/27/2019	15:00:44	1530.16	3.9600	4.4973	4.4251	4.5037	27.000	27.000	27.000	27.000
1/27/2019	15:00:45	1531.42	3.9616	4.4989	4.4234	4.5011	27.000	27.000	27.000	27.000
1/27/2019	15:00:47	1532.72	3.9624	4.5005	4.4240	4.5008	27.000	27.000	27.000	27.000
1/27/2019	15:00:48	1533.92	3.9616	4.5019	4.4232	4.4997	27.000	27.000	27.000	27.000
1/27/2019	15:00:49	1535.16	3.9619	4.5015	4.4253	4.5018	27.000	27.000	27.000	27.000
1/27/2019	15:00:51	1536.50	3.9635	4.4992	4.4234	4.5016	27.000	27.000	27.000	27.000
1/27/2019	15:00:52	1537.66	3.9642	4.4985	4.4247	4.5038	27.000	27.000	27.000	27.000
1/27/2019	15:00:53	1539.02	3.9633	4.4991	4.4230	4.5073	27.000	27.000	27.000	27.000
1/27/2019	15:00:54	1540.44	3.9643	4.5014	4.4261	4.5065	27.000	27.000	27.000	27.000
1/27/2019	15:00:56	1541.50	3.9642	4.5047	4.4261	4.5043	27.000	27.000	27.000	27.000
