Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T2_27B	Ch2_O2_13|T2_27B	Ch3_O2_14|T2_27B	Ch4_O2_15|T2_27B	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/28/2019	08:18:54	1201.67	3.7484	4.1638	3.9498	4.1687	27.000	27.000	27.000	27.000
1/28/2019	08:18:55	1202.69	3.7478	4.1642	3.9508	4.1695	27.000	27.000	27.000	27.000
1/28/2019	08:18:56	1203.75	3.7466	4.1643	3.9506	4.1706	27.000	27.000	27.000	27.000
1/28/2019	08:18:57	1204.86	3.7478	4.1648	3.9521	4.1707	27.000	27.000	27.000	27.000
1/28/2019	08:18:58	1205.87	3.7491	4.1646	3.9518	4.1702	27.000	27.000	27.000	27.000
1/28/2019	08:18:59	1206.86	3.7506	4.1650	3.9522	4.1693	27.000	27.000	27.000	27.000
1/28/2019	08:19:00	1207.95	3.7492	4.1635	3.9517	4.1697	27.000	27.000	27.000	27.000
1/28/2019	08:19:02	1209.09	3.7486	4.1635	3.9510	4.1701	27.000	27.000	27.000	27.000
1/28/2019	08:19:03	1210.16	3.7471	4.1624	3.9507	4.1717	27.000	27.000	27.000	27.000
1/28/2019	08:19:04	1211.19	3.7472	4.1635	3.9520	4.1721	27.000	27.000	27.000	27.000
1/28/2019	08:19:05	1212.27	3.7454	4.1629	3.9510	4.1730	27.000	27.000	27.000	27.000
1/28/2019	08:19:06	1213.44	3.7483	4.1616	3.9492	4.1738	27.000	27.000	27.000	27.000
1/28/2019	08:19:07	1214.50	3.7497	4.1621	3.9482	4.1727	27.000	27.000	27.000	27.000
1/28/2019	08:19:08	1215.53	3.7519	4.1618	3.9492	4.1729	27.000	27.000	27.000	27.000
1/28/2019	08:19:09	1216.59	3.7528	4.1642	3.9515	4.1712	27.000	27.000	27.000	27.000
1/28/2019	08:19:10	1217.70	3.7505	4.1648	3.9510	4.1715	27.000	27.000	27.000	27.000
1/28/2019	08:19:11	1218.75	3.7501	4.1663	3.9501	4.1724	27.000	27.000	27.000	27.000
1/28/2019	08:19:12	1219.77	3.7481	4.1655	3.9502	4.1734	27.000	27.000	27.000	27.000
1/28/2019	08:19:13	1220.87	3.7521	4.1637	3.9512	4.1737	27.000	27.000	27.000	27.000
1/28/2019	08:19:14	1221.94	3.7544	4.1618	3.9512	4.1723	27.000	27.000	27.000	27.000
1/28/2019	08:19:15	1223.06	3.7532	4.1625	3.9486	4.1722	27.000	27.000	27.000	27.000
1/28/2019	08:19:17	1224.11	3.7520	4.1648	3.9452	4.1717	27.000	27.000	27.000	27.000
1/28/2019	08:19:18	1225.19	3.7501	4.1663	3.9444	4.1705	27.000	27.000	27.000	27.000
1/28/2019	08:19:19	1226.22	3.7514	4.1659	3.9450	4.1700	27.000	27.000	27.000	27.000
1/28/2019	08:19:20	1227.25	3.7523	4.1651	3.9471	4.1693	27.000	27.000	27.000	27.000
1/28/2019	08:19:21	1228.28	3.7534	4.1641	3.9480	4.1708	27.000	27.000	27.000	27.000
1/28/2019	08:19:22	1229.33	3.7549	4.1641	3.9479	4.1719	27.000	27.000	27.000	27.000
1/28/2019	08:19:23	1230.37	3.7542	4.1624	3.9469	4.1710	27.000	27.000	27.000	27.000
1/28/2019	08:19:24	1231.53	3.7540	4.1629	3.9441	4.1712	27.000	27.000	27.000	27.000
1/28/2019	08:19:25	1232.53	3.7537	4.1646	3.9444	4.1682	27.000	27.000	27.000	27.000
1/28/2019	08:19:26	1233.58	3.7529	4.1650	3.9446	4.1682	27.000	27.000	27.000	27.000
1/28/2019	08:19:27	1234.75	3.7532	4.1668	3.9466	4.1688	27.000	27.000	27.000	27.000
1/28/2019	08:19:28	1235.84	3.7547	4.1654	3.9470	4.1709	27.000	27.000	27.000	27.000
1/28/2019	08:19:30	1237.17	3.7574	4.1658	3.9477	4.1717	27.000	27.000	27.000	27.000
1/28/2019	08:19:31	1238.17	3.7581	4.1641	3.9485	4.1687	27.000	27.000	27.000	27.000
1/28/2019	08:19:32	1239.42	3.7569	4.1645	3.9491	4.1678	27.000	27.000	27.000	27.000
1/28/2019	08:19:33	1240.56	3.7569	4.1650	3.9504	4.1683	27.000	27.000	27.000	27.000
1/28/2019	08:19:34	1241.59	3.7568	4.1650	3.9509	4.1693	27.000	27.000	27.000	27.000
1/28/2019	08:19:35	1242.67	3.7579	4.1656	3.9506	4.1690	27.000	27.000	27.000	27.000
1/28/2019	08:19:36	1243.69	3.7567	4.1655	3.9456	4.1674	27.000	27.000	27.000	27.000
1/28/2019	08:19:37	1244.72	3.7578	4.1655	3.9449	4.1682	27.000	27.000	27.000	27.000
1/28/2019	08:19:38	1245.80	3.7572	4.1640	3.9441	4.1698	27.000	27.000	27.000	27.000
1/28/2019	08:19:39	1246.86	3.7591	4.1631	3.9468	4.1700	27.000	27.000	27.000	27.000
