Date	Time_HH:MM:SS	Time_sec	Ch1_O2_08_field	Ch2_O2_09_field	Ch3_O2_13_field	Ch4_O2_14_field	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	13:26:47	953.92	4.3586	4.0116	4.2375	4.3319	22.000	22.000	22.000	22.000
1/27/2019	13:26:49	955.80	4.3569	4.0116	4.2364	4.3325	22.000	22.000	22.000	22.000
1/27/2019	13:26:50	957.25	4.3577	4.0115	4.2372	4.3334	22.000	22.000	22.000	22.000
1/27/2019	13:26:52	959.45	4.3595	4.0114	4.2385	4.3308	22.000	22.000	22.000	22.000
1/27/2019	13:26:55	961.53	4.3585	4.0106	4.2375	4.3315	22.000	22.000	22.000	22.000
1/27/2019	13:26:57	963.55	4.3574	4.0086	4.2377	4.3303	22.000	22.000	22.000	22.000
1/27/2019	13:26:59	966.39	4.3581	4.0077	4.2384	4.3327	22.000	22.000	22.000	22.000
1/27/2019	13:27:01	968.48	4.3606	4.0068	4.2368	4.3314	22.000	22.000	22.000	22.000
1/27/2019	13:27:04	970.66	4.3613	4.0067	4.2367	4.3309	22.000	22.000	22.000	22.000
1/27/2019	13:27:06	972.61	4.3579	4.0056	4.2359	4.3288	22.000	22.000	22.000	22.000
1/27/2019	13:27:08	974.59	4.3563	4.0058	4.2393	4.3295	22.000	22.000	22.000	22.000
1/27/2019	13:27:09	976.00	4.3543	4.0058	4.2388	4.3294	22.000	22.000	22.000	22.000
1/27/2019	13:27:11	978.00	4.3556	4.0062	4.2385	4.3289	22.000	22.000	22.000	22.000
1/27/2019	13:27:13	980.05	4.3562	4.0050	4.2360	4.3265	22.000	22.000	22.000	22.000
1/27/2019	13:27:15	982.37	4.3577	4.0044	4.2345	4.3263	22.000	22.000	22.000	22.000
1/27/2019	13:27:17	984.12	4.3557	4.0018	4.2349	4.3275	22.000	22.000	22.000	22.000
1/27/2019	13:27:19	985.70	4.3563	4.0014	4.2347	4.3292	22.000	22.000	22.000	22.000
1/27/2019	13:27:21	987.64	4.3554	4.0002	4.2347	4.3295	22.000	22.000	22.000	22.000
1/27/2019	13:27:22	988.86	4.3582	4.0006	4.2325	4.3282	22.000	22.000	22.000	22.000
1/27/2019	13:27:23	990.31	4.3585	3.9995	4.2357	4.3265	22.000	22.000	22.000	22.000
1/27/2019	13:27:25	992.34	4.3599	4.0003	4.2375	4.3273	22.000	22.000	22.000	22.000
1/27/2019	13:27:28	995.00	4.3607	4.0009	4.2403	4.3268	22.000	22.000	22.000	22.000
1/27/2019	13:27:30	997.31	4.3590	4.0011	4.2391	4.3267	22.000	22.000	22.000	22.000
1/27/2019	13:27:33	999.97	4.3601	3.9988	4.2371	4.3251	22.000	22.000	22.000	22.000
1/27/2019	13:27:35	1001.97	4.3588	3.9978	4.2375	4.3236	22.000	22.000	22.000	22.000
1/27/2019	13:27:36	1003.12	4.3592	3.9975	4.2347	4.3234	22.000	22.000	22.000	22.000
1/27/2019	13:27:38	1004.62	4.3561	3.9986	4.2355	4.3238	22.000	22.000	22.000	22.000
1/27/2019	13:27:39	1006.17	4.3561	3.9988	4.2346	4.3262	22.000	22.000	22.000	22.000
1/27/2019	13:27:41	1007.70	4.3556	3.9981	4.2374	4.3253	22.000	22.000	22.000	22.000
1/27/2019	13:27:42	1009.23	4.3571	3.9965	4.2367	4.3246	22.000	22.000	22.000	22.000
1/27/2019	13:27:44	1010.64	4.3558	3.9961	4.2371	4.3224	22.000	22.000	22.000	22.000
1/27/2019	13:27:45	1012.09	4.3555	3.9945	4.2352	4.3238	22.000	22.000	22.000	22.000
1/27/2019	13:27:47	1013.69	4.3539	3.9933	4.2367	4.3240	22.000	22.000	22.000	22.000
1/27/2019	13:27:48	1015.30	4.3564	3.9915	4.2361	4.3256	22.000	22.000	22.000	22.000
1/27/2019	13:27:50	1016.83	4.3567	3.9931	4.2357	4.3245	22.000	22.000	22.000	22.000
1/27/2019	13:27:51	1018.19	4.3594	3.9943	4.2357	4.3253	22.000	22.000	22.000	22.000
1/27/2019	13:27:53	1019.70	4.3591	3.9937	4.2364	4.3257	22.000	22.000	22.000	22.000
1/27/2019	13:27:54	1021.44	4.3595	3.9925	4.2380	4.3276	22.000	22.000	22.000	22.000
1/27/2019	13:27:56	1023.08	4.3577	3.9920	4.2377	4.3276	22.000	22.000	22.000	22.000
1/27/2019	13:27:57	1024.47	4.3550	3.9930	4.2354	4.3278	22.000	22.000	22.000	22.000
1/27/2019	13:27:59	1026.09	4.3560	3.9919	4.2345	4.3266	22.000	22.000	22.000	22.000
1/27/2019	13:28:01	1027.56	4.3575	3.9922	4.2341	4.3249	22.000	22.000	22.000	22.000
1/27/2019	13:28:02	1028.84	4.3603	3.9912	4.2357	4.3242	22.000	22.000	22.000	22.000
1/27/2019	13:28:03	1030.09	4.3595	3.9910	4.2371	4.3240	22.000	22.000	22.000	22.000
1/27/2019	13:28:04	1031.31	4.3589	3.9895	4.2370	4.3250	22.000	22.000	22.000	22.000
1/27/2019	13:28:06	1032.66	4.3544	3.9901	4.2370	4.3262	22.000	22.000	22.000	22.000
1/27/2019	13:28:07	1033.98	4.3549	3.9908	4.2363	4.3270	22.000	22.000	22.000	22.000
1/27/2019	13:28:08	1035.45	4.3539	3.9917	4.2358	4.3266	22.000	22.000	22.000	22.000
1/27/2019	13:28:10	1036.66	4.3575	3.9917	4.2355	4.3250	22.000	22.000	22.000	22.000
1/27/2019	13:28:11	1038.11	4.3557	3.9917	4.2374	4.3260	22.000	22.000	22.000	22.000
1/27/2019	13:28:13	1039.69	4.3567	3.9908	4.2397	4.3248	22.000	22.000	22.000	22.000
1/27/2019	13:28:14	1040.97	4.3546	3.9901	4.2412	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:28:15	1042.27	4.3549	3.9901	4.2399	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:28:17	1043.69	4.3538	3.9913	4.2387	4.3242	22.000	22.000	22.000	22.000
1/27/2019	13:28:18	1045.44	4.3550	3.9922	4.2374	4.3257	22.000	22.000	22.000	22.000
1/27/2019	13:28:20	1046.97	4.3558	3.9918	4.2380	4.3255	22.000	22.000	22.000	22.000
1/27/2019	13:28:22	1048.53	4.3547	3.9904	4.2401	4.3243	22.000	22.000	22.000	22.000
1/27/2019	13:28:23	1050.05	4.3561	3.9874	4.2401	4.3236	22.000	22.000	22.000	22.000
1/27/2019	13:28:25	1052.48	4.3553	3.9862	4.2393	4.3236	22.000	22.000	22.000	22.000
1/27/2019	13:28:27	1053.67	4.3578	3.9868	4.2375	4.3227	22.000	22.000	22.000	22.000
1/27/2019	13:28:28	1055.17	4.3566	3.9894	4.2397	4.3211	22.000	22.000	22.000	22.000
1/27/2019	13:28:29	1056.48	4.3569	3.9904	4.2396	4.3206	22.000	22.000	22.000	22.000
1/27/2019	13:28:31	1057.80	4.3591	3.9897	4.2398	4.3214	22.000	22.000	22.000	22.000
1/27/2019	13:28:32	1059.16	4.3606	3.9882	4.2387	4.3235	22.000	22.000	22.000	22.000
1/27/2019	13:28:34	1060.77	4.3602	3.9875	4.2401	4.3228	22.000	22.000	22.000	22.000
1/27/2019	13:28:35	1062.12	4.3580	3.9881	4.2390	4.3231	22.000	22.000	22.000	22.000
1/27/2019	13:28:37	1063.64	4.3563	3.9903	4.2400	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:28:38	1065.05	4.3575	3.9912	4.2403	4.3235	22.000	22.000	22.000	22.000
1/27/2019	13:28:40	1066.64	4.3563	3.9912	4.2396	4.3218	22.000	22.000	22.000	22.000
1/27/2019	13:28:41	1068.28	4.3560	3.9890	4.2397	4.3222	22.000	22.000	22.000	22.000
1/27/2019	13:28:42	1069.47	4.3553	3.9891	4.2380	4.3208	22.000	22.000	22.000	22.000
1/27/2019	13:28:44	1070.80	4.3544	3.9891	4.2413	4.3204	22.000	22.000	22.000	22.000
1/27/2019	13:28:45	1072.12	4.3546	3.9898	4.2398	4.3203	22.000	22.000	22.000	22.000
1/27/2019	13:28:47	1073.86	4.3536	3.9888	4.2397	4.3197	22.000	22.000	22.000	22.000
1/27/2019	13:28:48	1075.42	4.3541	3.9880	4.2403	4.3220	22.000	22.000	22.000	22.000
1/27/2019	13:28:50	1077.02	4.3542	3.9881	4.2407	4.3209	22.000	22.000	22.000	22.000
1/27/2019	13:28:51	1078.42	4.3571	3.9871	4.2419	4.3207	22.000	22.000	22.000	22.000
1/27/2019	13:28:53	1079.98	4.3569	3.9868	4.2403	4.3189	22.000	22.000	22.000	22.000
1/27/2019	13:28:55	1081.86	4.3575	3.9863	4.2408	4.3178	22.000	22.000	22.000	22.000
1/27/2019	13:28:56	1083.19	4.3549	3.9886	4.2411	4.3183	22.000	22.000	22.000	22.000
1/27/2019	13:28:58	1084.55	4.3558	3.9900	4.2404	4.3183	22.000	22.000	22.000	22.000
1/27/2019	13:28:59	1085.83	4.3564	3.9899	4.2404	4.3210	22.000	22.000	22.000	22.000
1/27/2019	13:29:00	1087.11	4.3575	3.9887	4.2401	4.3207	22.000	22.000	22.000	22.000
1/27/2019	13:29:01	1088.39	4.3575	3.9882	4.2410	4.3209	22.000	22.000	22.000	22.000
1/27/2019	13:29:03	1089.98	4.3581	3.9891	4.2404	4.3196	22.000	22.000	22.000	22.000
1/27/2019	13:29:04	1091.39	4.3589	3.9904	4.2408	4.3199	22.000	22.000	22.000	22.000
1/27/2019	13:29:06	1092.98	4.3595	3.9909	4.2418	4.3190	22.000	22.000	22.000	22.000
1/27/2019	13:29:08	1094.53	4.3583	3.9908	4.2420	4.3196	22.000	22.000	22.000	22.000
1/27/2019	13:29:09	1096.22	4.3569	3.9912	4.2426	4.3192	22.000	22.000	22.000	22.000
1/27/2019	13:29:11	1097.52	4.3574	3.9900	4.2413	4.3196	22.000	22.000	22.000	22.000
1/27/2019	13:29:12	1098.78	4.3564	3.9899	4.2408	4.3196	22.000	22.000	22.000	22.000
1/27/2019	13:29:13	1100.03	4.3560	3.9892	4.2416	4.3206	22.000	22.000	22.000	22.000
1/27/2019	13:29:14	1101.30	4.3563	3.9891	4.2420	4.3217	22.000	22.000	22.000	22.000
1/27/2019	13:29:16	1102.83	4.3591	3.9898	4.2433	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:29:17	1104.16	4.3603	3.9877	4.2426	4.3206	22.000	22.000	22.000	22.000
1/27/2019	13:29:19	1105.62	4.3602	3.9888	4.2433	4.3206	22.000	22.000	22.000	22.000
1/27/2019	13:29:20	1107.28	4.3586	3.9880	4.2441	4.3199	22.000	22.000	22.000	22.000
1/27/2019	13:29:22	1108.56	4.3580	3.9887	4.2453	4.3199	22.000	22.000	22.000	22.000
1/27/2019	13:29:23	1109.91	4.3574	3.9869	4.2466	4.3183	22.000	22.000	22.000	22.000
1/27/2019	13:29:24	1111.33	4.3570	3.9877	4.2462	4.3192	22.000	22.000	22.000	22.000
1/27/2019	13:29:26	1112.97	4.3574	3.9891	4.2452	4.3211	22.000	22.000	22.000	22.000
1/27/2019	13:29:27	1114.30	4.3563	3.9910	4.2453	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:29:29	1115.61	4.3570	3.9903	4.2460	4.3213	22.000	22.000	22.000	22.000
1/27/2019	13:29:30	1116.89	4.3577	3.9898	4.2456	4.3192	22.000	22.000	22.000	22.000
1/27/2019	13:29:31	1118.11	4.3586	3.9887	4.2452	4.3192	22.000	22.000	22.000	22.000
1/27/2019	13:29:32	1119.44	4.3598	3.9891	4.2472	4.3185	22.000	22.000	22.000	22.000
1/27/2019	13:29:34	1120.91	4.3592	3.9891	4.2498	4.3203	22.000	22.000	22.000	22.000
1/27/2019	13:29:35	1122.16	4.3614	3.9910	4.2508	4.3217	22.000	22.000	22.000	22.000
1/27/2019	13:29:37	1123.73	4.3581	3.9912	4.2489	4.3236	22.000	22.000	22.000	22.000
1/27/2019	13:29:38	1125.03	4.3580	3.9913	4.2469	4.3237	22.000	22.000	22.000	22.000
1/27/2019	13:29:39	1126.41	4.3570	3.9894	4.2482	4.3234	22.000	22.000	22.000	22.000
1/27/2019	13:29:41	1127.69	4.3586	3.9891	4.2495	4.3236	22.000	22.000	22.000	22.000
1/27/2019	13:29:42	1129.11	4.3575	3.9887	4.2516	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:29:44	1130.53	4.3580	3.9894	4.2511	4.3229	22.000	22.000	22.000	22.000
1/27/2019	13:29:45	1131.97	4.3595	3.9904	4.2505	4.3215	22.000	22.000	22.000	22.000
1/27/2019	13:29:46	1133.23	4.3606	3.9904	4.2483	4.3222	22.000	22.000	22.000	22.000
1/27/2019	13:29:48	1134.84	4.3609	3.9907	4.2467	4.3224	22.000	22.000	22.000	22.000
1/27/2019	13:29:49	1136.28	4.3614	3.9905	4.2472	4.3241	22.000	22.000	22.000	22.000
1/27/2019	13:29:51	1137.52	4.3631	3.9918	4.2492	4.3249	22.000	22.000	22.000	22.000
1/27/2019	13:29:52	1138.95	4.3628	3.9922	4.2524	4.3262	22.000	22.000	22.000	22.000
1/27/2019	13:29:53	1140.42	4.3622	3.9926	4.2529	4.3260	22.000	22.000	22.000	22.000
1/27/2019	13:29:55	1141.66	4.3622	3.9913	4.2544	4.3256	22.000	22.000	22.000	22.000
1/27/2019	13:29:56	1143.00	4.3615	3.9905	4.2522	4.3260	22.000	22.000	22.000	22.000
1/27/2019	13:29:57	1144.25	4.3625	3.9912	4.2528	4.3267	22.000	22.000	22.000	22.000
1/27/2019	13:29:59	1145.53	4.3650	3.9924	4.2528	4.3270	22.000	22.000	22.000	22.000
1/27/2019	13:30:00	1146.80	4.3648	3.9937	4.2529	4.3263	22.000	22.000	22.000	22.000
1/27/2019	13:30:01	1148.05	4.3643	3.9923	4.2516	4.3267	22.000	22.000	22.000	22.000
1/27/2019	13:30:02	1149.39	4.3634	3.9918	4.2506	4.3273	22.000	22.000	22.000	22.000
1/27/2019	13:30:04	1150.86	4.3667	3.9910	4.2524	4.3270	22.000	22.000	22.000	22.000
1/27/2019	13:30:05	1152.20	4.3679	3.9906	4.2535	4.3242	22.000	22.000	22.000	22.000
1/27/2019	13:30:07	1153.53	4.3657	3.9923	4.2535	4.3222	22.000	22.000	22.000	22.000
1/27/2019	13:30:08	1154.94	4.3637	3.9918	4.2513	4.3231	22.000	22.000	22.000	22.000
1/27/2019	13:30:09	1156.47	4.3629	3.9925	4.2512	4.3225	22.000	22.000	22.000	22.000
1/27/2019	13:30:11	1157.80	4.3667	3.9919	4.2525	4.3229	22.000	22.000	22.000	22.000
1/27/2019	13:30:12	1159.22	4.3678	3.9938	4.2545	4.3228	22.000	22.000	22.000	22.000
1/27/2019	13:30:14	1160.86	4.3673	3.9949	4.2544	4.3246	22.000	22.000	22.000	22.000
1/27/2019	13:30:15	1162.16	4.3651	3.9950	4.2541	4.3249	22.000	22.000	22.000	22.000
1/27/2019	13:30:17	1163.55	4.3651	3.9941	4.2539	4.3229	22.000	22.000	22.000	22.000
1/27/2019	13:30:18	1165.02	4.3659	3.9944	4.2550	4.3222	22.000	22.000	22.000	22.000
1/27/2019	13:30:20	1166.52	4.3670	3.9951	4.2563	4.3218	22.000	22.000	22.000	22.000
1/27/2019	13:30:21	1167.72	4.3684	3.9954	4.2561	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:30:22	1169.16	4.3670	3.9949	4.2568	4.3252	22.000	22.000	22.000	22.000
1/27/2019	13:30:23	1170.41	4.3667	3.9941	4.2570	4.3262	22.000	22.000	22.000	22.000
1/27/2019	13:30:25	1171.91	4.3643	3.9938	4.2581	4.3244	22.000	22.000	22.000	22.000
1/27/2019	13:30:26	1173.17	4.3676	3.9943	4.2578	4.3241	22.000	22.000	22.000	22.000
1/27/2019	13:30:28	1174.52	4.3687	3.9950	4.2570	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:30:29	1175.80	4.3710	3.9968	4.2570	4.3256	22.000	22.000	22.000	22.000
1/27/2019	13:30:30	1177.27	4.3699	3.9975	4.2571	4.3235	22.000	22.000	22.000	22.000
1/27/2019	13:30:32	1178.62	4.3670	3.9979	4.2568	4.3241	22.000	22.000	22.000	22.000
1/27/2019	13:30:33	1179.94	4.3643	3.9963	4.2580	4.3222	22.000	22.000	22.000	22.000
1/27/2019	13:30:34	1181.41	4.3648	3.9955	4.2584	4.3248	22.000	22.000	22.000	22.000
1/27/2019	13:30:36	1183.14	4.3674	3.9944	4.2602	4.3267	22.000	22.000	22.000	22.000
1/27/2019	13:30:37	1184.42	4.3684	3.9959	4.2604	4.3277	22.000	22.000	22.000	22.000
1/27/2019	13:30:39	1185.77	4.3679	3.9948	4.2600	4.3255	22.000	22.000	22.000	22.000
1/27/2019	13:30:40	1187.17	4.3685	3.9955	4.2606	4.3225	22.000	22.000	22.000	22.000
1/27/2019	13:30:42	1188.83	4.3701	3.9942	4.2597	4.3209	22.000	22.000	22.000	22.000
1/27/2019	13:30:43	1190.17	4.3724	3.9956	4.2609	4.3214	22.000	22.000	22.000	22.000
1/27/2019	13:30:45	1191.89	4.3710	3.9949	4.2599	4.3224	22.000	22.000	22.000	22.000
1/27/2019	13:30:46	1193.39	4.3717	3.9960	4.2609	4.3238	22.000	22.000	22.000	22.000
1/27/2019	13:30:48	1194.62	4.3706	3.9981	4.2610	4.3224	22.000	22.000	22.000	22.000
1/27/2019	13:30:49	1195.92	4.3724	4.0005	4.2620	4.3217	22.000	22.000	22.000	22.000
1/27/2019	13:30:51	1197.52	4.3716	4.0006	4.2617	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:30:52	1198.73	4.3720	3.9997	4.2612	4.3242	22.000	22.000	22.000	22.000
1/27/2019	13:30:53	1200.08	4.3698	3.9985	4.2603	4.3232	22.000	22.000	22.000	22.000
1/27/2019	13:30:54	1201.33	4.3720	3.9983	4.2596	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:30:56	1202.67	4.3720	3.9976	4.2612	4.3228	22.000	22.000	22.000	22.000
1/27/2019	13:30:57	1203.94	4.3734	3.9981	4.2607	4.3231	22.000	22.000	22.000	22.000
1/27/2019	13:30:58	1205.33	4.3740	3.9995	4.2617	4.3220	22.000	22.000	22.000	22.000
1/27/2019	13:31:00	1207.22	4.3727	4.0001	4.2614	4.3217	22.000	22.000	22.000	22.000
1/27/2019	13:31:02	1208.55	4.3730	4.0005	4.2622	4.3213	22.000	22.000	22.000	22.000
1/27/2019	13:31:03	1209.83	4.3727	4.0004	4.2619	4.3206	22.000	22.000	22.000	22.000
1/27/2019	13:31:04	1211.05	4.3738	4.0001	4.2625	4.3191	22.000	22.000	22.000	22.000
1/27/2019	13:31:05	1212.39	4.3741	4.0006	4.2642	4.3202	22.000	22.000	22.000	22.000
1/27/2019	13:31:07	1213.62	4.3709	4.0013	4.2648	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:31:08	1215.22	4.3710	4.0019	4.2662	4.3216	22.000	22.000	22.000	22.000
1/27/2019	13:31:10	1216.59	4.3718	4.0023	4.2662	4.3199	22.000	22.000	22.000	22.000
1/27/2019	13:31:11	1217.97	4.3740	4.0019	4.2659	4.3185	22.000	22.000	22.000	22.000
1/27/2019	13:31:12	1219.25	4.3743	4.0023	4.2639	4.3195	22.000	22.000	22.000	22.000
1/27/2019	13:31:14	1220.62	4.3755	4.0023	4.2648	4.3217	22.000	22.000	22.000	22.000
1/27/2019	13:31:15	1222.06	4.3756	4.0025	4.2651	4.3237	22.000	22.000	22.000	22.000
1/27/2019	13:31:16	1223.48	4.3771	4.0036	4.2665	4.3245	22.000	22.000	22.000	22.000
1/27/2019	13:31:18	1224.98	4.3740	4.0036	4.2661	4.3238	22.000	22.000	22.000	22.000
1/27/2019	13:31:19	1226.34	4.3746	4.0036	4.2671	4.3221	22.000	22.000	22.000	22.000
1/27/2019	13:31:21	1227.64	4.3738	4.0019	4.2667	4.3216	22.000	22.000	22.000	22.000
1/27/2019	13:31:22	1228.89	4.3754	4.0013	4.2671	4.3234	22.000	22.000	22.000	22.000
1/27/2019	13:31:23	1230.30	4.3740	4.0006	4.2659	4.3245	22.000	22.000	22.000	22.000
1/27/2019	13:31:25	1231.55	4.3748	4.0017	4.2656	4.3264	22.000	22.000	22.000	22.000
1/27/2019	13:31:26	1232.92	4.3763	4.0024	4.2638	4.3255	22.000	22.000	22.000	22.000
1/27/2019	13:31:27	1234.27	4.3793	4.0026	4.2655	4.3264	22.000	22.000	22.000	22.000
1/27/2019	13:31:29	1235.70	4.3796	4.0022	4.2674	4.3252	22.000	22.000	22.000	22.000
1/27/2019	13:31:30	1236.94	4.3785	4.0027	4.2691	4.3255	22.000	22.000	22.000	22.000
1/27/2019	13:31:31	1238.22	4.3765	4.0044	4.2698	4.3249	22.000	22.000	22.000	22.000
1/27/2019	13:31:33	1239.62	4.3746	4.0067	4.2695	4.3258	22.000	22.000	22.000	22.000
1/27/2019	13:31:34	1241.02	4.3770	4.0073	4.2701	4.3262	22.000	22.000	22.000	22.000
1/27/2019	13:31:36	1242.50	4.3790	4.0070	4.2704	4.3270	22.000	22.000	22.000	22.000
1/27/2019	13:31:37	1243.86	4.3796	4.0049	4.2701	4.3275	22.000	22.000	22.000	22.000
1/27/2019	13:31:38	1245.41	4.3784	4.0052	4.2703	4.3283	22.000	22.000	22.000	22.000
1/27/2019	13:31:40	1246.55	4.3777	4.0067	4.2703	4.3275	22.000	22.000	22.000	22.000
1/27/2019	13:31:41	1247.72	4.3785	4.0081	4.2707	4.3272	22.000	22.000	22.000	22.000
1/27/2019	13:31:42	1248.98	4.3812	4.0080	4.2716	4.3269	22.000	22.000	22.000	22.000
1/27/2019	13:31:43	1250.33	4.3827	4.0072	4.2720	4.3258	22.000	22.000	22.000	22.000
1/27/2019	13:31:44	1251.47	4.3838	4.0067	4.2732	4.3254	22.000	22.000	22.000	22.000
1/27/2019	13:31:46	1252.67	4.3843	4.0067	4.2742	4.3238	22.000	22.000	22.000	22.000
1/27/2019	13:31:47	1254.03	4.3829	4.0073	4.2751	4.3235	22.000	22.000	22.000	22.000
1/27/2019	13:31:48	1255.47	4.3829	4.0088	4.2756	4.3240	22.000	22.000	22.000	22.000
1/27/2019	13:31:50	1256.66	4.3810	4.0088	4.2747	4.3254	22.000	22.000	22.000	22.000
1/27/2019	13:31:51	1257.95	4.3824	4.0083	4.2753	4.3266	22.000	22.000	22.000	22.000
1/27/2019	13:31:53	1259.55	4.3811	4.0085	4.2769	4.3273	22.000	22.000	22.000	22.000
1/27/2019	13:31:54	1260.70	4.3811	4.0093	4.2785	4.3251	22.000	22.000	22.000	22.000
1/27/2019	13:31:55	1261.98	4.3815	4.0089	4.2778	4.3250	22.000	22.000	22.000	22.000
1/27/2019	13:31:56	1263.23	4.3840	4.0085	4.2755	4.3251	22.000	22.000	22.000	22.000
1/27/2019	13:31:58	1265.02	4.3818	4.0098	4.2758	4.3272	22.000	22.000	22.000	22.000
1/27/2019	13:31:59	1266.17	4.3827	4.0119	4.2768	4.3282	22.000	22.000	22.000	22.000
1/27/2019	13:32:00	1267.33	4.3818	4.0125	4.2756	4.3255	22.000	22.000	22.000	22.000
1/27/2019	13:32:02	1268.69	4.3855	4.0125	4.2755	4.3244	22.000	22.000	22.000	22.000
1/27/2019	13:32:03	1270.03	4.3841	4.0119	4.2743	4.3233	22.000	22.000	22.000	22.000
1/27/2019	13:32:04	1271.30	4.3855	4.0125	4.2777	4.3242	22.000	22.000	22.000	22.000
1/27/2019	13:32:06	1272.61	4.3832	4.0120	4.2774	4.3254	22.000	22.000	22.000	22.000
1/27/2019	13:32:07	1273.94	4.3844	4.0118	4.2788	4.3263	22.000	22.000	22.000	22.000
1/27/2019	13:32:08	1275.34	4.3843	4.0117	4.2779	4.3261	22.000	22.000	22.000	22.000
1/27/2019	13:32:10	1276.67	4.3886	4.0114	4.2781	4.3249	22.000	22.000	22.000	22.000
1/27/2019	13:32:11	1278.42	4.3865	4.0113	4.2769	4.3251	22.000	22.000	22.000	22.000
1/27/2019	13:32:13	1279.81	4.3875	4.0113	4.2769	4.3258	22.000	22.000	22.000	22.000
