Date	Time_HH:MM:SS	Time_sec	Ch1_O2_15_field	Ch2_O2_drift	Ch3_O2_drift	Ch4_O2_drift	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	13:10:24	58.94	4.0388	4.5573	4.5493	4.6111	22.000	22.000	22.000	22.000
1/27/2019	13:10:25	60.03	4.0363	4.5564	4.5485	4.6113	22.000	22.000	22.000	22.000
1/27/2019	13:10:26	61.28	4.0322	4.5570	4.5481	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:10:28	62.52	4.0268	4.5569	4.5487	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:10:29	63.62	4.0225	4.5577	4.5490	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:10:30	64.92	4.0221	4.5573	4.5485	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:10:31	66.34	4.0200	4.5572	4.5501	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:10:33	67.67	4.0188	4.5567	4.5500	4.6102	22.000	22.000	22.000	22.000
1/27/2019	13:10:34	68.84	4.0132	4.5553	4.5506	4.6128	22.000	22.000	22.000	22.000
1/27/2019	13:10:35	70.06	4.0099	4.5572	4.5484	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:10:37	71.58	4.0054	4.5577	4.5484	4.6102	22.000	22.000	22.000	22.000
1/27/2019	13:10:38	72.80	4.0019	4.5594	4.5491	4.6094	22.000	22.000	22.000	22.000
1/27/2019	13:10:39	74.19	3.9959	4.5583	4.5503	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:10:40	75.36	3.9892	4.5579	4.5506	4.6123	22.000	22.000	22.000	22.000
1/27/2019	13:10:42	76.73	3.9855	4.5583	4.5500	4.6132	22.000	22.000	22.000	22.000
1/27/2019	13:10:43	78.11	3.9827	4.5570	4.5481	4.6134	22.000	22.000	22.000	22.000
1/27/2019	13:10:44	79.28	3.9825	4.5569	4.5470	4.6139	22.000	22.000	22.000	22.000
1/27/2019	13:10:46	80.45	3.9792	4.5572	4.5458	4.6130	22.000	22.000	22.000	22.000
1/27/2019	13:10:47	81.69	3.9786	4.5570	4.5487	4.6119	22.000	22.000	22.000	22.000
1/27/2019	13:10:48	82.81	3.9740	4.5566	4.5507	4.6128	22.000	22.000	22.000	22.000
1/27/2019	13:10:49	83.91	3.9717	4.5557	4.5528	4.6117	22.000	22.000	22.000	22.000
1/27/2019	13:10:50	85.09	3.9672	4.5567	4.5503	4.6124	22.000	22.000	22.000	22.000
1/27/2019	13:10:51	86.37	3.9660	4.5563	4.5491	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:10:53	87.62	3.9597	4.5543	4.5481	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:10:54	89.08	3.9553	4.5520	4.5497	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:10:55	90.33	3.9486	4.5523	4.5503	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:10:56	91.41	3.9479	4.5545	4.5494	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:10:58	92.98	3.9451	4.5549	4.5478	4.6104	22.000	22.000	22.000	22.000
1/27/2019	13:10:59	94.06	3.9455	4.5549	4.5470	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:00	95.25	3.9441	4.5555	4.5455	4.6111	22.000	22.000	22.000	22.000
1/27/2019	13:11:01	96.37	3.9399	4.5579	4.5455	4.6121	22.000	22.000	22.000	22.000
1/27/2019	13:11:02	97.39	3.9376	4.5560	4.5445	4.6117	22.000	22.000	22.000	22.000
1/27/2019	13:11:04	98.56	3.9339	4.5549	4.5464	4.6101	22.000	22.000	22.000	22.000
1/27/2019	13:11:05	99.73	3.9339	4.5538	4.5457	4.6098	22.000	22.000	22.000	22.000
1/27/2019	13:11:06	101.08	3.9327	4.5560	4.5470	4.6117	22.000	22.000	22.000	22.000
1/27/2019	13:11:07	102.23	3.9293	4.5565	4.5474	4.6111	22.000	22.000	22.000	22.000
1/27/2019	13:11:08	103.25	3.9278	4.5582	4.5494	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:09	104.31	3.9266	4.5583	4.5500	4.6089	22.000	22.000	22.000	22.000
1/27/2019	13:11:11	105.53	3.9243	4.5563	4.5483	4.6107	22.000	22.000	22.000	22.000
1/27/2019	13:11:12	106.84	3.9238	4.5543	4.5483	4.6119	22.000	22.000	22.000	22.000
1/27/2019	13:11:13	107.94	3.9188	4.5525	4.5470	4.6113	22.000	22.000	22.000	22.000
1/27/2019	13:11:14	109.02	3.9205	4.5540	4.5473	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:11:15	110.39	3.9210	4.5556	4.5480	4.6115	22.000	22.000	22.000	22.000
1/27/2019	13:11:17	111.50	3.9237	4.5584	4.5493	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:11:18	112.52	3.9269	4.5606	4.5493	4.6132	22.000	22.000	22.000	22.000
1/27/2019	13:11:19	113.66	3.9312	4.5592	4.5483	4.6126	22.000	22.000	22.000	22.000
1/27/2019	13:11:20	114.83	3.9342	4.5575	4.5485	4.6145	22.000	22.000	22.000	22.000
1/27/2019	13:11:21	115.95	3.9389	4.5572	4.5497	4.6131	22.000	22.000	22.000	22.000
1/27/2019	13:11:22	117.14	3.9373	4.5594	4.5503	4.6120	22.000	22.000	22.000	22.000
1/27/2019	13:11:23	118.41	3.9389	4.5609	4.5494	4.6131	22.000	22.000	22.000	22.000
1/27/2019	13:11:25	119.81	3.9378	4.5600	4.5481	4.6120	22.000	22.000	22.000	22.000
1/27/2019	13:11:26	120.89	3.9450	4.5584	4.5470	4.6124	22.000	22.000	22.000	22.000
1/27/2019	13:11:27	122.03	3.9484	4.5589	4.5467	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:11:28	123.27	3.9520	4.5575	4.5481	4.6098	22.000	22.000	22.000	22.000
1/27/2019	13:11:30	124.70	3.9528	4.5590	4.5496	4.6077	22.000	22.000	22.000	22.000
1/27/2019	13:11:31	125.78	3.9560	4.5582	4.5488	4.6037	22.000	22.000	22.000	22.000
1/27/2019	13:11:32	126.87	3.9568	4.5583	4.5488	4.6051	22.000	22.000	22.000	22.000
1/27/2019	13:11:33	127.94	3.9583	4.5575	4.5471	4.6060	22.000	22.000	22.000	22.000
1/27/2019	13:11:34	129.25	3.9589	4.5570	4.5473	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:35	130.36	3.9602	4.5569	4.5464	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:36	131.42	3.9592	4.5556	4.5442	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:11:38	132.52	3.9578	4.5556	4.5434	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:39	133.55	3.9550	4.5572	4.5457	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:11:40	134.66	3.9525	4.5577	4.5478	4.6083	22.000	22.000	22.000	22.000
1/27/2019	13:11:41	135.80	3.9530	4.5584	4.5493	4.6072	22.000	22.000	22.000	22.000
1/27/2019	13:11:42	136.92	3.9528	4.5572	4.5467	4.6063	22.000	22.000	22.000	22.000
1/27/2019	13:11:43	137.98	3.9515	4.5563	4.5471	4.6070	22.000	22.000	22.000	22.000
1/27/2019	13:11:44	139.06	3.9488	4.5556	4.5461	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:11:45	140.20	3.9485	4.5545	4.5478	4.6119	22.000	22.000	22.000	22.000
1/27/2019	13:11:46	141.42	3.9477	4.5553	4.5487	4.6130	22.000	22.000	22.000	22.000
1/27/2019	13:11:48	142.70	3.9454	4.5563	4.5503	4.6124	22.000	22.000	22.000	22.000
1/27/2019	13:11:49	143.91	3.9429	4.5583	4.5496	4.6102	22.000	22.000	22.000	22.000
1/27/2019	13:11:50	145.11	3.9405	4.5577	4.5496	4.6097	22.000	22.000	22.000	22.000
1/27/2019	13:11:51	146.37	3.9383	4.5562	4.5487	4.6098	22.000	22.000	22.000	22.000
1/27/2019	13:11:53	147.61	3.9393	4.5569	4.5494	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:11:54	148.84	3.9406	4.5579	4.5494	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:11:55	149.86	3.9429	4.5586	4.5475	4.6098	22.000	22.000	22.000	22.000
1/27/2019	13:11:56	151.06	3.9414	4.5580	4.5474	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:11:57	152.34	3.9395	4.5593	4.5461	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:11:59	153.48	3.9358	4.5596	4.5499	4.6097	22.000	22.000	22.000	22.000
1/27/2019	13:12:00	154.70	3.9335	4.5587	4.5475	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:12:01	155.91	3.9295	4.5579	4.5487	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:12:02	157.14	3.9261	4.5582	4.5452	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:12:03	158.27	3.9220	4.5589	4.5461	4.6089	22.000	22.000	22.000	22.000
1/27/2019	13:12:04	159.31	3.9206	4.5577	4.5458	4.6117	22.000	22.000	22.000	22.000
1/27/2019	13:12:05	160.37	3.9182	4.5589	4.5471	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:12:07	161.45	3.9156	4.5596	4.5470	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:12:08	162.48	3.9133	4.5603	4.5458	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:12:09	163.55	3.9128	4.5600	4.5471	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:12:10	164.72	3.9126	4.5603	4.5473	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:12:11	165.92	3.9110	4.5600	4.5468	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:12:12	167.06	3.9120	4.5580	4.5465	4.6086	22.000	22.000	22.000	22.000
1/27/2019	13:12:13	168.09	3.9103	4.5573	4.5463	4.6085	22.000	22.000	22.000	22.000
1/27/2019	13:12:14	169.33	3.9112	4.5567	4.5467	4.6073	22.000	22.000	22.000	22.000
1/27/2019	13:12:16	170.58	3.9083	4.5572	4.5461	4.6077	22.000	22.000	22.000	22.000
1/27/2019	13:12:17	171.66	3.9103	4.5566	4.5476	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:12:18	172.70	3.9094	4.5572	4.5487	4.6085	22.000	22.000	22.000	22.000
1/27/2019	13:12:19	173.91	3.9086	4.5584	4.5484	4.6073	22.000	22.000	22.000	22.000
1/27/2019	13:12:20	174.97	3.9063	4.5570	4.5475	4.6090	22.000	22.000	22.000	22.000
1/27/2019	13:12:21	176.16	3.9061	4.5559	4.5470	4.6104	22.000	22.000	22.000	22.000
1/27/2019	13:12:22	177.28	3.9087	4.5536	4.5473	4.6134	22.000	22.000	22.000	22.000
1/27/2019	13:12:24	178.44	3.9094	4.5575	4.5478	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:12:25	179.47	3.9109	4.5596	4.5468	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:12:26	180.58	3.9112	4.5612	4.5463	4.6099	22.000	22.000	22.000	22.000
1/27/2019	13:12:27	181.64	3.9131	4.5587	4.5471	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:12:28	182.77	3.9190	4.5566	4.5471	4.6098	22.000	22.000	22.000	22.000
1/27/2019	13:12:29	183.94	3.9231	4.5530	4.5457	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:12:30	185.11	3.9294	4.5532	4.5442	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:12:32	186.56	3.9312	4.5532	4.5461	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:12:33	187.72	3.9365	4.5565	4.5480	4.6061	22.000	22.000	22.000	22.000
1/27/2019	13:12:34	188.80	3.9389	4.5569	4.5487	4.6062	22.000	22.000	22.000	22.000
1/27/2019	13:12:35	189.86	3.9432	4.5572	4.5476	4.6070	22.000	22.000	22.000	22.000
1/27/2019	13:12:36	190.92	3.9448	4.5559	4.5487	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:12:37	192.14	3.9465	4.5546	4.5481	4.6112	22.000	22.000	22.000	22.000
1/27/2019	13:12:38	193.33	3.9488	4.5576	4.5468	4.6104	22.000	22.000	22.000	22.000
1/27/2019	13:12:40	194.47	3.9474	4.5586	4.5444	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:12:41	195.69	3.9457	4.5592	4.5437	4.6101	22.000	22.000	22.000	22.000
1/27/2019	13:12:42	196.80	3.9443	4.5576	4.5427	4.6077	22.000	22.000	22.000	22.000
1/27/2019	13:12:43	197.84	3.9439	4.5577	4.5437	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:12:44	198.86	3.9454	4.5593	4.5454	4.6096	22.000	22.000	22.000	22.000
1/27/2019	13:12:45	200.08	3.9437	4.5579	4.5496	4.6115	22.000	22.000	22.000	22.000
1/27/2019	13:12:46	201.19	3.9437	4.5580	4.5497	4.6113	22.000	22.000	22.000	22.000
1/27/2019	13:12:47	202.27	3.9420	4.5576	4.5471	4.6097	22.000	22.000	22.000	22.000
1/27/2019	13:12:48	203.27	3.9412	4.5576	4.5458	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:12:50	205.11	3.9399	4.5577	4.5458	4.6071	22.000	22.000	22.000	22.000
1/27/2019	13:12:51	206.23	3.9370	4.5560	4.5463	4.6074	22.000	22.000	22.000	22.000
1/27/2019	13:12:53	207.45	3.9325	4.5582	4.5468	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:12:54	208.48	3.9304	4.5575	4.5476	4.6081	22.000	22.000	22.000	22.000
1/27/2019	13:12:55	209.55	3.9279	4.5580	4.5486	4.6073	22.000	22.000	22.000	22.000
1/27/2019	13:12:56	210.81	3.9283	4.5569	4.5483	4.6086	22.000	22.000	22.000	22.000
1/27/2019	13:12:57	211.98	3.9265	4.5586	4.5476	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:12:58	213.36	3.9256	4.5579	4.5477	4.6090	22.000	22.000	22.000	22.000
1/27/2019	13:13:00	214.70	3.9239	4.5579	4.5470	4.6074	22.000	22.000	22.000	22.000
1/27/2019	13:13:01	216.00	3.9227	4.5573	4.5473	4.6065	22.000	22.000	22.000	22.000
1/27/2019	13:13:03	217.53	3.9235	4.5575	4.5466	4.6058	22.000	22.000	22.000	22.000
1/27/2019	13:13:04	218.69	3.9246	4.5569	4.5473	4.6070	22.000	22.000	22.000	22.000
1/27/2019	13:13:05	219.72	3.9279	4.5559	4.5461	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:13:06	220.87	3.9307	4.5569	4.5473	4.6085	22.000	22.000	22.000	22.000
1/27/2019	13:13:07	221.95	3.9311	4.5583	4.5471	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:13:08	222.98	3.9306	4.5586	4.5480	4.6109	22.000	22.000	22.000	22.000
1/27/2019	13:13:09	224.14	3.9298	4.5585	4.5480	4.6120	22.000	22.000	22.000	22.000
1/27/2019	13:13:10	225.25	3.9302	4.5573	4.5481	4.6089	22.000	22.000	22.000	22.000
1/27/2019	13:13:11	226.33	3.9311	4.5562	4.5440	4.6101	22.000	22.000	22.000	22.000
1/27/2019	13:13:13	227.48	3.9317	4.5566	4.5431	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:13:14	228.56	3.9307	4.5559	4.5420	4.6108	22.000	22.000	22.000	22.000
1/27/2019	13:13:15	229.62	3.9280	4.5579	4.5443	4.6116	22.000	22.000	22.000	22.000
1/27/2019	13:13:16	230.69	3.9256	4.5572	4.5453	4.6124	22.000	22.000	22.000	22.000
1/27/2019	13:13:17	231.77	3.9232	4.5586	4.5457	4.6105	22.000	22.000	22.000	22.000
1/27/2019	13:13:18	233.02	3.9230	4.5580	4.5461	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:13:19	234.11	3.9215	4.5593	4.5457	4.6082	22.000	22.000	22.000	22.000
1/27/2019	13:13:20	235.22	3.9211	4.5592	4.5454	4.6069	22.000	22.000	22.000	22.000
1/27/2019	13:13:22	236.45	3.9192	4.5575	4.5483	4.6058	22.000	22.000	22.000	22.000
1/27/2019	13:13:23	237.61	3.9168	4.5560	4.5474	4.6066	22.000	22.000	22.000	22.000
1/27/2019	13:13:24	238.75	3.9155	4.5555	4.5470	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:13:25	239.75	3.9148	4.5572	4.5454	4.6077	22.000	22.000	22.000	22.000
1/27/2019	13:13:26	240.87	3.9131	4.5587	4.5441	4.6077	22.000	22.000	22.000	22.000
1/27/2019	13:13:27	242.00	3.9096	4.5597	4.5458	4.6067	22.000	22.000	22.000	22.000
1/27/2019	13:13:28	243.34	3.9043	4.5594	4.5453	4.6081	22.000	22.000	22.000	22.000
1/27/2019	13:13:30	244.44	3.8994	4.5596	4.5467	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:13:31	245.47	3.8996	4.5589	4.5441	4.6126	22.000	22.000	22.000	22.000
1/27/2019	13:13:32	246.81	3.8969	4.5597	4.5460	4.6130	22.000	22.000	22.000	22.000
1/27/2019	13:13:33	248.03	3.8965	4.5583	4.5463	4.6104	22.000	22.000	22.000	22.000
1/27/2019	13:13:34	249.27	3.8929	4.5586	4.5470	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:13:36	250.62	3.8923	4.5589	4.5464	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:13:37	252.09	3.8917	4.5579	4.5464	4.6099	22.000	22.000	22.000	22.000
1/27/2019	13:13:38	253.34	3.8896	4.5596	4.5464	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:13:40	254.69	3.8880	4.5586	4.5453	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:13:41	255.80	3.8848	4.5607	4.5456	4.6107	22.000	22.000	22.000	22.000
1/27/2019	13:13:42	257.05	3.8851	4.5589	4.5456	4.6110	22.000	22.000	22.000	22.000
1/27/2019	13:13:43	258.33	3.8835	4.5597	4.5466	4.6099	22.000	22.000	22.000	22.000
1/27/2019	13:13:45	259.64	3.8850	4.5594	4.5459	4.6069	22.000	22.000	22.000	22.000
1/27/2019	13:13:46	260.91	3.8816	4.5580	4.5461	4.6061	22.000	22.000	22.000	22.000
1/27/2019	13:13:47	262.16	3.8807	4.5573	4.5454	4.6069	22.000	22.000	22.000	22.000
1/27/2019	13:13:48	263.30	3.8769	4.5565	4.5456	4.6093	22.000	22.000	22.000	22.000
1/27/2019	13:13:50	264.69	3.8755	4.5575	4.5443	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:13:51	266.00	3.8751	4.5569	4.5440	4.6073	22.000	22.000	22.000	22.000
1/27/2019	13:13:52	267.33	3.8727	4.5567	4.5437	4.6059	22.000	22.000	22.000	22.000
1/27/2019	13:13:54	268.66	3.8703	4.5556	4.5460	4.6065	22.000	22.000	22.000	22.000
1/27/2019	13:13:55	269.97	3.8701	4.5560	4.5470	4.6067	22.000	22.000	22.000	22.000
1/27/2019	13:13:56	271.25	3.8698	4.5559	4.5473	4.6075	22.000	22.000	22.000	22.000
1/27/2019	13:13:58	272.47	3.8703	4.5573	4.5473	4.6090	22.000	22.000	22.000	22.000
1/27/2019	13:13:59	273.78	3.8693	4.5579	4.5459	4.6089	22.000	22.000	22.000	22.000
1/27/2019	13:14:00	274.98	3.8714	4.5592	4.5466	4.6097	22.000	22.000	22.000	22.000
1/27/2019	13:14:01	276.36	3.8720	4.5599	4.5451	4.6086	22.000	22.000	22.000	22.000
1/27/2019	13:14:03	277.86	3.8711	4.5603	4.5447	4.6099	22.000	22.000	22.000	22.000
1/27/2019	13:14:04	279.31	3.8721	4.5578	4.5461	4.6086	22.000	22.000	22.000	22.000
1/27/2019	13:14:06	280.48	3.8711	4.5575	4.5467	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:14:07	281.81	3.8716	4.5575	4.5477	4.6085	22.000	22.000	22.000	22.000
1/27/2019	13:14:08	283.33	3.8730	4.5576	4.5463	4.6074	22.000	22.000	22.000	22.000
1/27/2019	13:14:10	284.47	3.8772	4.5572	4.5476	4.6057	22.000	22.000	22.000	22.000
1/27/2019	13:14:11	285.95	3.8833	4.5568	4.5473	4.6055	22.000	22.000	22.000	22.000
1/27/2019	13:14:12	287.39	3.8904	4.5586	4.5466	4.6063	22.000	22.000	22.000	22.000
1/27/2019	13:14:14	289.12	3.9012	4.5580	4.5444	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:14:16	290.48	3.9116	4.5575	4.5456	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:14:17	291.78	3.9210	4.5566	4.5466	4.6070	22.000	22.000	22.000	22.000
1/27/2019	13:14:18	293.03	3.9259	4.5577	4.5486	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:14:19	294.33	3.9305	4.5579	4.5484	4.6092	22.000	22.000	22.000	22.000
1/27/2019	13:14:21	295.75	3.9357	4.5596	4.5483	4.6107	22.000	22.000	22.000	22.000
1/27/2019	13:14:22	297.05	3.9407	4.5573	4.5476	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:14:23	298.36	3.9433	4.5595	4.5430	4.6082	22.000	22.000	22.000	22.000
1/27/2019	13:14:25	299.70	3.9444	4.5585	4.5421	4.6091	22.000	22.000	22.000	22.000
1/27/2019	13:14:26	301.02	3.9474	4.5607	4.5449	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:14:27	302.31	3.9492	4.5593	4.5489	4.6097	22.000	22.000	22.000	22.000
1/27/2019	13:14:29	303.61	3.9480	4.5602	4.5499	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:14:30	304.97	3.9460	4.5592	4.5454	4.6072	22.000	22.000	22.000	22.000
1/27/2019	13:14:31	306.27	3.9458	4.5592	4.5451	4.6052	22.000	22.000	22.000	22.000
1/27/2019	13:14:33	307.58	3.9463	4.5590	4.5453	4.6055	22.000	22.000	22.000	22.000
1/27/2019	13:14:34	309.00	3.9492	4.5593	4.5451	4.6067	22.000	22.000	22.000	22.000
1/27/2019	13:14:35	310.25	3.9478	4.5590	4.5459	4.6078	22.000	22.000	22.000	22.000
1/27/2019	13:14:37	311.75	3.9480	4.5590	4.5449	4.6088	22.000	22.000	22.000	22.000
1/27/2019	13:14:38	313.16	3.9478	4.5590	4.5462	4.6073	22.000	22.000	22.000	22.000
1/27/2019	13:14:40	314.56	3.9532	4.5579	4.5459	4.6076	22.000	22.000	22.000	22.000
1/27/2019	13:14:41	315.84	3.9566	4.5586	4.5464	4.6081	22.000	22.000	22.000	22.000
1/27/2019	13:14:42	317.19	3.9591	4.5573	4.5463	4.6104	22.000	22.000	22.000	22.000
1/27/2019	13:14:44	318.50	3.9614	4.5583	4.5456	4.6110	22.000	22.000	22.000	22.000
1/27/2019	13:14:45	319.80	3.9621	4.5572	4.5446	4.6100	22.000	22.000	22.000	22.000
1/27/2019	13:14:46	321.03	3.9646	4.5595	4.5450	4.6084	22.000	22.000	22.000	22.000
1/27/2019	13:14:48	322.47	3.9679	4.5596	4.5456	4.6082	22.000	22.000	22.000	22.000
1/27/2019	13:14:49	323.81	3.9752	4.5587	4.5457	4.6085	22.000	22.000	22.000	22.000
