Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T1_32B2	Ch2_O2_13|T1_32B2	Ch3_O2_14|T1_32B2	Ch4_O2_15|T1_32B2	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	20:56:14	39.09	4.0235	4.0385	4.0048	4.0768	32.000	32.000	32.000	32.000
1/27/2019	20:56:15	40.39	4.0210	4.0384	4.0024	4.0768	32.000	32.000	32.000	32.000
1/27/2019	20:56:16	41.67	4.0176	4.0379	4.0034	4.0775	32.000	32.000	32.000	32.000
1/27/2019	20:56:18	43.00	4.0171	4.0370	4.0017	4.0802	32.000	32.000	32.000	32.000
1/27/2019	20:56:19	44.59	4.0175	4.0380	4.0035	4.0802	32.000	32.000	32.000	32.000
1/27/2019	20:56:20	45.75	4.0139	4.0380	4.0037	4.0821	32.000	32.000	32.000	32.000
1/27/2019	20:56:21	46.87	4.0088	4.0397	4.0063	4.0796	32.000	32.000	32.000	32.000
1/27/2019	20:56:23	48.48	4.0110	4.0388	4.0086	4.0798	32.000	32.000	32.000	32.000
1/27/2019	20:56:24	49.69	4.0130	4.0386	4.0089	4.0805	32.000	32.000	32.000	32.000
1/27/2019	20:56:26	51.12	4.0136	4.0389	4.0075	4.0830	32.000	32.000	32.000	32.000
1/27/2019	20:56:27	52.91	4.0076	4.0385	4.0072	4.0863	32.000	32.000	32.000	32.000
1/27/2019	20:56:29	54.23	4.0061	4.0376	4.0058	4.0847	32.000	32.000	32.000	32.000
1/27/2019	20:56:30	55.83	4.0079	4.0366	4.0057	4.0852	32.000	32.000	32.000	32.000
1/27/2019	20:56:32	57.17	4.0143	4.0376	4.0031	4.0846	32.000	32.000	32.000	32.000
1/27/2019	20:56:33	58.67	4.0135	4.0394	4.0037	4.0832	32.000	32.000	32.000	32.000
1/27/2019	20:56:35	60.09	4.0121	4.0408	4.0057	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:56:36	61.36	4.0121	4.0408	4.0063	4.0773	32.000	32.000	32.000	32.000
1/27/2019	20:56:37	62.91	4.0145	4.0406	4.0049	4.0779	32.000	32.000	32.000	32.000
1/27/2019	20:56:39	64.30	4.0141	4.0390	4.0056	4.0783	32.000	32.000	32.000	32.000
1/27/2019	20:56:40	65.70	4.0110	4.0397	4.0052	4.0785	32.000	32.000	32.000	32.000
1/27/2019	20:56:42	67.06	4.0118	4.0404	4.0082	4.0784	32.000	32.000	32.000	32.000
1/27/2019	20:56:43	68.48	4.0146	4.0408	4.0057	4.0802	32.000	32.000	32.000	32.000
1/27/2019	20:56:44	69.70	4.0154	4.0406	4.0065	4.0806	32.000	32.000	32.000	32.000
1/27/2019	20:56:46	71.05	4.0138	4.0408	4.0054	4.0815	32.000	32.000	32.000	32.000
1/27/2019	20:56:47	72.37	4.0126	4.0422	4.0060	4.0798	32.000	32.000	32.000	32.000
1/27/2019	20:56:48	73.62	4.0109	4.0413	4.0065	4.0798	32.000	32.000	32.000	32.000
1/27/2019	20:56:50	75.02	4.0091	4.0420	4.0057	4.0798	32.000	32.000	32.000	32.000
1/27/2019	20:56:51	76.22	4.0072	4.0415	4.0065	4.0785	32.000	32.000	32.000	32.000
1/27/2019	20:56:52	77.64	4.0091	4.0433	4.0066	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:56:54	79.00	4.0108	4.0432	4.0060	4.0784	32.000	32.000	32.000	32.000
1/27/2019	20:56:55	80.47	4.0104	4.0442	4.0061	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:56:56	81.69	4.0080	4.0439	4.0060	4.0781	32.000	32.000	32.000	32.000
1/27/2019	20:56:58	83.03	4.0072	4.0446	4.0065	4.0794	32.000	32.000	32.000	32.000
1/27/2019	20:56:59	84.37	4.0079	4.0443	4.0060	4.0799	32.000	32.000	32.000	32.000
1/27/2019	20:57:00	85.66	4.0087	4.0439	4.0061	4.0794	32.000	32.000	32.000	32.000
1/27/2019	20:57:02	87.05	4.0090	4.0422	4.0069	4.0790	32.000	32.000	32.000	32.000
1/27/2019	20:57:03	88.53	4.0086	4.0420	4.0060	4.0796	32.000	32.000	32.000	32.000
1/27/2019	20:57:05	90.02	4.0101	4.0432	4.0047	4.0791	32.000	32.000	32.000	32.000
1/27/2019	20:57:06	91.56	4.0112	4.0446	4.0034	4.0778	32.000	32.000	32.000	32.000
1/27/2019	20:57:08	92.95	4.0107	4.0448	4.0049	4.0790	32.000	32.000	32.000	32.000
1/27/2019	20:57:09	94.22	4.0104	4.0419	4.0056	4.0794	32.000	32.000	32.000	32.000
1/27/2019	20:57:10	95.91	4.0100	4.0417	4.0073	4.0798	32.000	32.000	32.000	32.000
1/27/2019	20:57:12	97.14	4.0121	4.0401	4.0048	4.0786	32.000	32.000	32.000	32.000
1/27/2019	20:57:13	98.47	4.0108	4.0397	4.0056	4.0796	32.000	32.000	32.000	32.000
1/27/2019	20:57:14	99.77	4.0096	4.0388	4.0037	4.0826	32.000	32.000	32.000	32.000
1/27/2019	20:57:16	101.05	4.0091	4.0380	4.0041	4.0845	32.000	32.000	32.000	32.000
1/27/2019	20:57:17	102.20	4.0079	4.0394	4.0019	4.0843	32.000	32.000	32.000	32.000
1/27/2019	20:57:18	103.55	4.0079	4.0395	4.0027	4.0825	32.000	32.000	32.000	32.000
1/27/2019	20:57:20	105.48	4.0055	4.0398	4.0031	4.0821	32.000	32.000	32.000	32.000
1/27/2019	20:57:21	106.89	4.0061	4.0399	4.0045	4.0826	32.000	32.000	32.000	32.000
1/27/2019	20:57:23	108.56	4.0081	4.0416	4.0044	4.0812	32.000	32.000	32.000	32.000
1/27/2019	20:57:25	110.03	4.0097	4.0451	4.0047	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:57:26	111.53	4.0108	4.0451	4.0052	4.0776	32.000	32.000	32.000	32.000
1/27/2019	20:57:27	112.75	4.0081	4.0438	4.0065	4.0781	32.000	32.000	32.000	32.000
1/27/2019	20:57:29	113.97	4.0084	4.0416	4.0074	4.0775	32.000	32.000	32.000	32.000
1/27/2019	20:57:30	115.34	4.0095	4.0417	4.0054	4.0779	32.000	32.000	32.000	32.000
1/27/2019	20:57:31	116.66	4.0129	4.0420	4.0041	4.0775	32.000	32.000	32.000	32.000
1/27/2019	20:57:33	118.17	4.0147	4.0424	4.0019	4.0784	32.000	32.000	32.000	32.000
1/27/2019	20:57:34	119.81	4.0143	4.0421	4.0026	4.0780	32.000	32.000	32.000	32.000
1/27/2019	20:57:36	121.22	4.0134	4.0408	4.0021	4.0809	32.000	32.000	32.000	32.000
1/27/2019	20:57:37	122.56	4.0101	4.0410	4.0025	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:57:38	123.86	4.0119	4.0415	4.0031	4.0786	32.000	32.000	32.000	32.000
1/27/2019	20:57:40	125.16	4.0117	4.0424	4.0051	4.0749	32.000	32.000	32.000	32.000
1/27/2019	20:57:41	126.92	4.0154	4.0420	4.0054	4.0778	32.000	32.000	32.000	32.000
1/27/2019	20:57:43	128.11	4.0133	4.0430	4.0054	4.0811	32.000	32.000	32.000	32.000
1/27/2019	20:57:44	129.50	4.0151	4.0425	4.0032	4.0823	32.000	32.000	32.000	32.000
1/27/2019	20:57:46	131.33	4.0120	4.0426	4.0025	4.0800	32.000	32.000	32.000	32.000
1/27/2019	20:57:47	132.61	4.0145	4.0401	4.0035	4.0790	32.000	32.000	32.000	32.000
1/27/2019	20:57:49	134.16	4.0140	4.0421	4.0021	4.0805	32.000	32.000	32.000	32.000
1/27/2019	20:57:50	135.87	4.0154	4.0403	4.0025	4.0826	32.000	32.000	32.000	32.000
1/27/2019	20:57:52	137.31	4.0137	4.0390	3.9988	4.0831	32.000	32.000	32.000	32.000
1/27/2019	20:57:53	138.53	4.0113	4.0360	3.9995	4.0847	32.000	32.000	32.000	32.000
1/27/2019	20:57:55	140.45	4.0101	4.0362	4.0007	4.0850	32.000	32.000	32.000	32.000
1/27/2019	20:57:56	141.84	4.0126	4.0371	4.0016	4.0858	32.000	32.000	32.000	32.000
1/27/2019	20:57:58	143.14	4.0149	4.0357	4.0010	4.0840	32.000	32.000	32.000	32.000
1/27/2019	20:57:59	144.53	4.0179	4.0358	4.0005	4.0822	32.000	32.000	32.000	32.000
1/27/2019	20:58:01	146.37	4.0174	4.0359	4.0000	4.0804	32.000	32.000	32.000	32.000
1/27/2019	20:58:02	147.67	4.0181	4.0368	4.0013	4.0764	32.000	32.000	32.000	32.000
1/27/2019	20:58:04	149.17	4.0201	4.0370	3.9999	4.0767	32.000	32.000	32.000	32.000
1/27/2019	20:58:05	150.81	4.0183	4.0366	4.0007	4.0779	32.000	32.000	32.000	32.000
1/27/2019	20:58:07	152.09	4.0175	4.0371	4.0014	4.0825	32.000	32.000	32.000	32.000
1/27/2019	20:58:08	153.41	4.0153	4.0381	4.0025	4.0839	32.000	32.000	32.000	32.000
1/27/2019	20:58:10	155.55	4.0155	4.0395	4.0025	4.0817	32.000	32.000	32.000	32.000
1/27/2019	20:58:11	156.92	4.0164	4.0408	4.0009	4.0783	32.000	32.000	32.000	32.000
1/27/2019	20:58:13	158.37	4.0134	4.0408	4.0001	4.0772	32.000	32.000	32.000	32.000
1/27/2019	20:58:15	160.25	4.0121	4.0408	4.0006	4.0779	32.000	32.000	32.000	32.000
1/27/2019	20:58:16	161.83	4.0117	4.0395	4.0003	4.0777	32.000	32.000	32.000	32.000
1/27/2019	20:58:18	163.19	4.0157	4.0395	4.0013	4.0764	32.000	32.000	32.000	32.000
1/27/2019	20:58:20	164.98	4.0168	4.0395	4.0010	4.0751	32.000	32.000	32.000	32.000
1/27/2019	20:58:21	166.25	4.0177	4.0398	4.0008	4.0769	32.000	32.000	32.000	32.000
1/27/2019	20:58:22	167.59	4.0149	4.0380	4.0009	4.0758	32.000	32.000	32.000	32.000
1/27/2019	20:58:24	169.31	4.0168	4.0373	3.9999	4.0757	32.000	32.000	32.000	32.000
1/27/2019	20:58:26	171.02	4.0158	4.0377	4.0012	4.0742	32.000	32.000	32.000	32.000
1/27/2019	20:58:27	172.64	4.0160	4.0392	4.0012	4.0753	32.000	32.000	32.000	32.000
1/27/2019	20:58:29	174.58	4.0141	4.0396	4.0011	4.0762	32.000	32.000	32.000	32.000
1/27/2019	20:58:30	175.66	4.0136	4.0389	3.9994	4.0784	32.000	32.000	32.000	32.000
1/27/2019	20:58:32	177.25	4.0131	4.0397	3.9979	4.0770	32.000	32.000	32.000	32.000
1/27/2019	20:58:34	179.00	4.0112	4.0404	3.9979	4.0778	32.000	32.000	32.000	32.000
1/27/2019	20:58:35	180.64	4.0105	4.0428	3.9969	4.0778	32.000	32.000	32.000	32.000
1/27/2019	20:58:36	181.72	4.0118	4.0429	3.9973	4.0790	32.000	32.000	32.000	32.000
1/27/2019	20:58:38	183.37	4.0104	4.0420	3.9981	4.0783	32.000	32.000	32.000	32.000
1/27/2019	20:58:39	184.67	4.0091	4.0384	4.0017	4.0781	32.000	32.000	32.000	32.000
1/27/2019	20:58:41	186.08	4.0081	4.0373	4.0030	4.0795	32.000	32.000	32.000	32.000
1/27/2019	20:58:42	187.72	4.0090	4.0375	4.0040	4.0783	32.000	32.000	32.000	32.000
1/27/2019	20:58:44	189.00	4.0078	4.0389	4.0018	4.0767	32.000	32.000	32.000	32.000
1/27/2019	20:58:45	190.45	4.0069	4.0383	3.9994	4.0759	32.000	32.000	32.000	32.000
1/27/2019	20:58:46	191.64	4.0078	4.0379	3.9979	4.0778	32.000	32.000	32.000	32.000
1/27/2019	20:58:48	193.59	4.0081	4.0381	3.9988	4.0806	32.000	32.000	32.000	32.000
1/27/2019	20:58:50	195.12	4.0096	4.0386	3.9990	4.0820	32.000	32.000	32.000	32.000
1/27/2019	20:58:51	196.55	4.0092	4.0380	3.9986	4.0817	32.000	32.000	32.000	32.000
1/27/2019	20:58:52	197.78	4.0086	4.0370	3.9986	4.0805	32.000	32.000	32.000	32.000
1/27/2019	20:58:54	199.22	4.0059	4.0349	4.0004	4.0774	32.000	32.000	32.000	32.000
1/27/2019	20:58:55	200.55	4.0083	4.0352	4.0022	4.0781	32.000	32.000	32.000	32.000
1/27/2019	20:58:56	201.91	4.0077	4.0352	4.0026	4.0793	32.000	32.000	32.000	32.000
1/27/2019	20:58:58	203.33	4.0069	4.0378	4.0017	4.0819	32.000	32.000	32.000	32.000
1/27/2019	20:58:59	204.75	4.0037	4.0368	3.9998	4.0816	32.000	32.000	32.000	32.000
1/27/2019	20:59:01	206.17	4.0047	4.0374	3.9999	4.0826	32.000	32.000	32.000	32.000
1/27/2019	20:59:02	207.56	4.0071	4.0361	3.9981	4.0833	32.000	32.000	32.000	32.000
1/27/2019	20:59:03	208.87	4.0079	4.0376	3.9995	4.0840	32.000	32.000	32.000	32.000
1/27/2019	20:59:05	210.23	4.0083	4.0380	3.9979	4.0840	32.000	32.000	32.000	32.000
1/27/2019	20:59:06	211.64	4.0091	4.0387	3.9997	4.0836	32.000	32.000	32.000	32.000
1/27/2019	20:59:08	213.03	4.0087	4.0371	3.9982	4.0809	32.000	32.000	32.000	32.000
1/27/2019	20:59:09	214.52	4.0091	4.0387	3.9995	4.0767	32.000	32.000	32.000	32.000
1/27/2019	20:59:10	215.94	4.0095	4.0371	4.0003	4.0741	32.000	32.000	32.000	32.000
1/27/2019	20:59:12	217.36	4.0096	4.0380	4.0013	4.0774	32.000	32.000	32.000	32.000
1/27/2019	20:59:13	218.72	4.0110	4.0363	4.0001	4.0799	32.000	32.000	32.000	32.000
1/27/2019	20:59:15	220.11	4.0078	4.0373	4.0000	4.0797	32.000	32.000	32.000	32.000
1/27/2019	20:59:16	221.62	4.0070	4.0384	4.0003	4.0780	32.000	32.000	32.000	32.000
1/27/2019	20:59:18	223.09	4.0061	4.0384	4.0011	4.0770	32.000	32.000	32.000	32.000
1/27/2019	20:59:19	224.48	4.0099	4.0386	4.0001	4.0780	32.000	32.000	32.000	32.000
1/27/2019	20:59:21	226.02	4.0094	4.0381	3.9995	4.0770	32.000	32.000	32.000	32.000
1/27/2019	20:59:22	227.36	4.0104	4.0377	3.9989	4.0765	32.000	32.000	32.000	32.000
1/27/2019	20:59:23	228.59	4.0079	4.0397	3.9983	4.0759	32.000	32.000	32.000	32.000
1/27/2019	20:59:25	230.00	4.0112	4.0411	3.9978	4.0773	32.000	32.000	32.000	32.000
1/27/2019	20:59:26	231.45	4.0114	4.0416	3.9968	4.0772	32.000	32.000	32.000	32.000
1/27/2019	20:59:27	232.72	4.0130	4.0398	3.9965	4.0769	32.000	32.000	32.000	32.000
1/27/2019	20:59:29	234.37	4.0102	4.0374	3.9961	4.0763	32.000	32.000	32.000	32.000
1/27/2019	20:59:31	236.05	4.0093	4.0377	3.9973	4.0774	32.000	32.000	32.000	32.000
1/27/2019	20:59:32	237.31	4.0099	4.0382	3.9995	4.0793	32.000	32.000	32.000	32.000
1/27/2019	20:59:33	238.73	4.0138	4.0380	4.0014	4.0788	32.000	32.000	32.000	32.000
1/27/2019	20:59:35	240.08	4.0148	4.0381	4.0016	4.0777	32.000	32.000	32.000	32.000
1/27/2019	20:59:36	241.66	4.0158	4.0373	4.0006	4.0772	32.000	32.000	32.000	32.000
1/27/2019	20:59:38	243.09	4.0149	4.0400	3.9983	4.0796	32.000	32.000	32.000	32.000
1/27/2019	20:59:39	244.56	4.0141	4.0399	3.9972	4.0811	32.000	32.000	32.000	32.000
1/27/2019	20:59:40	245.94	4.0125	4.0398	3.9956	4.0810	32.000	32.000	32.000	32.000
1/27/2019	20:59:42	247.33	4.0118	4.0369	3.9965	4.0803	32.000	32.000	32.000	32.000
1/27/2019	20:59:43	248.73	4.0136	4.0377	3.9985	4.0783	32.000	32.000	32.000	32.000
1/27/2019	20:59:45	250.11	4.0156	4.0385	3.9996	4.0792	32.000	32.000	32.000	32.000
1/27/2019	20:59:46	251.33	4.0164	4.0408	3.9987	4.0785	32.000	32.000	32.000	32.000
1/27/2019	20:59:47	252.66	4.0157	4.0396	3.9975	4.0827	32.000	32.000	32.000	32.000
1/27/2019	20:59:49	254.19	4.0129	4.0395	3.9966	4.0824	32.000	32.000	32.000	32.000
1/27/2019	20:59:50	255.78	4.0125	4.0387	3.9979	4.0838	32.000	32.000	32.000	32.000
1/27/2019	20:59:52	257.14	4.0109	4.0396	3.9972	4.0804	32.000	32.000	32.000	32.000
1/27/2019	20:59:53	258.52	4.0137	4.0403	3.9964	4.0789	32.000	32.000	32.000	32.000
1/27/2019	20:59:55	259.95	4.0118	4.0396	3.9963	4.0775	32.000	32.000	32.000	32.000
1/27/2019	20:59:56	261.36	4.0125	4.0389	3.9961	4.0760	32.000	32.000	32.000	32.000
1/27/2019	20:59:57	262.86	4.0095	4.0386	3.9976	4.0803	32.000	32.000	32.000	32.000
1/27/2019	20:59:59	264.22	4.0107	4.0385	3.9967	4.0779	32.000	32.000	32.000	32.000
1/27/2019	21:00:00	265.80	4.0100	4.0378	3.9968	4.0803	32.000	32.000	32.000	32.000
1/27/2019	21:00:02	267.11	4.0104	4.0372	3.9956	4.0773	32.000	32.000	32.000	32.000
1/27/2019	21:00:03	268.42	4.0065	4.0384	3.9948	4.0800	32.000	32.000	32.000	32.000
1/27/2019	21:00:04	269.86	4.0097	4.0386	3.9952	4.0795	32.000	32.000	32.000	32.000
1/27/2019	21:00:06	271.31	4.0104	4.0380	3.9937	4.0783	32.000	32.000	32.000	32.000
1/27/2019	21:00:07	272.78	4.0155	4.0387	3.9924	4.0782	32.000	32.000	32.000	32.000
1/27/2019	21:00:09	274.17	4.0120	4.0393	3.9919	4.0798	32.000	32.000	32.000	32.000
1/27/2019	21:00:10	275.44	4.0096	4.0399	3.9923	4.0809	32.000	32.000	32.000	32.000
1/27/2019	21:00:11	276.72	4.0067	4.0385	3.9946	4.0835	32.000	32.000	32.000	32.000
1/27/2019	21:00:13	278.11	4.0062	4.0389	3.9947	4.0818	32.000	32.000	32.000	32.000
1/27/2019	21:00:14	279.45	4.0060	4.0376	3.9950	4.0825	32.000	32.000	32.000	32.000
1/27/2019	21:00:15	280.94	4.0043	4.0381	3.9945	4.0797	32.000	32.000	32.000	32.000
1/27/2019	21:00:17	282.12	4.0062	4.0386	3.9964	4.0785	32.000	32.000	32.000	32.000
1/27/2019	21:00:18	283.42	4.0065	4.0401	3.9968	4.0774	32.000	32.000	32.000	32.000
1/27/2019	21:00:19	284.86	4.0088	4.0386	3.9960	4.0768	32.000	32.000	32.000	32.000
1/27/2019	21:00:21	286.30	4.0065	4.0358	3.9942	4.0775	32.000	32.000	32.000	32.000
1/27/2019	21:00:22	287.61	4.0055	4.0358	3.9956	4.0760	32.000	32.000	32.000	32.000
1/27/2019	21:00:24	289.08	4.0020	4.0345	3.9965	4.0742	32.000	32.000	32.000	32.000
1/27/2019	21:00:25	290.45	4.0022	4.0345	3.9951	4.0742	32.000	32.000	32.000	32.000
1/27/2019	21:00:27	292.06	4.0026	4.0342	3.9939	4.0758	32.000	32.000	32.000	32.000
1/27/2019	21:00:28	293.27	4.0055	4.0359	3.9951	4.0779	32.000	32.000	32.000	32.000
1/27/2019	21:00:29	294.61	4.0046	4.0373	3.9968	4.0779	32.000	32.000	32.000	32.000
1/27/2019	21:00:31	296.00	4.0041	4.0375	3.9977	4.0787	32.000	32.000	32.000	32.000
1/27/2019	21:00:32	297.36	4.0025	4.0377	3.9942	4.0773	32.000	32.000	32.000	32.000
1/27/2019	21:00:33	298.75	4.0027	4.0377	3.9930	4.0774	32.000	32.000	32.000	32.000
1/27/2019	21:00:35	300.03	4.0033	4.0375	3.9915	4.0761	32.000	32.000	32.000	32.000
1/27/2019	21:00:36	301.64	4.0032	4.0341	3.9923	4.0762	32.000	32.000	32.000	32.000
1/27/2019	21:00:37	302.92	4.0020	4.0323	3.9921	4.0747	32.000	32.000	32.000	32.000
1/27/2019	21:00:39	304.84	3.9989	4.0313	3.9929	4.0748	32.000	32.000	32.000	32.000
1/27/2019	21:00:41	306.31	3.9997	4.0332	3.9938	4.0758	32.000	32.000	32.000	32.000
1/27/2019	21:00:42	307.75	4.0019	4.0335	3.9941	4.0778	32.000	32.000	32.000	32.000
1/27/2019	21:00:44	309.12	4.0046	4.0340	3.9945	4.0785	32.000	32.000	32.000	32.000
1/27/2019	21:00:45	310.48	4.0046	4.0371	3.9944	4.0799	32.000	32.000	32.000	32.000
1/27/2019	21:00:46	311.75	4.0005	4.0389	3.9948	4.0799	32.000	32.000	32.000	32.000
1/27/2019	21:00:48	313.20	4.0001	4.0395	3.9939	4.0806	32.000	32.000	32.000	32.000
1/27/2019	21:00:49	314.56	4.0008	4.0384	3.9934	4.0803	32.000	32.000	32.000	32.000
1/27/2019	21:00:51	316.09	4.0042	4.0387	3.9921	4.0810	32.000	32.000	32.000	32.000
1/27/2019	21:00:52	317.22	4.0038	4.0386	3.9923	4.0793	32.000	32.000	32.000	32.000
1/27/2019	21:00:53	318.70	4.0013	4.0389	3.9934	4.0772	32.000	32.000	32.000	32.000
1/27/2019	21:00:55	320.16	3.9992	4.0385	3.9948	4.0754	32.000	32.000	32.000	32.000
1/27/2019	21:00:56	321.53	4.0005	4.0376	3.9956	4.0772	32.000	32.000	32.000	32.000
1/27/2019	21:00:57	322.80	4.0004	4.0358	3.9950	4.0774	32.000	32.000	32.000	32.000
1/27/2019	21:00:59	324.31	4.0015	4.0346	3.9929	4.0789	32.000	32.000	32.000	32.000
1/27/2019	21:01:00	325.61	4.0004	4.0355	3.9928	4.0790	32.000	32.000	32.000	32.000
1/27/2019	21:01:02	326.95	4.0008	4.0380	3.9932	4.0773	32.000	32.000	32.000	32.000
1/27/2019	21:01:03	328.53	4.0000	4.0372	3.9933	4.0760	32.000	32.000	32.000	32.000
1/27/2019	21:01:04	329.83	3.9982	4.0381	3.9925	4.0740	32.000	32.000	32.000	32.000
1/27/2019	21:01:06	331.16	3.9983	4.0366	3.9919	4.0771	32.000	32.000	32.000	32.000
1/27/2019	21:01:07	332.37	3.9976	4.0372	3.9932	4.0798	32.000	32.000	32.000	32.000
1/27/2019	21:01:08	333.92	3.9960	4.0344	3.9950	4.0803	32.000	32.000	32.000	32.000
1/27/2019	21:01:10	335.37	3.9962	4.0331	3.9943	4.0809	32.000	32.000	32.000	32.000
1/27/2019	21:01:11	336.75	3.9974	4.0322	3.9942	4.0774	32.000	32.000	32.000	32.000
1/27/2019	21:01:13	338.12	3.9987	4.0333	3.9920	4.0779	32.000	32.000	32.000	32.000
1/27/2019	21:01:14	339.53	3.9990	4.0336	3.9923	4.0774	32.000	32.000	32.000	32.000
1/27/2019	21:01:15	340.78	3.9988	4.0340	3.9913	4.0792	32.000	32.000	32.000	32.000
1/27/2019	21:01:17	342.22	3.9990	4.0348	3.9925	4.0782	32.000	32.000	32.000	32.000
1/27/2019	21:01:18	343.53	3.9974	4.0349	3.9924	4.0767	32.000	32.000	32.000	32.000
1/27/2019	21:01:19	344.92	3.9979	4.0362	3.9932	4.0761	32.000	32.000	32.000	32.000
1/27/2019	21:01:21	346.28	3.9961	4.0349	3.9939	4.0757	32.000	32.000	32.000	32.000
1/27/2019	21:01:22	347.62	3.9961	4.0345	3.9945	4.0750	32.000	32.000	32.000	32.000
1/27/2019	21:01:24	349.11	3.9963	4.0333	3.9939	4.0746	32.000	32.000	32.000	32.000
1/27/2019	21:01:25	350.34	3.9973	4.0340	3.9929	4.0747	32.000	32.000	32.000	32.000
1/27/2019	21:01:26	351.69	3.9963	4.0334	3.9926	4.0750	32.000	32.000	32.000	32.000
1/27/2019	21:01:28	353.03	3.9948	4.0328	3.9926	4.0745	32.000	32.000	32.000	32.000
1/27/2019	21:01:29	354.59	3.9944	4.0327	3.9916	4.0747	32.000	32.000	32.000	32.000
1/27/2019	21:01:31	356.03	3.9971	4.0335	3.9919	4.0762	32.000	32.000	32.000	32.000
1/27/2019	21:01:32	357.47	3.9963	4.0337	3.9941	4.0782	32.000	32.000	32.000	32.000
1/27/2019	21:01:34	359.28	3.9967	4.0323	3.9925	4.0782	32.000	32.000	32.000	32.000
1/27/2019	21:01:35	360.58	3.9944	4.0307	3.9926	4.0768	32.000	32.000	32.000	32.000
1/27/2019	21:01:37	362.12	3.9966	4.0305	3.9905	4.0745	32.000	32.000	32.000	32.000
1/27/2019	21:01:38	363.59	4.0006	4.0324	3.9925	4.0746	32.000	32.000	32.000	32.000
1/27/2019	21:01:39	364.86	4.0026	4.0349	3.9920	4.0762	32.000	32.000	32.000	32.000
1/27/2019	21:01:41	366.36	4.0018	4.0344	3.9930	4.0745	32.000	32.000	32.000	32.000
1/27/2019	21:01:42	367.86	4.0012	4.0327	3.9914	4.0747	32.000	32.000	32.000	32.000
1/27/2019	21:01:44	369.12	4.0015	4.0341	3.9906	4.0742	32.000	32.000	32.000	32.000
1/27/2019	21:01:45	370.70	4.0023	4.0362	3.9884	4.0768	32.000	32.000	32.000	32.000
