Date	Time_HH:MM:SS	Time_sec	Ch1_O2_08_field	Ch2_O2_09_field	Ch3_O2_13_field	Ch4_O2_14_field	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	13:12:27	94.17	4.4775	4.3813	4.4354	4.4996	22.000	22.000	22.000	22.000
1/27/2019	13:12:29	96.39	4.4763	4.3819	4.4343	4.5018	22.000	22.000	22.000	22.000
1/27/2019	13:12:31	97.87	4.4759	4.3817	4.4341	4.5000	22.000	22.000	22.000	22.000
1/27/2019	13:12:32	99.30	4.4767	4.3799	4.4325	4.4999	22.000	22.000	22.000	22.000
1/27/2019	13:12:34	100.72	4.4771	4.3791	4.4338	4.4983	22.000	22.000	22.000	22.000
1/27/2019	13:12:35	102.02	4.4780	4.3780	4.4342	4.4993	22.000	22.000	22.000	22.000
1/27/2019	13:12:36	103.25	4.4769	4.3778	4.4335	4.5018	22.000	22.000	22.000	22.000
1/27/2019	13:12:38	104.53	4.4753	4.3769	4.4317	4.5013	22.000	22.000	22.000	22.000
1/27/2019	13:12:39	105.84	4.4745	4.3761	4.4312	4.5006	22.000	22.000	22.000	22.000
1/27/2019	13:12:40	107.09	4.4753	4.3748	4.4314	4.4999	22.000	22.000	22.000	22.000
1/27/2019	13:12:41	108.42	4.4752	4.3749	4.4314	4.5014	22.000	22.000	22.000	22.000
1/27/2019	13:12:43	109.69	4.4752	4.3742	4.4291	4.5025	22.000	22.000	22.000	22.000
1/27/2019	13:12:44	110.98	4.4761	4.3742	4.4285	4.5024	22.000	22.000	22.000	22.000
1/27/2019	13:12:45	112.47	4.4777	4.3728	4.4288	4.5015	22.000	22.000	22.000	22.000
1/27/2019	13:12:47	113.94	4.4771	4.3719	4.4282	4.5006	22.000	22.000	22.000	22.000
1/27/2019	13:12:48	115.25	4.4764	4.3705	4.4302	4.5012	22.000	22.000	22.000	22.000
1/27/2019	13:12:50	116.58	4.4777	4.3703	4.4314	4.4999	22.000	22.000	22.000	22.000
1/27/2019	13:12:51	118.22	4.4756	4.3711	4.4327	4.5000	22.000	22.000	22.000	22.000
1/27/2019	13:12:53	119.98	4.4741	4.3703	4.4302	4.5005	22.000	22.000	22.000	22.000
1/27/2019	13:12:55	121.72	4.4713	4.3698	4.4268	4.5031	22.000	22.000	22.000	22.000
1/27/2019	13:12:56	123.00	4.4724	4.3680	4.4252	4.5043	22.000	22.000	22.000	22.000
1/27/2019	13:12:58	124.73	4.4734	4.3683	4.4274	4.5014	22.000	22.000	22.000	22.000
1/27/2019	13:12:59	126.05	4.4755	4.3675	4.4287	4.4984	22.000	22.000	22.000	22.000
1/27/2019	13:13:00	127.33	4.4761	4.3663	4.4294	4.4977	22.000	22.000	22.000	22.000
1/27/2019	13:13:02	128.59	4.4766	4.3648	4.4273	4.4976	22.000	22.000	22.000	22.000
1/27/2019	13:13:03	130.28	4.4774	4.3643	4.4252	4.4973	22.000	22.000	22.000	22.000
1/27/2019	13:13:05	131.81	4.4771	4.3639	4.4250	4.4955	22.000	22.000	22.000	22.000
1/27/2019	13:13:06	133.11	4.4769	4.3640	4.4241	4.4964	22.000	22.000	22.000	22.000
1/27/2019	13:13:08	134.72	4.4749	4.3645	4.4244	4.4963	22.000	22.000	22.000	22.000
1/27/2019	13:13:09	136.23	4.4737	4.3635	4.4228	4.4973	22.000	22.000	22.000	22.000
1/27/2019	13:13:11	137.78	4.4734	4.3628	4.4223	4.4968	22.000	22.000	22.000	22.000
1/27/2019	13:13:12	139.42	4.4755	4.3616	4.4228	4.4965	22.000	22.000	22.000	22.000
1/27/2019	13:13:14	141.00	4.4755	4.3635	4.4213	4.4955	22.000	22.000	22.000	22.000
1/27/2019	13:13:16	142.59	4.4739	4.3623	4.4219	4.4939	22.000	22.000	22.000	22.000
1/27/2019	13:13:17	144.03	4.4702	4.3601	4.4228	4.4954	22.000	22.000	22.000	22.000
1/27/2019	13:13:19	145.50	4.4704	4.3578	4.4242	4.4957	22.000	22.000	22.000	22.000
1/27/2019	13:13:20	147.16	4.4707	4.3568	4.4228	4.4961	22.000	22.000	22.000	22.000
1/27/2019	13:13:22	149.06	4.4713	4.3566	4.4225	4.4933	22.000	22.000	22.000	22.000
1/27/2019	13:13:23	150.45	4.4718	4.3553	4.4245	4.4920	22.000	22.000	22.000	22.000
1/27/2019	13:13:25	151.77	4.4728	4.3559	4.4264	4.4929	22.000	22.000	22.000	22.000
1/27/2019	13:13:26	153.28	4.4736	4.3555	4.4251	4.4932	22.000	22.000	22.000	22.000
1/27/2019	13:13:28	154.92	4.4720	4.3560	4.4223	4.4941	22.000	22.000	22.000	22.000
1/27/2019	13:13:29	156.20	4.4722	4.3554	4.4204	4.4930	22.000	22.000	22.000	22.000
1/27/2019	13:13:31	157.52	4.4706	4.3554	4.4193	4.4947	22.000	22.000	22.000	22.000
1/27/2019	13:13:32	158.87	4.4698	4.3544	4.4206	4.4950	22.000	22.000	22.000	22.000
1/27/2019	13:13:33	160.47	4.4680	4.3540	4.4204	4.4955	22.000	22.000	22.000	22.000
1/27/2019	13:13:35	162.03	4.4679	4.3543	4.4216	4.4945	22.000	22.000	22.000	22.000
1/27/2019	13:13:36	163.31	4.4691	4.3556	4.4176	4.4944	22.000	22.000	22.000	22.000
1/27/2019	13:13:38	164.78	4.4685	4.3546	4.4167	4.4932	22.000	22.000	22.000	22.000
1/27/2019	13:13:39	166.22	4.4688	4.3529	4.4150	4.4950	22.000	22.000	22.000	22.000
1/27/2019	13:13:41	167.72	4.4690	4.3505	4.4176	4.4954	22.000	22.000	22.000	22.000
1/27/2019	13:13:42	169.30	4.4696	4.3492	4.4180	4.4960	22.000	22.000	22.000	22.000
1/27/2019	13:13:44	170.62	4.4699	4.3493	4.4165	4.4922	22.000	22.000	22.000	22.000
1/27/2019	13:13:46	172.77	4.4688	4.3497	4.4164	4.4894	22.000	22.000	22.000	22.000
1/27/2019	13:13:47	174.30	4.4706	4.3490	4.4144	4.4888	22.000	22.000	22.000	22.000
1/27/2019	13:13:49	175.67	4.4699	4.3490	4.4164	4.4896	22.000	22.000	22.000	22.000
1/27/2019	13:13:50	177.19	4.4696	4.3491	4.4144	4.4896	22.000	22.000	22.000	22.000
1/27/2019	13:13:51	178.41	4.4679	4.3494	4.4134	4.4894	22.000	22.000	22.000	22.000
1/27/2019	13:13:53	179.64	4.4677	4.3479	4.4119	4.4887	22.000	22.000	22.000	22.000
1/27/2019	13:13:54	180.92	4.4690	4.3474	4.4125	4.4896	22.000	22.000	22.000	22.000
1/27/2019	13:13:55	182.45	4.4677	4.3467	4.4152	4.4885	22.000	22.000	22.000	22.000
1/27/2019	13:13:57	183.91	4.4685	4.3456	4.4158	4.4901	22.000	22.000	22.000	22.000
1/27/2019	13:13:58	185.17	4.4677	4.3437	4.4149	4.4899	22.000	22.000	22.000	22.000
1/27/2019	13:13:59	186.42	4.4704	4.3427	4.4128	4.4899	22.000	22.000	22.000	22.000
1/27/2019	13:14:01	187.70	4.4693	4.3440	4.4122	4.4880	22.000	22.000	22.000	22.000
1/27/2019	13:14:02	189.03	4.4706	4.3431	4.4140	4.4869	22.000	22.000	22.000	22.000
1/27/2019	13:14:03	190.28	4.4682	4.3440	4.4162	4.4866	22.000	22.000	22.000	22.000
1/27/2019	13:14:05	191.62	4.4663	4.3415	4.4153	4.4868	22.000	22.000	22.000	22.000
1/27/2019	13:14:06	193.11	4.4653	4.3414	4.4143	4.4865	22.000	22.000	22.000	22.000
1/27/2019	13:14:08	194.50	4.4653	4.3415	4.4141	4.4869	22.000	22.000	22.000	22.000
1/27/2019	13:14:09	195.94	4.4677	4.3411	4.4146	4.4872	22.000	22.000	22.000	22.000
1/27/2019	13:14:10	197.45	4.4664	4.3414	4.4150	4.4880	22.000	22.000	22.000	22.000
1/27/2019	13:14:12	198.77	4.4671	4.3405	4.4138	4.4867	22.000	22.000	22.000	22.000
1/27/2019	13:14:13	200.19	4.4668	4.3393	4.4144	4.4871	22.000	22.000	22.000	22.000
1/27/2019	13:14:14	201.39	4.4676	4.3381	4.4140	4.4855	22.000	22.000	22.000	22.000
1/27/2019	13:14:16	203.39	4.4674	4.3355	4.4144	4.4864	22.000	22.000	22.000	22.000
1/27/2019	13:14:18	204.75	4.4672	4.3359	4.4137	4.4858	22.000	22.000	22.000	22.000
1/27/2019	13:14:19	205.98	4.4684	4.3337	4.4131	4.4848	22.000	22.000	22.000	22.000
1/27/2019	13:14:20	207.41	4.4668	4.3349	4.4134	4.4832	22.000	22.000	22.000	22.000
1/27/2019	13:14:22	208.78	4.4676	4.3353	4.4135	4.4833	22.000	22.000	22.000	22.000
1/27/2019	13:14:23	210.17	4.4666	4.3350	4.4125	4.4859	22.000	22.000	22.000	22.000
1/27/2019	13:14:25	211.92	4.4671	4.3351	4.4102	4.4858	22.000	22.000	22.000	22.000
1/27/2019	13:14:26	213.37	4.4677	4.3327	4.4087	4.4838	22.000	22.000	22.000	22.000
1/27/2019	13:14:28	215.14	4.4676	4.3325	4.4087	4.4822	22.000	22.000	22.000	22.000
1/27/2019	13:14:30	216.52	4.4676	4.3304	4.4086	4.4806	22.000	22.000	22.000	22.000
1/27/2019	13:14:31	217.87	4.4661	4.3306	4.4087	4.4769	22.000	22.000	22.000	22.000
1/27/2019	13:14:32	219.28	4.4658	4.3297	4.4078	4.4747	22.000	22.000	22.000	22.000
1/27/2019	13:14:34	220.77	4.4660	4.3286	4.4081	4.4746	22.000	22.000	22.000	22.000
1/27/2019	13:14:36	223.28	4.4639	4.3278	4.4087	4.4740	22.000	22.000	22.000	22.000
1/27/2019	13:14:38	224.73	4.4626	4.3297	4.4087	4.4717	22.000	22.000	22.000	22.000
1/27/2019	13:14:39	226.03	4.4625	4.3302	4.4074	4.4688	22.000	22.000	22.000	22.000
1/27/2019	13:14:40	227.42	4.4634	4.3310	4.4054	4.4662	22.000	22.000	22.000	22.000
1/27/2019	13:14:42	228.87	4.4641	4.3310	4.4052	4.4638	22.000	22.000	22.000	22.000
1/27/2019	13:14:43	230.30	4.4631	4.3309	4.4041	4.4600	22.000	22.000	22.000	22.000
1/27/2019	13:14:45	232.02	4.4620	4.3301	4.4050	4.4581	22.000	22.000	22.000	22.000
1/27/2019	13:14:46	233.45	4.4603	4.3285	4.4044	4.4538	22.000	22.000	22.000	22.000
1/27/2019	13:14:48	234.87	4.4607	4.3270	4.4047	4.4519	22.000	22.000	22.000	22.000
1/27/2019	13:14:49	236.44	4.4603	4.3257	4.4022	4.4486	22.000	22.000	22.000	22.000
1/27/2019	13:14:51	238.09	4.4606	4.3251	4.4016	4.4486	22.000	22.000	22.000	22.000
1/27/2019	13:14:53	239.55	4.4595	4.3242	4.4017	4.4495	22.000	22.000	22.000	22.000
1/27/2019	13:14:54	240.94	4.4588	4.3236	4.4017	4.4502	22.000	22.000	22.000	22.000
1/27/2019	13:14:55	242.30	4.4577	4.3219	4.4023	4.4492	22.000	22.000	22.000	22.000
1/27/2019	13:14:57	243.53	4.4563	4.3224	4.3998	4.4479	22.000	22.000	22.000	22.000
1/27/2019	13:14:58	244.73	4.4566	4.3223	4.4010	4.4464	22.000	22.000	22.000	22.000
1/27/2019	13:14:59	246.08	4.4573	4.3220	4.4016	4.4458	22.000	22.000	22.000	22.000
1/27/2019	13:15:00	247.25	4.4577	4.3224	4.4038	4.4451	22.000	22.000	22.000	22.000
1/27/2019	13:15:01	248.47	4.4561	4.3211	4.4026	4.4471	22.000	22.000	22.000	22.000
1/27/2019	13:15:03	249.69	4.4577	4.3202	4.4010	4.4487	22.000	22.000	22.000	22.000
1/27/2019	13:15:04	251.11	4.4579	4.3181	4.3998	4.4490	22.000	22.000	22.000	22.000
1/27/2019	13:15:06	252.70	4.4593	4.3177	4.4010	4.4490	22.000	22.000	22.000	22.000
1/27/2019	13:15:08	254.55	4.4593	4.3180	4.4005	4.4490	22.000	22.000	22.000	22.000
1/27/2019	13:15:09	256.00	4.4596	4.3181	4.4005	4.4487	22.000	22.000	22.000	22.000
1/27/2019	13:15:10	257.30	4.4595	4.3171	4.3987	4.4483	22.000	22.000	22.000	22.000
1/27/2019	13:15:12	258.78	4.4579	4.3151	4.3968	4.4477	22.000	22.000	22.000	22.000
1/27/2019	13:15:13	260.44	4.4576	4.3147	4.3956	4.4473	22.000	22.000	22.000	22.000
1/27/2019	13:15:15	261.83	4.4582	4.3147	4.3956	4.4472	22.000	22.000	22.000	22.000
1/27/2019	13:15:17	263.55	4.4595	4.3132	4.3962	4.4451	22.000	22.000	22.000	22.000
1/27/2019	13:15:18	264.98	4.4601	4.3116	4.3982	4.4434	22.000	22.000	22.000	22.000
1/27/2019	13:15:19	266.44	4.4608	4.3114	4.3991	4.4414	22.000	22.000	22.000	22.000
1/27/2019	13:15:21	267.87	4.4574	4.3114	4.4010	4.4384	22.000	22.000	22.000	22.000
1/27/2019	13:15:23	269.53	4.4563	4.3109	4.4005	4.4379	22.000	22.000	22.000	22.000
1/27/2019	13:15:24	271.00	4.4531	4.3097	4.3998	4.4356	22.000	22.000	22.000	22.000
1/27/2019	13:15:26	272.64	4.4550	4.3087	4.3977	4.4368	22.000	22.000	22.000	22.000
1/27/2019	13:15:28	274.67	4.4544	4.3078	4.3973	4.4349	22.000	22.000	22.000	22.000
1/27/2019	13:15:29	276.08	4.4547	4.3095	4.3973	4.4341	22.000	22.000	22.000	22.000
1/27/2019	13:15:30	277.44	4.4535	4.3113	4.3970	4.4322	22.000	22.000	22.000	22.000
1/27/2019	13:15:33	279.61	4.4543	4.3108	4.3961	4.4328	22.000	22.000	22.000	22.000
1/27/2019	13:15:34	280.89	4.4562	4.3086	4.3949	4.4329	22.000	22.000	22.000	22.000
1/27/2019	13:15:35	282.20	4.4574	4.3065	4.3946	4.4358	22.000	22.000	22.000	22.000
1/27/2019	13:15:37	283.78	4.4566	4.3057	4.3938	4.4351	22.000	22.000	22.000	22.000
1/27/2019	13:15:38	285.27	4.4566	4.3042	4.3931	4.4358	22.000	22.000	22.000	22.000
1/27/2019	13:15:40	286.95	4.4555	4.3044	4.3920	4.4341	22.000	22.000	22.000	22.000
1/27/2019	13:15:42	288.53	4.4566	4.3044	4.3902	4.4343	22.000	22.000	22.000	22.000
1/27/2019	13:15:43	289.95	4.4546	4.3038	4.3898	4.4355	22.000	22.000	22.000	22.000
1/27/2019	13:15:45	291.59	4.4546	4.3015	4.3902	4.4356	22.000	22.000	22.000	22.000
1/27/2019	13:15:46	293.17	4.4530	4.3004	4.3897	4.4364	22.000	22.000	22.000	22.000
1/27/2019	13:15:47	294.48	4.4548	4.3000	4.3892	4.4358	22.000	22.000	22.000	22.000
1/27/2019	13:15:49	295.77	4.4556	4.3000	4.3886	4.4355	22.000	22.000	22.000	22.000
1/27/2019	13:15:50	297.00	4.4533	4.3002	4.3889	4.4357	22.000	22.000	22.000	22.000
1/27/2019	13:15:51	298.25	4.4517	4.3007	4.3880	4.4375	22.000	22.000	22.000	22.000
1/27/2019	13:15:53	299.84	4.4477	4.3011	4.3880	4.4400	22.000	22.000	22.000	22.000
1/27/2019	13:15:54	301.34	4.4492	4.3003	4.3879	4.4414	22.000	22.000	22.000	22.000
1/27/2019	13:15:56	303.09	4.4479	4.2992	4.3883	4.4390	22.000	22.000	22.000	22.000
1/27/2019	13:15:57	304.42	4.4486	4.2983	4.3868	4.4398	22.000	22.000	22.000	22.000
1/27/2019	13:16:00	306.58	4.4463	4.2959	4.3874	4.4375	22.000	22.000	22.000	22.000
1/27/2019	13:16:02	308.55	4.4455	4.2944	4.3877	4.4383	22.000	22.000	22.000	22.000
1/27/2019	13:16:03	310.09	4.4439	4.2909	4.3881	4.4365	22.000	22.000	22.000	22.000
1/27/2019	13:16:04	311.41	4.4443	4.2900	4.3881	4.4402	22.000	22.000	22.000	22.000
1/27/2019	13:16:06	312.73	4.4449	4.2899	4.3865	4.4409	22.000	22.000	22.000	22.000
1/27/2019	13:16:07	314.12	4.4463	4.2909	4.3859	4.4422	22.000	22.000	22.000	22.000
1/27/2019	13:16:08	315.27	4.4460	4.2913	4.3853	4.4412	22.000	22.000	22.000	22.000
1/27/2019	13:16:10	316.80	4.4452	4.2898	4.3860	4.4428	22.000	22.000	22.000	22.000
1/27/2019	13:16:11	318.06	4.4432	4.2885	4.3874	4.4411	22.000	22.000	22.000	22.000
1/27/2019	13:16:12	319.20	4.4441	4.2876	4.3866	4.4405	22.000	22.000	22.000	22.000
1/27/2019	13:16:13	320.34	4.4454	4.2873	4.3844	4.4424	22.000	22.000	22.000	22.000
1/27/2019	13:16:15	321.53	4.4464	4.2877	4.3835	4.4443	22.000	22.000	22.000	22.000
1/27/2019	13:16:16	322.92	4.4437	4.2863	4.3825	4.4469	22.000	22.000	22.000	22.000
1/27/2019	13:16:17	324.14	4.4421	4.2856	4.3830	4.4446	22.000	22.000	22.000	22.000
1/27/2019	13:16:18	325.44	4.4410	4.2849	4.3816	4.4465	22.000	22.000	22.000	22.000
1/27/2019	13:16:20	326.59	4.4423	4.2853	4.3810	4.4458	22.000	22.000	22.000	22.000
1/27/2019	13:16:21	327.78	4.4420	4.2836	4.3825	4.4469	22.000	22.000	22.000	22.000
1/27/2019	13:16:22	329.03	4.4447	4.2836	4.3831	4.4443	22.000	22.000	22.000	22.000
1/27/2019	13:16:23	330.22	4.4458	4.2826	4.3843	4.4436	22.000	22.000	22.000	22.000
1/27/2019	13:16:24	331.41	4.4453	4.2833	4.3827	4.4445	22.000	22.000	22.000	22.000
1/27/2019	13:16:26	332.56	4.4416	4.2819	4.3806	4.4474	22.000	22.000	22.000	22.000
1/27/2019	13:16:27	333.66	4.4404	4.2823	4.3791	4.4453	22.000	22.000	22.000	22.000
1/27/2019	13:16:28	334.80	4.4408	4.2809	4.3785	4.4451	22.000	22.000	22.000	22.000
1/27/2019	13:16:30	336.53	4.4426	4.2800	4.3807	4.4432	22.000	22.000	22.000	22.000
1/27/2019	13:16:31	337.97	4.4410	4.2779	4.3789	4.4450	22.000	22.000	22.000	22.000
1/27/2019	13:16:33	339.69	4.4405	4.2774	4.3791	4.4456	22.000	22.000	22.000	22.000
1/27/2019	13:16:34	341.05	4.4390	4.2779	4.3767	4.4446	22.000	22.000	22.000	22.000
1/27/2019	13:16:36	342.89	4.4412	4.2778	4.3789	4.4439	22.000	22.000	22.000	22.000
1/27/2019	13:16:39	345.67	4.4420	4.2766	4.3783	4.4399	22.000	22.000	22.000	22.000
1/27/2019	13:16:40	347.00	4.4436	4.2741	4.3778	4.4394	22.000	22.000	22.000	22.000
1/27/2019	13:16:41	348.39	4.4431	4.2732	4.3760	4.4404	22.000	22.000	22.000	22.000
1/27/2019	13:16:43	349.95	4.4412	4.2742	4.3767	4.4423	22.000	22.000	22.000	22.000
1/27/2019	13:16:45	351.66	4.4396	4.2732	4.3766	4.4435	22.000	22.000	22.000	22.000
1/27/2019	13:16:46	353.02	4.4393	4.2722	4.3752	4.4438	22.000	22.000	22.000	22.000
1/27/2019	13:16:47	354.19	4.4402	4.2703	4.3730	4.4430	22.000	22.000	22.000	22.000
1/27/2019	13:16:49	355.59	4.4421	4.2708	4.3736	4.4448	22.000	22.000	22.000	22.000
1/27/2019	13:16:50	357.02	4.4413	4.2703	4.3743	4.4420	22.000	22.000	22.000	22.000
1/27/2019	13:16:51	358.30	4.4393	4.2690	4.3739	4.4433	22.000	22.000	22.000	22.000
1/27/2019	13:16:53	359.73	4.4377	4.2682	4.3724	4.4403	22.000	22.000	22.000	22.000
1/27/2019	13:16:55	361.66	4.4382	4.2663	4.3721	4.4420	22.000	22.000	22.000	22.000
1/27/2019	13:16:56	363.14	4.4406	4.2659	4.3714	4.4419	22.000	22.000	22.000	22.000
1/27/2019	13:16:58	364.55	4.4418	4.2646	4.3709	4.4429	22.000	22.000	22.000	22.000
1/27/2019	13:16:59	365.92	4.4412	4.2650	4.3709	4.4419	22.000	22.000	22.000	22.000
1/27/2019	13:17:00	367.20	4.4412	4.2641	4.3717	4.4413	22.000	22.000	22.000	22.000
1/27/2019	13:17:02	368.70	4.4398	4.2632	4.3718	4.4415	22.000	22.000	22.000	22.000
1/27/2019	13:17:03	370.31	4.4404	4.2626	4.3711	4.4425	22.000	22.000	22.000	22.000
1/27/2019	13:17:05	372.03	4.4387	4.2618	4.3709	4.4406	22.000	22.000	22.000	22.000
1/27/2019	13:17:06	373.33	4.4396	4.2608	4.3702	4.4410	22.000	22.000	22.000	22.000
1/27/2019	13:17:08	374.61	4.4388	4.2589	4.3690	4.4402	22.000	22.000	22.000	22.000
1/27/2019	13:17:09	375.89	4.4387	4.2594	4.3689	4.4430	22.000	22.000	22.000	22.000
1/27/2019	13:17:11	377.61	4.4376	4.2598	4.3677	4.4416	22.000	22.000	22.000	22.000
1/27/2019	13:17:12	378.92	4.4390	4.2598	4.3695	4.4420	22.000	22.000	22.000	22.000
1/27/2019	13:17:13	380.27	4.4390	4.2565	4.3669	4.4415	22.000	22.000	22.000	22.000
