Date	Time_HH:MM:SS	Time_sec	Ch1_O2_15_T0	Ch2_O2_drift	Ch3_O2_drift	Ch4_O2_drift	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	14:36:04	50.36	4.3366	4.4280	4.3676	4.4299	27.000	27.000	27.000	27.000
1/27/2019	14:36:06	51.52	4.3328	4.4289	4.3663	4.4303	27.000	27.000	27.000	27.000
1/27/2019	14:36:07	53.02	4.3340	4.4276	4.3661	4.4305	27.000	27.000	27.000	27.000
1/27/2019	14:36:08	54.27	4.3347	4.4272	4.3683	4.4295	27.000	27.000	27.000	27.000
1/27/2019	14:36:09	55.41	4.3320	4.4283	4.3708	4.4300	27.000	27.000	27.000	27.000
1/27/2019	14:36:11	56.72	4.3273	4.4313	4.3711	4.4297	27.000	27.000	27.000	27.000
1/27/2019	14:36:12	58.22	4.3266	4.4335	4.3728	4.4282	27.000	27.000	27.000	27.000
1/27/2019	14:36:14	59.72	4.3296	4.4334	4.3717	4.4266	27.000	27.000	27.000	27.000
1/27/2019	14:36:15	61.27	4.3306	4.4341	4.3714	4.4268	27.000	27.000	27.000	27.000
1/27/2019	14:36:17	62.48	4.3318	4.4342	4.3694	4.4264	27.000	27.000	27.000	27.000
1/27/2019	14:36:18	63.83	4.3314	4.4359	4.3697	4.4268	27.000	27.000	27.000	27.000
1/27/2019	14:36:19	65.27	4.3323	4.4368	4.3694	4.4265	27.000	27.000	27.000	27.000
1/27/2019	14:36:21	66.56	4.3300	4.4348	4.3718	4.4265	27.000	27.000	27.000	27.000
1/27/2019	14:36:22	68.09	4.3299	4.4330	4.3728	4.4254	27.000	27.000	27.000	27.000
1/27/2019	14:36:23	69.31	4.3265	4.4310	4.3714	4.4262	27.000	27.000	27.000	27.000
1/27/2019	14:36:25	70.87	4.3265	4.4317	4.3696	4.4254	27.000	27.000	27.000	27.000
1/27/2019	14:36:26	72.28	4.3225	4.4314	4.3686	4.4225	27.000	27.000	27.000	27.000
1/27/2019	14:36:28	73.70	4.3258	4.4306	4.3705	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:36:29	74.89	4.3280	4.4302	4.3702	4.4218	27.000	27.000	27.000	27.000
1/27/2019	14:36:30	76.03	4.3311	4.4292	4.3697	4.4230	27.000	27.000	27.000	27.000
1/27/2019	14:36:31	77.20	4.3296	4.4269	4.3688	4.4216	27.000	27.000	27.000	27.000
1/27/2019	14:36:32	78.36	4.3291	4.4275	4.3696	4.4216	27.000	27.000	27.000	27.000
1/27/2019	14:36:34	79.69	4.3276	4.4280	4.3707	4.4220	27.000	27.000	27.000	27.000
1/27/2019	14:36:35	81.08	4.3261	4.4296	4.3726	4.4216	27.000	27.000	27.000	27.000
1/27/2019	14:36:37	82.52	4.3214	4.4300	4.3726	4.4225	27.000	27.000	27.000	27.000
1/27/2019	14:36:38	83.81	4.3198	4.4306	4.3717	4.4232	27.000	27.000	27.000	27.000
1/27/2019	14:36:39	85.02	4.3177	4.4299	4.3691	4.4234	27.000	27.000	27.000	27.000
1/27/2019	14:36:40	86.41	4.3177	4.4300	4.3679	4.4245	27.000	27.000	27.000	27.000
1/27/2019	14:36:42	87.61	4.3176	4.4297	4.3668	4.4242	27.000	27.000	27.000	27.000
1/27/2019	14:36:43	89.14	4.3169	4.4310	4.3696	4.4245	27.000	27.000	27.000	27.000
1/27/2019	14:36:44	90.34	4.3194	4.4303	4.3689	4.4228	27.000	27.000	27.000	27.000
1/27/2019	14:36:46	91.89	4.3201	4.4293	4.3696	4.4221	27.000	27.000	27.000	27.000
1/27/2019	14:36:47	93.02	4.3224	4.4289	4.3679	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:36:49	94.70	4.3203	4.4263	4.3704	4.4253	27.000	27.000	27.000	27.000
1/27/2019	14:36:50	95.95	4.3206	4.4261	4.3701	4.4257	27.000	27.000	27.000	27.000
1/27/2019	14:36:51	97.30	4.3227	4.4244	4.3704	4.4240	27.000	27.000	27.000	27.000
1/27/2019	14:36:53	98.64	4.3213	4.4266	4.3687	4.4232	27.000	27.000	27.000	27.000
1/27/2019	14:36:54	99.75	4.3170	4.4268	4.3691	4.4245	27.000	27.000	27.000	27.000
1/27/2019	14:36:55	101.08	4.3151	4.4275	4.3670	4.4237	27.000	27.000	27.000	27.000
1/27/2019	14:36:56	102.41	4.3139	4.4271	4.3687	4.4232	27.000	27.000	27.000	27.000
1/27/2019	14:36:58	103.91	4.3172	4.4293	4.3681	4.4205	27.000	27.000	27.000	27.000
1/27/2019	14:36:59	105.19	4.3132	4.4325	4.3708	4.4208	27.000	27.000	27.000	27.000
1/27/2019	14:37:01	106.78	4.3154	4.4349	4.3714	4.4213	27.000	27.000	27.000	27.000
1/27/2019	14:37:02	107.89	4.3166	4.4331	4.3715	4.4228	27.000	27.000	27.000	27.000
1/27/2019	14:37:03	109.44	4.3186	4.4325	4.3710	4.4234	27.000	27.000	27.000	27.000
1/27/2019	14:37:05	110.67	4.3166	4.4310	4.3700	4.4229	27.000	27.000	27.000	27.000
1/27/2019	14:37:06	111.83	4.3118	4.4321	4.3697	4.4228	27.000	27.000	27.000	27.000
1/27/2019	14:37:08	113.53	4.3100	4.4315	4.3705	4.4224	27.000	27.000	27.000	27.000
1/27/2019	14:37:09	114.89	4.3118	4.4322	4.3705	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:37:10	116.19	4.3121	4.4339	4.3715	4.4222	27.000	27.000	27.000	27.000
1/27/2019	14:37:11	117.42	4.3168	4.4370	4.3711	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:37:13	118.95	4.3151	4.4422	4.3698	4.4215	27.000	27.000	27.000	27.000
1/27/2019	14:37:14	120.06	4.3141	4.4442	4.3701	4.4215	27.000	27.000	27.000	27.000
1/27/2019	14:37:16	122.00	4.3104	4.4431	4.3705	4.4205	27.000	27.000	27.000	27.000
1/27/2019	14:37:18	123.64	4.3115	4.4403	4.3723	4.4218	27.000	27.000	27.000	27.000
1/27/2019	14:37:19	125.00	4.3138	4.4389	4.3732	4.4212	27.000	27.000	27.000	27.000
1/27/2019	14:37:20	126.25	4.3155	4.4377	4.3723	4.4222	27.000	27.000	27.000	27.000
1/27/2019	14:37:22	127.66	4.3152	4.4375	4.3719	4.4195	27.000	27.000	27.000	27.000
1/27/2019	14:37:23	128.81	4.3166	4.4353	4.3715	4.4213	27.000	27.000	27.000	27.000
1/27/2019	14:37:24	130.06	4.3115	4.4348	4.3726	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:37:25	131.36	4.3100	4.4320	4.3716	4.4229	27.000	27.000	27.000	27.000
1/27/2019	14:37:27	133.11	4.3069	4.4321	4.3729	4.4205	27.000	27.000	27.000	27.000
1/27/2019	14:37:28	134.33	4.3111	4.4327	4.3726	4.4196	27.000	27.000	27.000	27.000
1/27/2019	14:37:30	135.53	4.3114	4.4335	4.3730	4.4201	27.000	27.000	27.000	27.000
1/27/2019	14:37:31	136.78	4.3100	4.4366	4.3723	4.4221	27.000	27.000	27.000	27.000
1/27/2019	14:37:32	138.27	4.3087	4.4372	4.3719	4.4230	27.000	27.000	27.000	27.000
1/27/2019	14:37:34	139.52	4.3076	4.4389	4.3739	4.4233	27.000	27.000	27.000	27.000
1/27/2019	14:37:35	140.81	4.3080	4.4398	4.3747	4.4224	27.000	27.000	27.000	27.000
1/27/2019	14:37:36	141.95	4.3087	4.4418	4.3749	4.4220	27.000	27.000	27.000	27.000
1/27/2019	14:37:37	143.17	4.3099	4.4432	4.3740	4.4212	27.000	27.000	27.000	27.000
1/27/2019	14:37:39	144.75	4.3101	4.4414	4.3729	4.4197	27.000	27.000	27.000	27.000
1/27/2019	14:37:40	146.02	4.3080	4.4408	4.3721	4.4202	27.000	27.000	27.000	27.000
1/27/2019	14:37:41	147.27	4.3082	4.4407	4.3723	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:37:42	148.42	4.3080	4.4421	4.3730	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:37:44	149.81	4.3077	4.4418	4.3740	4.4264	27.000	27.000	27.000	27.000
1/27/2019	14:37:45	151.19	4.3070	4.4443	4.3737	4.4256	27.000	27.000	27.000	27.000
1/27/2019	14:37:47	152.50	4.3049	4.4441	4.3719	4.4253	27.000	27.000	27.000	27.000
1/27/2019	14:37:48	153.72	4.3049	4.4448	4.3725	4.4234	27.000	27.000	27.000	27.000
1/27/2019	14:37:49	155.11	4.3020	4.4442	4.3732	4.4237	27.000	27.000	27.000	27.000
1/27/2019	14:37:50	156.39	4.3042	4.4455	4.3744	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:37:52	157.95	4.3051	4.4474	4.3753	4.4224	27.000	27.000	27.000	27.000
1/27/2019	14:37:53	159.12	4.3068	4.4473	4.3751	4.4230	27.000	27.000	27.000	27.000
1/27/2019	14:37:55	160.62	4.3057	4.4466	4.3764	4.4234	27.000	27.000	27.000	27.000
1/27/2019	14:37:56	161.95	4.3038	4.4443	4.3740	4.4237	27.000	27.000	27.000	27.000
1/27/2019	14:37:57	163.31	4.3016	4.4416	4.3729	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:37:59	164.47	4.3013	4.4419	4.3718	4.4232	27.000	27.000	27.000	27.000
1/27/2019	14:38:00	165.84	4.2995	4.4417	4.3728	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:38:01	167.20	4.2986	4.4408	4.3728	4.4224	27.000	27.000	27.000	27.000
1/27/2019	14:38:03	168.73	4.2985	4.4395	4.3722	4.4209	27.000	27.000	27.000	27.000
1/27/2019	14:38:04	169.95	4.2962	4.4395	4.3714	4.4205	27.000	27.000	27.000	27.000
1/27/2019	14:38:06	171.50	4.2965	4.4411	4.3732	4.4210	27.000	27.000	27.000	27.000
1/27/2019	14:38:07	172.80	4.2986	4.4428	4.3736	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:38:08	174.41	4.2991	4.4439	4.3740	4.4248	27.000	27.000	27.000	27.000
1/27/2019	14:38:09	175.45	4.2984	4.4465	4.3726	4.4266	27.000	27.000	27.000	27.000
1/27/2019	14:38:11	176.91	4.2960	4.4470	4.3736	4.4250	27.000	27.000	27.000	27.000
1/27/2019	14:38:12	178.27	4.3008	4.4484	4.3740	4.4236	27.000	27.000	27.000	27.000
1/27/2019	14:38:14	179.78	4.3010	4.4483	4.3737	4.4245	27.000	27.000	27.000	27.000
1/27/2019	14:38:15	180.98	4.3027	4.4483	4.3721	4.4256	27.000	27.000	27.000	27.000
1/27/2019	14:38:17	182.61	4.2981	4.4484	4.3726	4.4276	27.000	27.000	27.000	27.000
1/27/2019	14:38:19	184.70	4.2970	4.4498	4.3723	4.4253	27.000	27.000	27.000	27.000
1/27/2019	14:38:20	186.08	4.2936	4.4494	4.3730	4.4250	27.000	27.000	27.000	27.000
1/27/2019	14:38:22	188.28	4.2946	4.4497	4.3742	4.4238	27.000	27.000	27.000	27.000
1/27/2019	14:38:23	189.31	4.2941	4.4476	4.3749	4.4230	27.000	27.000	27.000	27.000
1/27/2019	14:38:25	190.61	4.2927	4.4497	4.3758	4.4237	27.000	27.000	27.000	27.000
1/27/2019	14:38:26	191.83	4.2911	4.4495	4.3751	4.4226	27.000	27.000	27.000	27.000
1/27/2019	14:38:27	193.17	4.2894	4.4498	4.3749	4.4237	27.000	27.000	27.000	27.000
1/27/2019	14:38:29	194.47	4.2903	4.4485	4.3750	4.4230	27.000	27.000	27.000	27.000
1/27/2019	14:38:30	196.39	4.2894	4.4490	4.3760	4.4233	27.000	27.000	27.000	27.000
1/27/2019	14:38:32	197.72	4.2905	4.4497	4.3774	4.4231	27.000	27.000	27.000	27.000
1/27/2019	14:38:33	199.41	4.2876	4.4490	4.3763	4.4217	27.000	27.000	27.000	27.000
1/27/2019	14:38:35	200.80	4.2879	4.4494	4.3751	4.4233	27.000	27.000	27.000	27.000
1/27/2019	14:38:36	202.12	4.2875	4.4524	4.3755	4.4251	27.000	27.000	27.000	27.000
1/27/2019	14:38:38	203.53	4.2890	4.4573	4.3747	4.4254	27.000	27.000	27.000	27.000
1/27/2019	14:38:39	204.78	4.2876	4.4566	4.3754	4.4239	27.000	27.000	27.000	27.000
1/27/2019	14:38:40	206.28	4.2858	4.4559	4.3765	4.4227	27.000	27.000	27.000	27.000
1/27/2019	14:38:41	207.44	4.2854	4.4529	4.3800	4.4238	27.000	27.000	27.000	27.000
1/27/2019	14:38:43	208.98	4.2854	4.4556	4.3792	4.4247	27.000	27.000	27.000	27.000
1/27/2019	14:38:44	210.14	4.2855	4.4536	4.3777	4.4238	27.000	27.000	27.000	27.000
1/27/2019	14:38:46	211.91	4.2823	4.4517	4.3765	4.4238	27.000	27.000	27.000	27.000
1/27/2019	14:38:47	213.00	4.2831	4.4508	4.3777	4.4223	27.000	27.000	27.000	27.000
1/27/2019	14:38:49	214.50	4.2813	4.4515	4.3791	4.4238	27.000	27.000	27.000	27.000
1/27/2019	14:38:50	215.87	4.2820	4.4518	4.3803	4.4259	27.000	27.000	27.000	27.000
1/27/2019	14:38:51	217.08	4.2805	4.4525	4.3796	4.4285	27.000	27.000	27.000	27.000
1/27/2019	14:38:52	218.36	4.2808	4.4515	4.3796	4.4275	27.000	27.000	27.000	27.000
1/27/2019	14:38:54	219.86	4.2805	4.4536	4.3760	4.4279	27.000	27.000	27.000	27.000
1/27/2019	14:38:55	221.08	4.2813	4.4538	4.3763	4.4278	27.000	27.000	27.000	27.000
1/27/2019	14:38:57	222.58	4.2833	4.4560	4.3739	4.4295	27.000	27.000	27.000	27.000
1/27/2019	14:38:58	223.75	4.2836	4.4570	4.3753	4.4287	27.000	27.000	27.000	27.000
1/27/2019	14:38:59	225.19	4.2823	4.4565	4.3751	4.4286	27.000	27.000	27.000	27.000
1/27/2019	14:39:01	226.48	4.2794	4.4575	4.3757	4.4286	27.000	27.000	27.000	27.000
1/27/2019	14:39:02	227.98	4.2832	4.4582	4.3751	4.4301	27.000	27.000	27.000	27.000
1/27/2019	14:39:04	229.55	4.2811	4.4596	4.3753	4.4317	27.000	27.000	27.000	27.000
1/27/2019	14:39:05	230.89	4.2844	4.4590	4.3751	4.4317	27.000	27.000	27.000	27.000
1/27/2019	14:39:06	232.19	4.2808	4.4556	4.3757	4.4299	27.000	27.000	27.000	27.000
1/27/2019	14:39:08	233.67	4.2820	4.4525	4.3754	4.4283	27.000	27.000	27.000	27.000
1/27/2019	14:39:09	234.97	4.2823	4.4507	4.3775	4.4285	27.000	27.000	27.000	27.000
1/27/2019	14:39:10	236.42	4.2825	4.4507	4.3793	4.4262	27.000	27.000	27.000	27.000
1/27/2019	14:39:12	237.61	4.2816	4.4486	4.3803	4.4271	27.000	27.000	27.000	27.000
1/27/2019	14:39:13	238.87	4.2816	4.4463	4.3778	4.4265	27.000	27.000	27.000	27.000
1/27/2019	14:39:14	240.00	4.2833	4.4456	4.3775	4.4289	27.000	27.000	27.000	27.000
1/27/2019	14:39:15	241.44	4.2854	4.4460	4.3746	4.4259	27.000	27.000	27.000	27.000
1/27/2019	14:39:17	242.91	4.2822	4.4477	4.3764	4.4269	27.000	27.000	27.000	27.000
1/27/2019	14:39:18	244.42	4.2793	4.4469	4.3747	4.4263	27.000	27.000	27.000	27.000
1/27/2019	14:39:20	245.50	4.2782	4.4475	4.3778	4.4290	27.000	27.000	27.000	27.000
1/27/2019	14:39:21	246.66	4.2776	4.4462	4.3768	4.4279	27.000	27.000	27.000	27.000
1/27/2019	14:39:22	247.83	4.2786	4.4473	4.3788	4.4290	27.000	27.000	27.000	27.000
1/27/2019	14:39:23	249.06	4.2794	4.4483	4.3775	4.4294	27.000	27.000	27.000	27.000
1/27/2019	14:39:25	250.61	4.2795	4.4483	4.3791	4.4318	27.000	27.000	27.000	27.000
1/27/2019	14:39:26	251.67	4.2792	4.4490	4.3778	4.4331	27.000	27.000	27.000	27.000
1/27/2019	14:39:27	253.19	4.2739	4.4481	4.3783	4.4331	27.000	27.000	27.000	27.000
1/27/2019	14:39:29	254.50	4.2715	4.4496	4.3765	4.4337	27.000	27.000	27.000	27.000
1/27/2019	14:39:30	255.78	4.2695	4.4503	4.3771	4.4315	27.000	27.000	27.000	27.000
1/27/2019	14:39:31	257.06	4.2712	4.4508	4.3778	4.4339	27.000	27.000	27.000	27.000
1/27/2019	14:39:33	258.72	4.2718	4.4486	4.3798	4.4307	27.000	27.000	27.000	27.000
1/27/2019	14:39:34	259.92	4.2736	4.4483	4.3791	4.4320	27.000	27.000	27.000	27.000
1/27/2019	14:39:35	261.34	4.2723	4.4483	4.3792	4.4289	27.000	27.000	27.000	27.000
1/27/2019	14:39:37	262.58	4.2708	4.4490	4.3789	4.4300	27.000	27.000	27.000	27.000
1/27/2019	14:39:38	264.06	4.2683	4.4459	4.3812	4.4297	27.000	27.000	27.000	27.000
1/27/2019	14:39:39	265.25	4.2700	4.4446	4.3824	4.4298	27.000	27.000	27.000	27.000
1/27/2019	14:39:41	266.97	4.2704	4.4429	4.3813	4.4315	27.000	27.000	27.000	27.000
1/27/2019	14:39:43	268.56	4.2699	4.4441	4.3824	4.4329	27.000	27.000	27.000	27.000
1/27/2019	14:39:44	269.66	4.2683	4.4460	4.3812	4.4341	27.000	27.000	27.000	27.000
1/27/2019	14:39:45	271.09	4.2669	4.4482	4.3801	4.4341	27.000	27.000	27.000	27.000
1/27/2019	14:39:46	272.23	4.2658	4.4491	4.3786	4.4334	27.000	27.000	27.000	27.000
1/27/2019	14:39:48	273.69	4.2658	4.4474	4.3782	4.4343	27.000	27.000	27.000	27.000
1/27/2019	14:39:49	274.84	4.2672	4.4466	4.3796	4.4314	27.000	27.000	27.000	27.000
1/27/2019	14:39:50	276.11	4.2669	4.4452	4.3782	4.4319	27.000	27.000	27.000	27.000
1/27/2019	14:39:51	277.28	4.2652	4.4448	4.3799	4.4318	27.000	27.000	27.000	27.000
1/27/2019	14:39:53	278.55	4.2633	4.4446	4.3814	4.4319	27.000	27.000	27.000	27.000
1/27/2019	14:39:54	279.98	4.2642	4.4459	4.3854	4.4311	27.000	27.000	27.000	27.000
1/27/2019	14:39:55	281.12	4.2656	4.4465	4.3859	4.4310	27.000	27.000	27.000	27.000
1/27/2019	14:39:57	282.92	4.2683	4.4465	4.3858	4.4337	27.000	27.000	27.000	27.000
1/27/2019	14:39:59	284.52	4.2675	4.4455	4.3833	4.4339	27.000	27.000	27.000	27.000
1/27/2019	14:40:00	285.72	4.2647	4.4441	4.3842	4.4323	27.000	27.000	27.000	27.000
1/27/2019	14:40:01	287.22	4.2627	4.4442	4.3840	4.4339	27.000	27.000	27.000	27.000
1/27/2019	14:40:02	288.44	4.2607	4.4453	4.3840	4.4333	27.000	27.000	27.000	27.000
1/27/2019	14:40:04	289.81	4.2651	4.4448	4.3823	4.4355	27.000	27.000	27.000	27.000
1/27/2019	14:40:05	290.98	4.2683	4.4462	4.3831	4.4337	27.000	27.000	27.000	27.000
1/27/2019	14:40:06	292.23	4.2677	4.4448	4.3820	4.4343	27.000	27.000	27.000	27.000
1/27/2019	14:40:08	293.50	4.2652	4.4470	4.3818	4.4342	27.000	27.000	27.000	27.000
1/27/2019	14:40:09	294.73	4.2616	4.4456	4.3800	4.4352	27.000	27.000	27.000	27.000
1/27/2019	14:40:10	295.86	4.2629	4.4456	4.3813	4.4370	27.000	27.000	27.000	27.000
1/27/2019	14:40:11	297.06	4.2637	4.4443	4.3814	4.4383	27.000	27.000	27.000	27.000
1/27/2019	14:40:13	298.77	4.2633	4.4441	4.3833	4.4417	27.000	27.000	27.000	27.000
1/27/2019	14:40:14	300.20	4.2633	4.4439	4.3827	4.4403	27.000	27.000	27.000	27.000
1/27/2019	14:40:15	301.41	4.2626	4.4422	4.3817	4.4383	27.000	27.000	27.000	27.000
1/27/2019	14:40:17	302.86	4.2629	4.4423	4.3803	4.4348	27.000	27.000	27.000	27.000
1/27/2019	14:40:18	304.03	4.2624	4.4428	4.3821	4.4346	27.000	27.000	27.000	27.000
1/27/2019	14:40:20	305.58	4.2638	4.4463	4.3828	4.4364	27.000	27.000	27.000	27.000
1/27/2019	14:40:21	306.78	4.2626	4.4473	4.3838	4.4368	27.000	27.000	27.000	27.000
1/27/2019	14:40:22	308.11	4.2614	4.4483	4.3813	4.4383	27.000	27.000	27.000	27.000
1/27/2019	14:40:24	309.56	4.2577	4.4476	4.3804	4.4367	27.000	27.000	27.000	27.000
1/27/2019	14:40:25	310.97	4.2575	4.4483	4.3804	4.4367	27.000	27.000	27.000	27.000
1/27/2019	14:40:26	312.31	4.2589	4.4487	4.3800	4.4364	27.000	27.000	27.000	27.000
1/27/2019	14:40:28	313.84	4.2594	4.4508	4.3802	4.4390	27.000	27.000	27.000	27.000
1/27/2019	14:40:29	314.87	4.2573	4.4494	4.3804	4.4384	27.000	27.000	27.000	27.000
1/27/2019	14:40:31	316.61	4.2544	4.4480	4.3820	4.4391	27.000	27.000	27.000	27.000
1/27/2019	14:40:32	318.08	4.2525	4.4442	4.3824	4.4370	27.000	27.000	27.000	27.000
1/27/2019	14:40:33	319.34	4.2536	4.4439	4.3803	4.4386	27.000	27.000	27.000	27.000
1/27/2019	14:40:35	320.81	4.2571	4.4436	4.3796	4.4384	27.000	27.000	27.000	27.000
1/27/2019	14:40:36	321.86	4.2585	4.4459	4.3799	4.4408	27.000	27.000	27.000	27.000
1/27/2019	14:40:37	323.42	4.2614	4.4477	4.3822	4.4383	27.000	27.000	27.000	27.000
1/27/2019	14:40:39	324.64	4.2571	4.4483	4.3851	4.4366	27.000	27.000	27.000	27.000
1/27/2019	14:40:40	326.06	4.2589	4.4472	4.3858	4.4346	27.000	27.000	27.000	27.000
1/27/2019	14:40:41	327.31	4.2554	4.4459	4.3877	4.4332	27.000	27.000	27.000	27.000
1/27/2019	14:40:43	328.92	4.2583	4.4466	4.3856	4.4363	27.000	27.000	27.000	27.000
1/27/2019	14:40:44	330.20	4.2539	4.4462	4.3859	4.4358	27.000	27.000	27.000	27.000
1/27/2019	14:40:46	332.36	4.2557	4.4464	4.3841	4.4396	27.000	27.000	27.000	27.000
1/27/2019	14:40:48	333.67	4.2553	4.4464	4.3855	4.4404	27.000	27.000	27.000	27.000
1/27/2019	14:40:49	335.03	4.2547	4.4484	4.3870	4.4418	27.000	27.000	27.000	27.000
1/27/2019	14:40:51	336.53	4.2525	4.4490	4.3879	4.4415	27.000	27.000	27.000	27.000
1/27/2019	14:40:52	337.91	4.2542	4.4496	4.3886	4.4407	27.000	27.000	27.000	27.000
1/27/2019	14:40:53	339.27	4.2557	4.4490	4.3883	4.4407	27.000	27.000	27.000	27.000
1/27/2019	14:40:55	340.75	4.2550	4.4494	4.3862	4.4408	27.000	27.000	27.000	27.000
1/27/2019	14:40:56	341.91	4.2539	4.4493	4.3841	4.4415	27.000	27.000	27.000	27.000
1/27/2019	14:40:57	343.34	4.2533	4.4491	4.3834	4.4408	27.000	27.000	27.000	27.000
1/27/2019	14:40:59	344.56	4.2550	4.4498	4.3845	4.4411	27.000	27.000	27.000	27.000
1/27/2019	14:41:00	346.09	4.2493	4.4494	4.3855	4.4397	27.000	27.000	27.000	27.000
1/27/2019	14:41:01	347.19	4.2504	4.4488	4.3835	4.4415	27.000	27.000	27.000	27.000
1/27/2019	14:41:03	348.89	4.2468	4.4480	4.3818	4.4423	27.000	27.000	27.000	27.000
1/27/2019	14:41:04	350.09	4.2495	4.4480	4.3818	4.4446	27.000	27.000	27.000	27.000
1/27/2019	14:41:06	351.69	4.2457	4.4500	4.3829	4.4454	27.000	27.000	27.000	27.000
1/27/2019	14:41:07	352.75	4.2451	4.4529	4.3838	4.4446	27.000	27.000	27.000	27.000
1/27/2019	14:41:08	354.31	4.2422	4.4543	4.3828	4.4432	27.000	27.000	27.000	27.000
1/27/2019	14:41:09	355.45	4.2415	4.4535	4.3835	4.4435	27.000	27.000	27.000	27.000
1/27/2019	14:41:11	356.91	4.2421	4.4509	4.3844	4.4447	27.000	27.000	27.000	27.000
1/27/2019	14:41:12	358.17	4.2422	4.4519	4.3869	4.4441	27.000	27.000	27.000	27.000
