RecNum	DateTime	Fagatele_Shallow_ODU
396	03/11/22 04:45:00 PM	29.540
397	03/11/22 05:00:00 PM	29.540
398	03/11/22 05:15:00 PM	29.540
399	03/11/22 05:30:00 PM	29.515
400	03/11/22 05:45:00 PM	29.515
401	03/11/22 06:00:00 PM	29.515
402	03/11/22 06:15:00 PM	29.490
403	03/11/22 06:30:00 PM	29.490
404	03/11/22 06:45:00 PM	29.490
405	03/11/22 07:00:00 PM	29.490
406	03/11/22 07:15:00 PM	29.490
407	03/11/22 07:30:00 PM	29.490
408	03/11/22 07:45:00 PM	29.464
409	03/11/22 08:00:00 PM	29.464
410	03/11/22 08:15:00 PM	29.490
411	03/11/22 08:30:00 PM	29.490
412	03/11/22 08:45:00 PM	29.490
413	03/11/22 09:00:00 PM	29.515
414	03/11/22 09:15:00 PM	29.515
415	03/11/22 09:30:00 PM	29.515
416	03/11/22 09:45:00 PM	29.515
417	03/11/22 10:00:00 PM	29.490
418	03/11/22 10:15:00 PM	29.515
419	03/11/22 10:30:00 PM	29.490
420	03/11/22 10:45:00 PM	29.490
421	03/11/22 11:00:00 PM	29.490
422	03/11/22 11:15:00 PM	29.490
423	03/11/22 11:30:00 PM	29.490
424	03/11/22 11:45:00 PM	29.490
425	03/12/22 12:00:00 AM	29.490
426	03/12/22 12:15:00 AM	29.490
427	03/12/22 12:30:00 AM	29.490
428	03/12/22 12:45:00 AM	29.490
429	03/12/22 01:00:00 AM	29.490
430	03/12/22 01:15:00 AM	29.464
431	03/12/22 01:30:00 AM	29.464
432	03/12/22 01:45:00 AM	29.464
433	03/12/22 02:00:00 AM	29.464
434	03/12/22 02:15:00 AM	29.464
435	03/12/22 02:30:00 AM	29.464
436	03/12/22 02:45:00 AM	29.464
437	03/12/22 03:00:00 AM	29.464
438	03/12/22 03:15:00 AM	29.464
439	03/12/22 03:30:00 AM	29.464
440	03/12/22 03:45:00 AM	29.464
441	03/12/22 04:00:00 AM	29.464
442	03/12/22 04:15:00 AM	29.464
443	03/12/22 04:30:00 AM	29.439
444	03/12/22 04:45:00 AM	29.439
445	03/12/22 05:00:00 AM	29.464
446	03/12/22 05:15:00 AM	29.439
447	03/12/22 05:30:00 AM	29.439
448	03/12/22 05:45:00 AM	29.439
449	03/12/22 06:00:00 AM	29.439
450	03/12/22 06:15:00 AM	29.439
451	03/12/22 06:30:00 AM	29.439
452	03/12/22 06:45:00 AM	29.439
453	03/12/22 07:00:00 AM	29.439
454	03/12/22 07:15:00 AM	29.464
455	03/12/22 07:30:00 AM	29.464
456	03/12/22 07:45:00 AM	29.464
457	03/12/22 08:00:00 AM	29.464
458	03/12/22 08:15:00 AM	29.464
459	03/12/22 08:30:00 AM	29.490
460	03/12/22 08:45:00 AM	29.464
461	03/12/22 09:00:00 AM	29.464
462	03/12/22 09:15:00 AM	29.515
463	03/12/22 09:30:00 AM	29.515
464	03/12/22 09:45:00 AM	29.515
465	03/12/22 10:00:00 AM	29.515
466	03/12/22 10:15:00 AM	29.515
467	03/12/22 10:30:00 AM	29.515
468	03/12/22 10:45:00 AM	29.540
469	03/12/22 11:00:00 AM	29.515
470	03/12/22 11:15:00 AM	29.540
471	03/12/22 11:30:00 AM	29.540
472	03/12/22 11:45:00 AM	29.540
473	03/12/22 12:00:00 PM	29.540
474	03/12/22 12:15:00 PM	29.565
475	03/12/22 12:30:00 PM	29.515
476	03/12/22 12:45:00 PM	29.540
477	03/12/22 01:00:00 PM	29.540
478	03/12/22 01:15:00 PM	29.540
479	03/12/22 01:30:00 PM	29.540
480	03/12/22 01:45:00 PM	29.540
481	03/12/22 02:00:00 PM	29.515
482	03/12/22 02:15:00 PM	29.540
483	03/12/22 02:30:00 PM	29.515
484	03/12/22 02:45:00 PM	29.515
485	03/12/22 03:00:00 PM	29.515
486	03/12/22 03:15:00 PM	29.490
487	03/12/22 03:30:00 PM	29.490
488	03/12/22 03:45:00 PM	29.515
489	03/12/22 04:00:00 PM	29.490
490	03/12/22 04:15:00 PM	29.490
491	03/12/22 04:30:00 PM	29.490
492	03/12/22 04:45:00 PM	29.490
493	03/12/22 05:00:00 PM	29.490
494	03/12/22 05:15:00 PM	29.490
495	03/12/22 05:30:00 PM	29.490
496	03/12/22 05:45:00 PM	29.464
497	03/12/22 06:00:00 PM	29.490
498	03/12/22 06:15:00 PM	29.490
499	03/12/22 06:30:00 PM	29.490
500	03/12/22 06:45:00 PM	29.490
501	03/12/22 07:00:00 PM	29.490
502	03/12/22 07:15:00 PM	29.490
503	03/12/22 07:30:00 PM	29.490
504	03/12/22 07:45:00 PM	29.490
505	03/12/22 08:00:00 PM	29.490
506	03/12/22 08:15:00 PM	29.490
507	03/12/22 08:30:00 PM	29.490
508	03/12/22 08:45:00 PM	29.490
509	03/12/22 09:00:00 PM	29.490
510	03/12/22 09:15:00 PM	29.490
511	03/12/22 09:30:00 PM	29.464
512	03/12/22 09:45:00 PM	29.464
513	03/12/22 10:00:00 PM	29.490
514	03/12/22 10:15:00 PM	29.490
515	03/12/22 10:30:00 PM	29.490
516	03/12/22 10:45:00 PM	29.464
517	03/12/22 11:00:00 PM	29.464
518	03/12/22 11:15:00 PM	29.464
519	03/12/22 11:30:00 PM	29.439
520	03/12/22 11:45:00 PM	29.439
521	03/13/22 12:00:00 AM	29.464
522	03/13/22 12:15:00 AM	29.464
523	03/13/22 12:30:00 AM	29.464
524	03/13/22 12:45:00 AM	29.464
525	03/13/22 01:00:00 AM	29.464
526	03/13/22 01:15:00 AM	29.439
527	03/13/22 01:30:00 AM	29.439
528	03/13/22 01:45:00 AM	29.439
529	03/13/22 02:00:00 AM	29.365
530	03/13/22 02:15:00 AM	29.414
531	03/13/22 02:30:00 AM	29.439
532	03/13/22 02:45:00 AM	29.439
533	03/13/22 03:00:00 AM	29.389
534	03/13/22 03:15:00 AM	29.365
535	03/13/22 03:30:00 AM	29.389
536	03/13/22 03:45:00 AM	29.365
537	03/13/22 04:00:00 AM	29.389
538	03/13/22 04:15:00 AM	29.389
539	03/13/22 04:30:00 AM	29.365
540	03/13/22 04:45:00 AM	29.340
541	03/13/22 05:00:00 AM	29.315
542	03/13/22 05:15:00 AM	29.265
543	03/13/22 05:30:00 AM	29.265
544	03/13/22 05:45:00 AM	29.265
545	03/13/22 06:00:00 AM	29.315
546	03/13/22 06:15:00 AM	29.365
547	03/13/22 06:30:00 AM	29.365
548	03/13/22 06:45:00 AM	29.340
549	03/13/22 07:00:00 AM	29.365
550	03/13/22 07:15:00 AM	29.365
551	03/13/22 07:30:00 AM	29.389
552	03/13/22 07:45:00 AM	29.365
553	03/13/22 08:00:00 AM	29.389
554	03/13/22 08:15:00 AM	29.389
555	03/13/22 08:30:00 AM	29.389
556	03/13/22 08:45:00 AM	29.389
557	03/13/22 09:00:00 AM	29.389
558	03/13/22 09:15:00 AM	29.389
559	03/13/22 09:30:00 AM	29.414
560	03/13/22 09:45:00 AM	29.414
561	03/13/22 10:00:00 AM	29.439
562	03/13/22 10:15:00 AM	29.439
563	03/13/22 10:30:00 AM	29.439
564	03/13/22 10:45:00 AM	29.439
565	03/13/22 11:00:00 AM	29.464
566	03/13/22 11:15:00 AM	29.439
567	03/13/22 11:30:00 AM	29.439
568	03/13/22 11:45:00 AM	29.464
569	03/13/22 12:00:00 PM	29.414
570	03/13/22 12:15:00 PM	29.389
571	03/13/22 12:30:00 PM	29.389
572	03/13/22 12:45:00 PM	29.389
573	03/13/22 01:00:00 PM	29.389
574	03/13/22 01:15:00 PM	29.389
575	03/13/22 01:30:00 PM	29.365
576	03/13/22 01:45:00 PM	29.365
577	03/13/22 02:00:00 PM	29.365
578	03/13/22 02:15:00 PM	29.365
579	03/13/22 02:30:00 PM	29.365
580	03/13/22 02:45:00 PM	29.365
581	03/13/22 03:00:00 PM	29.389
582	03/13/22 03:15:00 PM	29.389
583	03/13/22 03:30:00 PM	29.414
584	03/13/22 03:45:00 PM	29.414
585	03/13/22 04:00:00 PM	29.439
586	03/13/22 04:15:00 PM	29.439
587	03/13/22 04:30:00 PM	29.439
588	03/13/22 04:45:00 PM	29.439
589	03/13/22 05:00:00 PM	29.439
590	03/13/22 05:15:00 PM	29.439
591	03/13/22 05:30:00 PM	29.439
592	03/13/22 05:45:00 PM	29.464
593	03/13/22 06:00:00 PM	29.490
594	03/13/22 06:15:00 PM	29.464
595	03/13/22 06:30:00 PM	29.464
596	03/13/22 06:45:00 PM	29.439
597	03/13/22 07:00:00 PM	29.439
598	03/13/22 07:15:00 PM	29.439
599	03/13/22 07:30:00 PM	29.439
600	03/13/22 07:45:00 PM	29.439
601	03/13/22 08:00:00 PM	29.464
602	03/13/22 08:15:00 PM	29.464
603	03/13/22 08:30:00 PM	29.464
604	03/13/22 08:45:00 PM	29.439
605	03/13/22 09:00:00 PM	29.439
606	03/13/22 09:15:00 PM	29.439
607	03/13/22 09:30:00 PM	29.464
608	03/13/22 09:45:00 PM	29.439
609	03/13/22 10:00:00 PM	29.464
610	03/13/22 10:15:00 PM	29.464
611	03/13/22 10:30:00 PM	29.464
612	03/13/22 10:45:00 PM	29.464
613	03/13/22 11:00:00 PM	29.464
614	03/13/22 11:15:00 PM	29.464
615	03/13/22 11:30:00 PM	29.464
616	03/13/22 11:45:00 PM	29.464
617	03/14/22 12:00:00 AM	29.464
618	03/14/22 12:15:00 AM	29.439
619	03/14/22 12:30:00 AM	29.439
620	03/14/22 12:45:00 AM	29.439
621	03/14/22 01:00:00 AM	29.439
622	03/14/22 01:15:00 AM	29.439
623	03/14/22 01:30:00 AM	29.439
624	03/14/22 01:45:00 AM	29.439
625	03/14/22 02:00:00 AM	29.414
626	03/14/22 02:15:00 AM	29.414
627	03/14/22 02:30:00 AM	29.389
628	03/14/22 02:45:00 AM	29.389
629	03/14/22 03:00:00 AM	29.414
630	03/14/22 03:15:00 AM	29.414
631	03/14/22 03:30:00 AM	29.389
632	03/14/22 03:45:00 AM	29.389
633	03/14/22 04:00:00 AM	29.389
634	03/14/22 04:15:00 AM	29.389
635	03/14/22 04:30:00 AM	29.389
636	03/14/22 04:45:00 AM	29.389
637	03/14/22 05:00:00 AM	29.414
638	03/14/22 05:15:00 AM	29.414
639	03/14/22 05:30:00 AM	29.414
640	03/14/22 05:45:00 AM	29.389
641	03/14/22 06:00:00 AM	29.389
642	03/14/22 06:15:00 AM	29.389
643	03/14/22 06:30:00 AM	29.389
644	03/14/22 06:45:00 AM	29.389
645	03/14/22 07:00:00 AM	29.389
646	03/14/22 07:15:00 AM	29.389
647	03/14/22 07:30:00 AM	29.389
648	03/14/22 07:45:00 AM	29.414
649	03/14/22 08:00:00 AM	29.414
650	03/14/22 08:15:00 AM	29.414
651	03/14/22 08:30:00 AM	29.414
652	03/14/22 08:45:00 AM	29.414
653	03/14/22 09:00:00 AM	29.439
654	03/14/22 09:15:00 AM	29.464
655	03/14/22 09:30:00 AM	29.464
656	03/14/22 09:45:00 AM	29.464
657	03/14/22 10:00:00 AM	29.490
658	03/14/22 10:15:00 AM	29.490
659	03/14/22 10:30:00 AM	29.515
660	03/14/22 10:45:00 AM	29.515
661	03/14/22 11:00:00 AM	29.540
662	03/14/22 11:15:00 AM	29.540
663	03/14/22 11:30:00 AM	29.540
664	03/14/22 11:45:00 AM	29.540
665	03/14/22 12:00:00 PM	29.565
666	03/14/22 12:15:00 PM	29.540
667	03/14/22 12:30:00 PM	29.540
668	03/14/22 12:45:00 PM	29.540
669	03/14/22 01:00:00 PM	29.565
670	03/14/22 01:15:00 PM	29.540
671	03/14/22 01:30:00 PM	29.540
672	03/14/22 01:45:00 PM	29.540
673	03/14/22 02:00:00 PM	29.540
674	03/14/22 02:15:00 PM	29.565
675	03/14/22 02:30:00 PM	29.565
676	03/14/22 02:45:00 PM	29.540
677	03/14/22 03:00:00 PM	29.540
678	03/14/22 03:15:00 PM	29.565
679	03/14/22 03:30:00 PM	29.540
680	03/14/22 03:45:00 PM	29.540
681	03/14/22 04:00:00 PM	29.540
682	03/14/22 04:15:00 PM	29.540
683	03/14/22 04:30:00 PM	29.515
684	03/14/22 04:45:00 PM	29.515
685	03/14/22 05:00:00 PM	29.515
686	03/14/22 05:15:00 PM	29.515
687	03/14/22 05:30:00 PM	29.515
688	03/14/22 05:45:00 PM	29.490
689	03/14/22 06:00:00 PM	29.490
690	03/14/22 06:15:00 PM	29.490
691	03/14/22 06:30:00 PM	29.490
692	03/14/22 06:45:00 PM	29.490
693	03/14/22 07:00:00 PM	29.490
694	03/14/22 07:15:00 PM	29.490
695	03/14/22 07:30:00 PM	29.490
696	03/14/22 07:45:00 PM	29.515
697	03/14/22 08:00:00 PM	29.515
698	03/14/22 08:15:00 PM	29.515
699	03/14/22 08:30:00 PM	29.515
700	03/14/22 08:45:00 PM	29.515
701	03/14/22 09:00:00 PM	29.515
702	03/14/22 09:15:00 PM	29.515
703	03/14/22 09:30:00 PM	29.515
704	03/14/22 09:45:00 PM	29.515
705	03/14/22 10:00:00 PM	29.515
706	03/14/22 10:15:00 PM	29.515
707	03/14/22 10:30:00 PM	29.515
708	03/14/22 10:45:00 PM	29.515
709	03/14/22 11:00:00 PM	29.515
710	03/14/22 11:15:00 PM	29.515
711	03/14/22 11:30:00 PM	29.515
712	03/14/22 11:45:00 PM	29.490
713	03/15/22 12:00:00 AM	29.490
714	03/15/22 12:15:00 AM	29.490
715	03/15/22 12:30:00 AM	29.490
716	03/15/22 12:45:00 AM	29.490
717	03/15/22 01:00:00 AM	29.490
718	03/15/22 01:15:00 AM	29.490
719	03/15/22 01:30:00 AM	29.490
720	03/15/22 01:45:00 AM	29.490
721	03/15/22 02:00:00 AM	29.490
722	03/15/22 02:15:00 AM	29.490
723	03/15/22 02:30:00 AM	29.490
724	03/15/22 02:45:00 AM	29.490
725	03/15/22 03:00:00 AM	29.490
726	03/15/22 03:15:00 AM	29.490
727	03/15/22 03:30:00 AM	29.490
728	03/15/22 03:45:00 AM	29.490
729	03/15/22 04:00:00 AM	29.490
730	03/15/22 04:15:00 AM	29.490
731	03/15/22 04:30:00 AM	29.490
732	03/15/22 04:45:00 AM	29.464
733	03/15/22 05:00:00 AM	29.464
734	03/15/22 05:15:00 AM	29.464
735	03/15/22 05:30:00 AM	29.464
736	03/15/22 05:45:00 AM	29.464
737	03/15/22 06:00:00 AM	29.464
738	03/15/22 06:15:00 AM	29.464
739	03/15/22 06:30:00 AM	29.464
740	03/15/22 06:45:00 AM	29.464
741	03/15/22 07:00:00 AM	29.464
742	03/15/22 07:15:00 AM	29.464
743	03/15/22 07:30:00 AM	29.464
744	03/15/22 07:45:00 AM	29.490
745	03/15/22 08:00:00 AM	29.490
746	03/15/22 08:15:00 AM	29.490
747	03/15/22 08:30:00 AM	29.490
748	03/15/22 08:45:00 AM	29.490
749	03/15/22 09:00:00 AM	29.490
750	03/15/22 09:15:00 AM	29.515
751	03/15/22 09:30:00 AM	29.515
752	03/15/22 09:45:00 AM	29.515
753	03/15/22 10:00:00 AM	29.515
754	03/15/22 10:15:00 AM	29.540
755	03/15/22 10:30:00 AM	29.515
756	03/15/22 10:45:00 AM	29.540
757	03/15/22 11:00:00 AM	29.515
758	03/15/22 11:15:00 AM	29.515
759	03/15/22 11:30:00 AM	29.540
760	03/15/22 11:45:00 AM	29.540
761	03/15/22 12:00:00 PM	29.565
762	03/15/22 12:15:00 PM	29.515
763	03/15/22 12:30:00 PM	29.540
764	03/15/22 12:45:00 PM	29.515
765	03/15/22 01:00:00 PM	29.464
766	03/15/22 01:15:00 PM	29.490
767	03/15/22 01:30:00 PM	29.464
768	03/15/22 01:45:00 PM	29.439
769	03/15/22 02:00:00 PM	29.389
770	03/15/22 02:15:00 PM	29.389
771	03/15/22 02:30:00 PM	29.389
772	03/15/22 02:45:00 PM	29.365
773	03/15/22 03:00:00 PM	29.365
774	03/15/22 03:15:00 PM	29.365
775	03/15/22 03:30:00 PM	29.365
776	03/15/22 03:45:00 PM	29.414
777	03/15/22 04:00:00 PM	29.439
778	03/15/22 04:15:00 PM	29.464
779	03/15/22 04:30:00 PM	29.490
780	03/15/22 04:45:00 PM	29.439
781	03/15/22 05:00:00 PM	29.414
782	03/15/22 05:15:00 PM	29.439
783	03/15/22 05:30:00 PM	29.490
784	03/15/22 05:45:00 PM	29.490
785	03/15/22 06:00:00 PM	29.515
786	03/15/22 06:15:00 PM	29.490
787	03/15/22 06:30:00 PM	29.490
788	03/15/22 06:45:00 PM	29.490
789	03/15/22 07:00:00 PM	29.490
790	03/15/22 07:15:00 PM	29.490
791	03/15/22 07:30:00 PM	29.490
792	03/15/22 07:45:00 PM	29.464
793	03/15/22 08:00:00 PM	29.464
794	03/15/22 08:15:00 PM	29.464
795	03/15/22 08:30:00 PM	29.490
796	03/15/22 08:45:00 PM	29.464
797	03/15/22 09:00:00 PM	29.464
798	03/15/22 09:15:00 PM	29.439
799	03/15/22 09:30:00 PM	29.439
800	03/15/22 09:45:00 PM	29.464
801	03/15/22 10:00:00 PM	29.464
802	03/15/22 10:15:00 PM	29.490
803	03/15/22 10:30:00 PM	29.464
804	03/15/22 10:45:00 PM	29.464
805	03/15/22 11:00:00 PM	29.490
806	03/15/22 11:15:00 PM	29.490
807	03/15/22 11:30:00 PM	29.490
808	03/15/22 11:45:00 PM	29.490
809	03/16/22 12:00:00 AM	29.490
810	03/16/22 12:15:00 AM	29.464
811	03/16/22 12:30:00 AM	29.464
812	03/16/22 12:45:00 AM	29.439
813	03/16/22 01:00:00 AM	29.414
814	03/16/22 01:15:00 AM	29.414
815	03/16/22 01:30:00 AM	29.439
816	03/16/22 01:45:00 AM	29.439
817	03/16/22 02:00:00 AM	29.439
818	03/16/22 02:15:00 AM	29.439
819	03/16/22 02:30:00 AM	29.439
820	03/16/22 02:45:00 AM	29.439
821	03/16/22 03:00:00 AM	29.439
822	03/16/22 03:15:00 AM	29.439
823	03/16/22 03:30:00 AM	29.439
824	03/16/22 03:45:00 AM	29.439
825	03/16/22 04:00:00 AM	29.439
826	03/16/22 04:15:00 AM	29.439
827	03/16/22 04:30:00 AM	29.439
828	03/16/22 04:45:00 AM	29.439
829	03/16/22 05:00:00 AM	29.439
830	03/16/22 05:15:00 AM	29.439
831	03/16/22 05:30:00 AM	29.439
832	03/16/22 05:45:00 AM	29.439
833	03/16/22 06:00:00 AM	29.439
834	03/16/22 06:15:00 AM	29.439
835	03/16/22 06:30:00 AM	29.414
836	03/16/22 06:45:00 AM	29.414
837	03/16/22 07:00:00 AM	29.439
838	03/16/22 07:15:00 AM	29.439
839	03/16/22 07:30:00 AM	29.439
840	03/16/22 07:45:00 AM	29.439
841	03/16/22 08:00:00 AM	29.464
842	03/16/22 08:15:00 AM	29.464
843	03/16/22 08:30:00 AM	29.464
844	03/16/22 08:45:00 AM	29.490
845	03/16/22 09:00:00 AM	29.490
846	03/16/22 09:15:00 AM	29.490
847	03/16/22 09:30:00 AM	29.540
848	03/16/22 09:45:00 AM	29.540
849	03/16/22 10:00:00 AM	29.565
850	03/16/22 10:15:00 AM	29.565
851	03/16/22 10:30:00 AM	29.540
852	03/16/22 10:45:00 AM	29.565
853	03/16/22 11:00:00 AM	29.565
854	03/16/22 11:15:00 AM	29.565
855	03/16/22 11:30:00 AM	29.590
856	03/16/22 11:45:00 AM	29.590
857	03/16/22 12:00:00 PM	29.590
858	03/16/22 12:15:00 PM	29.590
859	03/16/22 12:30:00 PM	29.590
860	03/16/22 12:45:00 PM	29.590
861	03/16/22 01:00:00 PM	29.615
862	03/16/22 01:15:00 PM	29.590
863	03/16/22 01:30:00 PM	29.565
864	03/16/22 01:45:00 PM	29.540
865	03/16/22 02:00:00 PM	29.590
866	03/16/22 02:15:00 PM	29.590
867	03/16/22 02:30:00 PM	29.540
868	03/16/22 02:45:00 PM	29.565
869	03/16/22 03:00:00 PM	29.540
870	03/16/22 03:15:00 PM	29.565
871	03/16/22 03:30:00 PM	29.540
872	03/16/22 03:45:00 PM	29.540
873	03/16/22 04:00:00 PM	29.565
874	03/16/22 04:15:00 PM	29.565
875	03/16/22 04:30:00 PM	29.565
876	03/16/22 04:45:00 PM	29.565
877	03/16/22 05:00:00 PM	29.565
878	03/16/22 05:15:00 PM	29.565
879	03/16/22 05:30:00 PM	29.565
880	03/16/22 05:45:00 PM	29.565
881	03/16/22 06:00:00 PM	29.540
882	03/16/22 06:15:00 PM	29.540
883	03/16/22 06:30:00 PM	29.540
884	03/16/22 06:45:00 PM	29.540
885	03/16/22 07:00:00 PM	29.540
886	03/16/22 07:15:00 PM	29.540
887	03/16/22 07:30:00 PM	29.540
888	03/16/22 07:45:00 PM	29.540
889	03/16/22 08:00:00 PM	29.540
890	03/16/22 08:15:00 PM	29.540
891	03/16/22 08:30:00 PM	29.540
892	03/16/22 08:45:00 PM	29.540
893	03/16/22 09:00:00 PM	29.540
894	03/16/22 09:15:00 PM	29.540
895	03/16/22 09:30:00 PM	29.515
896	03/16/22 09:45:00 PM	29.540
